oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Prison_Jail,Not_Defined_Elsewhere,Other_Invalid_Blank,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear
106190155,106190155,190155,CENTURY CITY DOCTORS HOSPITAL,2070 CENTURY PARK EAST,LOS ANGELES,90067,,NO, 78.2w, West, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,142,Basic,2903,2640,,,304,376,966,1027,893,728,443,348,443,15,,204,474,474,1,56,,4334,52,126,13,,,,5290,17,,5,0,0,,40,286,1007,464,2953,833,29,,5,113,1,247,69,184,60,2274,333,5,291,342,,247,288,251,804,687,25,64,4,52,9,46,93,3020,1145,23,305,9,47,14,,5543,1440,1175,,,27,158,229,382,379,311,320,809,,,,59,257,223,1,14,8,2053,98,106,53,184,73,106,5,1684,306,,0,0,0,0,0,133,1352,909,79,142,6,16,394,2,315,83,142,184,400,204,42,82,,40,254,88,363,,,270,26,163,9,43,224,5,1715,75,3,38,18,11,14,1,,2615,2007
106190159,106190159,190159,TRI-CITY REGIONAL MEDICAL CENTER,21530 SOUTH PIONEER BOULEVARD,HAWAIIAN GARDENS,90716,,NO, 78.2n, East, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,137,Basic,2633,2604,,,542,592,879,863,877,634,358,228,165,98,1,537,761,2269,2,5,3,1660,142,109,17,2,,,4573,207,4,31,0,0,,152,1534,790,754,904,1255,56,1,23,139,,339,148,225,73,1363,273,10,279,548,1,255,474,255,775,382,11,45,4,184,21,,64,3618,620,39,191,31,17,10,,5237,1117,1051,,,21,42,95,219,408,426,440,517,,,,364,324,727,2,14,1,736,312,36,55,115,15,,37,741,853,4,0,0,0,0,0,719,1200,158,77,14,6,50,326,,298,158,228,145,114,34,47,25,6,9,368,129,225,,,90,8,77,3,18,5,2,1925,20,3,3,5,6,3,,,2168,2007
106190170,106190170,190170,CHILDRENS HOSPITAL OF LOS ANGELES,4650 SUNSET BOULEVARD,LOS ANGELES,90027,Level I - Pediatric,NO, 78.2g, Metro, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,286,Basic,24636,29704,,21,32057,10637,250,42,32,20,8,3,1,11311,,941,1591,42710,3,8474,39,603,140,1737,9,338,,,51942,6,,150,0,0,,39,39507,17,2694,9008,3135,17,1,487,92,186,4650,454,1994,5797,8526,1255,96,5656,1363,381,226,11034,2347,9799,3677,99,154,9,189,5,57,437,45618,3068,154,266,20,563,45,,54361,2056,2820,,,1344,56,,,,,,,1215,2261,,339,490,3375,,255,,417,15,3,46,25,30,3,10,4727,17,,0,0,0,0,0,3861,8,952,25,30,,379,113,130,696,209,156,215,897,149,146,176,29,14,915,169,252,,231,278,15,197,16,9,4,18,4046,83,20,117,6,61,5,1,,4876,2007
106190197,106190197,190197,COMMUNITY AND MISSION HSP OF HNTG PK - SLAUSON,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,90255,,NO, 78.2ccc, East, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,81,Standby,13278,10901,3,,8064,3919,3404,2640,1643,991,559,416,225,2321,,12,120,23904,,47,12,87,71,687,,26,,3,23300,2,1,,0,0,51,41,16822,767,216,2133,4244,1501,,49,236,11,2160,229,1601,755,5098,637,22,2204,263,19,453,4665,1134,3145,1639,31,260,9,156,3,10,227,18739,2633,86,194,8,165,21,1,24182,1211,737,,,128,154,179,269,263,253,256,221,99,126,,6,43,1874,,16,,9,49,65,14,47,,1,,1707,65,,0,0,0,0,0,1187,441,149,166,5,60,25,251,2,508,147,142,59,47,18,24,25,2,15,297,90,230,,6,28,4,27,3,3,24,2,1835,11,,5,1,2,2,1,,1948,2007
106190198,106190198,190198,LOS ANGELES COMMUNITY HOSPITAL,4081 EAST OLYMPIC BOULEVARD,LOS ANGELES,90023,,NO, 78.2d, East, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,100,Standby,3429,2723,,,1623,826,757,654,475,323,332,281,237,644,,54,162,5802,,7,2,125,19,94,,,,2,6034,1,,1,0,0,,1,3593,766,111,795,887,289,,4,36,2,649,35,208,61,930,134,3,198,1790,25,111,927,220,530,325,8,15,6,35,3,7,59,5172,421,15,44,8,19,15,,6152,1214,880,,,116,69,101,145,143,272,249,234,342,423,,31,96,1894,,2,1,70,45,71,18,70,13,,,1756,121,,0,0,0,0,0,1223,683,156,15,17,73,10,197,1,364,79,170,87,59,36,19,21,3,16,701,86,155,,17,59,3,36,4,8,34,3,1921,19,1,2,2,,2,,,2094,2007
106190200,106190200,190200,SAN GABRIEL VALLEY MEDICAL CENTER,438 W. LAS TUNAS DRIVE,SAN GABRIEL,91776,,NO, 78.2eeee, San Gabriel Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,190,Basic,9728,7762,2,,2920,2320,2364,2347,2018,1558,1014,957,1192,801,1,3948,471,8929,16,581,5,3542,168,139,29,,,7,16980,40,,26,0,0,1,102,5519,2798,1270,5920,1985,517,,40,275,4,1065,315,676,306,4891,820,14,913,477,47,523,1498,708,4403,1602,46,83,9,182,15,127,226,12229,2104,60,581,61,135,32,,17492,2423,1815,,,59,123,238,311,422,514,904,1659,7,1,,1507,71,1360,5,126,1,1168,123,61,216,343,100,38,26,2133,1198,,0,0,0,0,0,695,2710,719,79,35,87,86,869,1,564,267,272,415,300,63,114,83,8,29,587,69,418,3,3,240,16,283,8,13,205,9,3326,36,4,14,28,50,5,1,,4238,2007
106190240,106190240,190240,LAKEWOOD REGIONAL MEDICAL CENTER,3700 EAST SOUTH STREET,LAKEWOOD,90712,,NO, 78.2n, South Bay, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,172,Basic,17278,12346,1,,3863,3567,4813,4226,4086,2992,1875,1646,1744,812,1,1753,7970,9268,34,757,78,9765,409,876,64,7,1,,28029,136,2,101,0,0,,,3604,5495,583,14866,5077,751,,88,596,4,1340,415,1622,1056,7539,1689,20,2044,537,8,701,2985,1273,6957,2031,98,443,24,383,3,192,260,21386,3675,73,833,76,109,39,,29625,2604,2178,,,47,154,250,531,798,839,918,1245,,,,383,899,1293,7,103,9,2088,92,129,202,406,112,11,43,2869,916,2,0,0,0,0,0,1009,2508,1018,218,29,27,121,1269,1,667,304,263,231,386,63,142,97,7,54,609,90,451,,,225,27,242,10,6,270,14,3899,42,4,12,13,10,8,,,4782,2007
106190243,106190243,190243,DOWNEY REGIONAL MEDICAL CENTER,11500 BROOKSHIRE AVENUE,DOWNEY,90241,,NO, 78.2eee, East, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,199,Basic,22139,17448,,,7382,5419,5925,4978,4220,3218,2334,2052,2067,1992,,640,1956,29535,7,2008,18,5423,789,2024,,2,3,,36177,77,,,0,0,133,382,14673,5853,1325,12344,5392,1538,,74,700,6,2147,491,1882,385,9870,2067,44,2352,1512,92,915,4194,1572,9746,3193,106,503,15,468,2,96,358,29567,3619,130,1154,87,250,39,,39587,5084,3666,,,103,361,518,774,1210,1474,1839,2450,21,,,264,480,4946,1,482,4,2573,370,123,308,707,40,22,79,5709,1388,4,0,0,0,0,0,1582,5041,1500,562,65,140,138,2109,7,1383,439,568,526,529,185,242,179,4,59,1018,195,1010,1,18,355,32,433,8,21,186,13,7521,91,1,26,27,20,13,3,,8750,2007
106190256,106190256,190256,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BOULEVARD,LOS ANGELES,90023,,NO, 78.2d, East, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,102,Basic,7463,6739,,,3150,1919,2572,2004,1506,941,497,339,245,1029,,80,195,13424,120,29,40,314,166,168,34,,,,12996,16,,42,0,0,,780,2916,722,3007,3136,4421,770,,26,176,3,1188,223,579,672,2777,402,13,1073,1219,64,651,2017,551,1798,912,43,148,8,241,11,46,171,10768,1270,48,382,26,99,29,,14202,1233,832,,,101,205,169,220,290,301,259,354,64,102,,11,48,1915,10,10,5,66,51,99,87,27,5,53,7,1492,244,,0,0,0,0,0,907,772,166,214,6,232,27,400,,356,178,113,77,73,28,29,41,,12,303,99,89,,8,45,3,56,2,7,22,5,1892,18,,1,7,5,2,,,2065,2007
106190280,106190280,190280,ENCINO-TARZANA REGIONAL MED CTR-ENCINO,16237 VENTURA BOULEVARD,ENCINO,91436,,NO, 78.2yy, San Fernando Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,109,Basic,5069,4262,1,,632,763,1664,1482,1383,1066,648,634,948,112,,99,746,551,4,246,8,7678,219,115,13,2,,1,8965,16,,1,0,0,,,559,1986,230,5003,1554,109,,24,216,,499,146,485,169,2996,624,12,577,401,1,337,751,376,1609,933,29,123,8,77,2,45,128,6117,1289,36,442,20,64,19,,9332,1339,834,,,10,52,76,120,162,230,378,1145,,,,23,61,85,1,37,3,1963,89,53,78,357,73,12,107,813,591,,0,0,0,0,0,119,1643,327,72,12,4,10,324,2,271,102,209,148,234,58,34,74,2,93,309,56,243,,,214,6,89,1,,64,6,1746,14,1,12,7,6,7,,,2173,2007
106190298,106190298,190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,250 SOUTH GRAND AVENUE,GLENDORA,91741,,NO, 78.2qq, San Gabriel Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,105,Basic,9145,7548,,,2898,2633,2698,2102,2212,1608,934,500,490,618,,386,509,6883,24,153,10,8728,220,172,21,,,1,16215,11,1,48,0,0,3,1,1385,1614,287,11093,2314,391,,21,263,4,874,188,889,378,5048,746,10,1015,303,6,396,1680,729,3752,1446,48,115,11,202,1,41,220,11473,2227,107,639,52,106,5,,16693,1868,1471,,,50,184,179,338,472,500,689,924,1,2,,119,80,901,5,15,3,2216,228,61,102,234,24,55,8,2040,587,,0,0,0,0,0,351,1959,863,148,18,39,39,733,1,581,159,197,244,262,36,88,50,,27,347,78,457,1,,180,12,133,8,1,131,9,2791,29,3,18,13,8,3,,,3339,2007
106190315,106190315,190315,GARFIELD MEDICAL CENTER,525 NORTH GARFIELD AVENUE,MONTEREY PARK,91754,,NO, 78.2qqq, San Gabriel Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,210,Basic,7685,6633,,,3043,1744,2013,1752,1559,1123,738,727,659,959,1,5792,93,7540,1,59,26,807,238,800,38,1,,1,13102,11,,51,0,0,62,14,2012,2139,730,7924,1513,703,,32,290,3,917,170,807,236,3649,532,23,890,298,50,305,1589,490,3334,1263,35,106,10,155,8,77,208,10120,1587,67,489,40,126,27,,14318,3250,2837,,,63,164,257,490,692,920,1521,1973,6,1,,4124,68,1258,,6,20,611,107,160,213,1146,279,7,5,3458,712,,0,0,0,0,0,1593,3139,1090,241,24,90,111,1637,5,847,328,315,388,361,113,224,101,9,25,661,115,753,1,3,285,18,187,13,4,289,4,5173,57,1,20,13,22,,1,,6087,2007
106190323,106190323,190323,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,1509 EAST WILSON TERRACE,GLENDALE,91206,,NO, 78.2ee, San Fernando Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,408,Basic,13105,10935,1,,3297,2709,3685,3358,3031,2496,1764,1530,1301,870,,1282,576,7032,22,,14,15115,493,544,49,,,1,22645,122,,,0,0,185,2,7552,4417,616,7772,3684,841,,35,518,1,1126,251,1315,393,6144,1058,18,1136,657,36,1034,2317,954,6207,2052,71,185,15,215,3,5,233,17648,2700,69,639,23,171,12,,24041,5097,4671,,,126,506,764,1318,1496,1423,1758,2362,14,1,,623,283,1611,9,,205,7037,216,297,320,956,455,,436,5491,1593,4,0,0,0,0,0,2977,4061,2051,522,157,107,116,1980,9,1037,370,438,565,734,189,222,237,14,1639,819,223,1055,,14,498,41,394,23,14,31,23,8405,127,5,42,123,12,25,5,,9768,2007
106190328,106190328,190328,EAST VALLEY HOSPITAL MEDICAL CENTER,150 WEST ROUTE 66,GLENDORA,91740,,NO, 78.2qq, San Gabriel Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,107,Basic,2403,2037,,,649,560,772,671,614,432,255,174,127,186,,297,2,1983,1759,,17,382,170,320,8,,3,78,3823,26,,4,0,0,,8,2159,980,90,289,922,227,,11,83,1,330,88,226,60,1194,184,6,292,95,16,117,537,172,801,401,8,20,3,75,7,12,69,3167,481,29,125,18,18,7,,4440,787,634,,,8,42,44,124,256,310,314,323,,,,75,104,344,,108,20,770,56,28,47,40,40,7,112,436,655,,0,0,0,0,0,281,1027,66,43,4,27,11,184,,131,52,58,127,52,15,10,21,3,408,196,41,85,,,41,,66,2,14,13,3,1242,24,,2,5,2,7,,,1421,2007
106190352,106190352,190352,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,,NO, 78.2yyy, San Gabriel Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,104,Basic,6693,6141,,,2717,1935,2255,1964,1548,827,425,229,143,790,1,444,122,11428,7,20,19,794,165,673,34,,,,11844,3,,49,0,0,,66,2697,571,647,5777,3142,614,,43,166,2,819,199,618,515,3387,521,14,805,420,10,581,1465,437,2218,985,40,104,9,276,1,57,181,8898,1571,95,438,60,96,23,,12834,1328,1121,,,92,145,156,262,304,344,429,407,118,192,,345,26,1709,1,33,1,334,165,120,69,110,43,8,8,1528,398,,0,0,0,0,0,1229,754,273,181,12,38,22,405,1,346,238,142,240,165,31,18,52,2,31,413,85,206,,14,108,5,118,3,12,66,8,2031,33,3,16,14,7,25,,,2449,2007
106190382,106190382,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,,NO, 78.2g, Metro, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,345,Basic,13654,11891,,,585,1983,6115,5292,4656,3142,1616,1092,809,255,,1958,3325,11596,3,2742,24,5897,283,917,56,1,1,,23973,79,1,232,0,0,2,,5417,3136,3623,6310,7059,1861,,47,484,10,1355,316,1475,422,5623,1360,63,923,2914,31,1448,1712,977,4524,1556,75,201,19,677,43,73,216,19383,2026,66,899,110,120,81,,25545,3285,3095,,,93,336,461,874,942,970,1160,1525,5,14,,1314,751,1925,1,727,2,1660,169,286,362,196,292,5,100,3755,1208,7,0,0,0,0,0,2600,2524,368,177,711,141,84,1312,4,954,397,300,638,536,91,184,119,5,93,735,144,642,1,,333,24,289,27,13,351,10,5118,77,2,32,43,32,28,1,,6380,2007
106190385,106190385,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI STREET,MISSION HILLS,91345,Level II,NO, 78.2hh, San Fernando Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,206,Basic,21683,17686,28,,8110,5371,6863,5228,4534,3085,1554,1113,1035,2504,,709,1495,25453,50,4712,557,6421,680,217,63,2,5,4,38103,106,,94,0,0,,123,15274,2486,969,14023,6645,1976,,78,558,14,2359,425,2270,1136,9392,1985,43,2411,1072,151,741,5373,1514,7899,2319,118,362,25,521,35,138,399,29367,4191,179,1443,64,213,23,,39397,4333,4287,1,,320,675,687,1039,1213,1207,1619,1859,1,1,,289,420,3581,1,1151,132,3047,201,149,274,987,205,5,83,5684,1009,24,0,0,0,0,0,1523,3985,2300,674,139,172,161,1653,5,1286,359,417,330,1668,139,269,130,28,47,795,186,975,,1,499,46,614,246,32,141,18,6201,125,36,590,37,18,16,2,,8621,2007
106190392,106190392,190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,,NO, 78.2ffff, Metro, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,380,Basic,11466,10322,,,1438,1817,4595,3740,3308,2677,1549,1128,868,668,,2294,3869,10510,33,128,20,4934,393,613,63,,,,20498,2,1,216,0,0,,2,4382,2869,682,6556,7299,865,,52,527,7,1502,243,1061,247,5386,1237,47,1167,508,51,1123,2004,914,4847,1492,42,75,9,661,1,16,136,16020,2322,69,709,69,83,84,,21788,2629,2351,,1,64,311,343,516,713,844,953,1229,8,,,1222,931,1720,9,21,2,1076,50,160,236,346,141,41,8,3061,937,1,0,0,0,0,0,852,2367,1127,601,34,87,71,1284,6,765,293,253,287,380,101,148,96,10,48,510,88,548,,6,288,20,252,16,6,13,8,4263,52,5,16,16,8,16,2,,4981,2007
106190400,106190400,190400,HUNTINGTON MEMORIAL HOSPITAL,100 W. CALIFORNIA BOULEVARD,PASADENA,91105,Level II,NO, 78.2mm, San Gabriel Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,468,Basic,23292,19998,,,6069,5114,7168,5892,5790,4412,2720,2111,2251,1763,,2533,8144,14354,34,1524,58,16643,4,300,107,81,3,5,41666,116,,56,0,0,644,308,11439,5267,1292,18307,6985,1328,,134,793,23,2656,458,2380,1001,11838,2200,112,2376,1925,75,1668,4039,1707,8577,3944,134,351,22,603,12,295,436,30246,4934,225,1691,97,269,31,,43290,7986,6801,,,466,994,1163,1789,1933,2003,2151,3545,323,420,,965,2300,3423,7,435,31,7626,333,214,458,1629,430,,306,9475,1929,13,0,0,0,0,0,2602,6998,3949,1096,142,198,206,2601,20,1867,681,644,857,2057,296,440,478,36,1019,1466,293,1562,9,57,1005,166,1313,152,122,52,81,10858,293,44,443,183,60,11,4,,14787,2007
106190413,106190413,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,210 W. SAN BERNARDINO ROAD,COVINA,91723,,NO, 78.2qq, San Gabriel Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,167,Basic,5855,4848,,,1172,1414,1771,1604,1676,1286,684,438,466,192,,529,617,5391,9,70,16,4071,137,261,31,1,,1,10045,43,,92,0,0,2,90,1183,1617,286,5606,2011,127,,34,217,1,522,137,586,100,2674,857,16,543,475,2,434,970,454,2554,886,22,79,6,105,63,3,138,7880,1021,42,367,42,32,17,,10703,3231,2754,,,61,397,523,760,852,872,1155,1364,,1,,427,295,2319,8,29,3,2904,211,185,164,378,118,72,144,3752,959,2,0,0,0,0,0,1398,3143,1025,395,24,25,75,1290,5,654,230,286,376,440,116,135,144,3,882,521,136,667,,,241,47,325,13,4,79,16,5080,64,1,16,84,6,9,,,5985,2007
106190422,106190422,190422,TORRANCE MEMORIAL MEDICAL CENTER,3330 WEST LOMITA BOULEVARD,TORRANCE, 90505-5073,,NO, 78.2aaaa, South Bay, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,336,Basic,27040,21220,,3,6163,5382,6329,6391,6615,4897,3552,3649,3842,1436,7,5361,5920,2085,972,1461,308,32156,392,218,56,1,,1063,44572,,1288,36,0,0,,637,2292,5911,4834,31098,4128,796,,128,1166,11,1398,561,1982,366,12064,3480,56,1969,589,34,716,2994,1871,18082,4497,91,402,29,335,4,38,297,34947,6135,78,1158,73,155,24,,48263,6088,4873,,,189,327,549,1023,1362,1611,2430,3221,117,132,,1428,962,1862,29,232,21,6427,96,93,564,781,154,9,103,6834,2325,2,0,0,0,0,0,699,4793,5113,268,88,73,188,2392,10,1993,568,605,524,1155,233,376,169,8,55,1333,253,1001,,25,679,66,600,12,29,763,17,8487,162,17,57,41,18,8,5,,10961,2007
106190429,106190429,190429,KAISER FND HOSP - SUNSET,4867 SUNSET BOULEVARD,LOS ANGELES,90027,,NO, 78.2g, Metro, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,439,Basic,26787,25901,2,,4032,5093,8069,8285,8277,7317,4988,3711,2191,726,1,4987,6442,21889,38,1239,5347,12748,335,743,61,98,30,1,50755,28,20,348,9,0,152,110,3044,7853,727,35436,5630,913,,171,1248,13,3262,928,2970,1466,14138,2975,129,4051,2656,23,2100,4274,2802,8571,4107,84,412,28,564,34,,577,37394,7094,189,1706,111,314,76,,52690,4190,4613,,,298,405,665,1028,1586,1597,1510,1397,100,217,,1138,1440,3137,13,117,107,2851,171,157,260,1247,74,72,32,6333,454,3,0,0,0,0,0,338,3656,4412,386,11,99,132,1844,24,1726,379,583,451,881,246,441,202,29,90,742,209,719,1,5,377,33,612,33,33,,9,7509,91,1,59,19,14,11,2,,8803,2007
106190430,106190430,190430,KAISER FND HOSP - BELLFLOWER,9400 EAST ROSECRANS AVENUE,BELLFLOWER,90706,,NO, 78.2m, East, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,352,Basic,39676,30277,18,1,9117,8552,10832,10021,9650,8332,5221,3798,2336,2112,1,3425,14239,34386,82,6160,395,11285,866,752,49,29,11,,67655,51,9,362,6,0,165,17,7441,8312,248,47725,6246,2708,,238,1629,18,5038,1087,3953,1878,15627,4416,135,4725,1449,151,1855,7257,2716,15092,4652,157,709,35,665,82,,706,52726,7595,228,1799,113,460,45,,69972,5485,4930,,,396,635,832,1266,1761,1772,1857,1530,114,252,,593,2329,4122,19,435,6,2911,455,107,238,1222,85,5,48,7529,724,2,0,0,0,0,0,551,4329,5112,409,14,180,277,1893,10,2054,610,541,943,818,212,284,219,7,197,1005,323,829,,13,431,61,986,41,14,,30,8564,182,9,38,35,13,9,2,,10415,2007
106190431,106190431,190431,KAISER FND HOSP - HARBOR CITY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,,NO, 78.2aaaa, South Bay, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,235,Basic,23224,18553,23,1,3643,4830,5952,5613,6231,5444,4082,3138,2105,762,1,2194,11293,11173,39,4590,4747,7765,318,1101,35,12,26,1,39838,37,1,242,0,0,187,3,3729,6963,322,27950,2837,1520,,131,1114,18,2104,734,2056,796,11264,2840,114,2349,2181,40,1029,3142,1730,8639,3195,84,427,16,463,33,,317,29511,5638,162,1545,72,271,67,,41801,4085,3748,,,184,351,473,824,1282,1412,1603,1533,53,118,,780,2597,1653,14,133,57,2599,329,73,213,851,82,9,84,5545,646,1,0,0,0,0,0,304,3807,3442,264,16,83,173,1526,2,1333,446,522,596,543,184,263,158,8,189,831,262,709,,5,272,37,615,16,11,,13,6687,106,2,27,29,9,8,1,,7833,2007
106190432,106190432,190432,KAISER FND HOSP - PANORAMA CITY,13652 CANTARA STREET,PANORAMA CITY,91402,,NO, 78.2zz, San Fernando Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,262,Basic,15155,12325,3,,2074,2730,4072,3770,4136,3583,2606,2135,1872,505,,1184,1239,6561,13,206,11472,6808,633,330,38,19,4,1,26196,17,5,49,4,0,122,65,1662,5402,120,18975,1324,330,,75,852,8,1500,672,1501,522,5547,1935,93,1706,468,12,1271,2555,752,7684,1625,74,371,16,278,150,,238,21179,2200,100,945,87,158,62,,27483,3288,3187,,,155,274,376,657,1045,1135,1212,1498,33,90,,419,413,1633,4,81,286,3639,234,67,187,895,119,85,29,4352,507,,0,0,0,0,0,231,3297,2489,446,12,38,90,1456,10,1215,282,422,374,580,133,205,86,12,155,768,140,504,,5,355,34,405,14,25,,15,5412,94,13,32,45,18,12,1,,6475,2007
