oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Prison_Jail,Not_Defined_Elsewhere,Other_Invalid_Blank,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear
106190066,106190066,190066,BELLFLOWER MEDICAL CENTER,9542 EAST ARTESIA BOULEVARD,BELLFLOWER,90706,,NO,78.2m,East,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,112,Basic,14574,6906,,,2496,2473,3779,3154,3174,2323,1534,1086,583,878,,2252,2597,11620,14,604,1153,3240,228,431,9,,,,20153,31,,,0,0,,628,9050,2823,434,7019,2154,2655,,106,579,44,1666,329,1649,257,2431,1393,287,1203,2940,149,1027,1687,538,2540,637,10,59,3,138,4,99,93,18901,1248,48,116,20,92,12,,21480,1197,1021,,,75,251,278,478,366,273,219,271,2,5,,279,437,85,1,60,20,1336,118,93,21,26,63,9,,1681,205,2,0,0,0,0,0,960,826,244,176,12,78,28,242,,318,95,158,38,76,24,36,21,1,524,278,88,212,,1,45,,42,5,,38,3,2026,18,,8,23,4,5,1,,2218,2006
106190081,106190081,190081,BEVERLY HOSPITAL,309 WEST BEVERLY BOULEVARD,MONTEBELLO,90640,,NO,78.2ww,East,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,223,Basic,13616,11319,1,,4293,3107,3809,3154,2715,1977,1486,1545,1428,1422,,379,223,19797,2,486,30,4019,1,613,98,,,,23786,192,1,55,0,0,190,,10377,7955,793,2010,3801,829,,43,380,2,848,331,974,558,6066,1350,13,953,677,45,611,2156,1061,8039,1822,61,97,16,351,20,16,245,18836,2333,98,847,68,91,35,,24936,2905,2534,,,109,232,280,489,675,825,1201,1460,68,100,,157,40,4302,,122,1,817,366,125,232,534,2,9,23,3139,1008,1,0,0,0,0,0,1505,3036,621,250,27,68,87,1267,5,864,311,335,361,442,67,148,77,3,42,640,136,581,1,4,268,8,256,24,1,21,5,4708,67,3,35,27,5,8,3,,5439,2006
106190110,106190110,190110,BROTMAN MEDICAL CENTER,3828 DELMAS TERRACE,CULVER CITY,90231,,NO,78.2y,West,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,329,Basic,10230,8833,,,2180,2005,3000,2927,3051,2325,1199,948,1028,400,,176,2252,1609,7,272,13063,1684,179,109,9,1,,,5691,22,,,0,0,5,13047,1395,960,13213,2262,1233,260,1,89,364,2,811,390,861,418,4908,1119,34,926,1015,13,975,1856,927,4094,1537,68,144,5,286,5,33,182,13937,1943,82,667,32,119,23,,19063,2714,2607,,,49,331,477,1002,919,738,756,1049,,,,68,2018,748,12,220,114,2141,160,134,159,414,253,7,498,2776,918,2,0,0,0,0,0,1282,2844,769,373,53,21,71,772,,497,191,247,285,329,71,97,48,2,1681,490,118,401,,,210,17,142,20,3,173,7,4559,63,2,15,87,4,17,2,,5321,2006
106190125,106190125,190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,1401 SOUTH GRAND AVENUE,LOS ANGELES,90015,Level II,NO,78.2ffff,Metro,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,285,Basic,23685,20986,5,,6782,5802,8742,6640,6465,4250,1719,1006,705,2563,2,548,15991,24757,81,681,444,2174,276,563,197,,,,43060,3,,32,0,0,485,60,22258,4164,2451,2794,13009,2359,,175,833,23,1874,986,2163,1098,10090,2222,66,2508,3508,89,2247,4381,1669,8385,2494,75,76,40,1506,32,133,539,33746,3640,197,1788,98,283,29,,44676,3644,3903,,,475,975,806,1271,1255,884,758,701,202,220,,105,3282,3554,16,141,38,411,310,291,309,266,120,22,27,5624,559,19,0,0,0,0,0,3475,1887,476,1622,87,304,103,1212,4,1104,332,349,366,1575,130,130,78,11,77,801,185,732,17,37,315,34,209,532,22,319,22,5405,161,19,409,47,7,43,3,,7547,2006
106190148,106190148,190148,CENTINELA FREEMAN REG MED CTR-CENTINELA CAMPUS,555 EAST HARDY STREET,INGLEWOOD,90301,,NO,78.2q,South Bay,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,317,Basic,19161,13691,,,3081,3392,5717,4513,5077,3790,2631,2049,1548,1054,,339,18648,8045,196,3066,679,1879,326,1260,188,3,1,,30859,87,6,31,0,0,91,,5435,5702,394,12985,8336,1232,,123,1180,11,1867,720,1572,592,6732,2114,97,1213,2132,45,1051,3315,1362,7494,1672,102,270,18,772,163,226,259,25491,2496,76,1046,93,111,57,,32852,3758,2864,,,72,285,356,760,1036,1265,1358,1485,5,,,101,4306,1079,44,350,38,704,132,161,350,735,197,15,18,4057,955,2,0,0,0,0,0,1793,3509,1155,125,40,116,129,2004,5,794,450,325,360,422,112,212,103,4,64,873,100,544,5,,203,17,282,32,25,441,19,5459,79,5,27,11,9,13,,,6622,2006
106190155,106190155,190155,CENTURY CITY DOCTORS HOSPITAL,2070 CENTURY PARK EAST,LOS ANGELES,90067,,NO,78.2w,West,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,142,Basic,2034,1775,1,,182,243,578,675,638,563,327,255,338,11,,138,290,257,,154,3,2968,19,56,12,,3,,3680,11,,7,0,0,,22,156,766,302,2037,549,12,,4,62,,191,47,154,54,1505,278,3,207,183,1,160,205,155,589,493,17,38,4,26,6,14,74,2169,714,18,180,9,44,4,,3810,811,617,,,12,76,125,179,173,201,203,459,,,,58,153,116,,43,21,1037,38,31,26,94,26,95,4,938,176,,0,0,0,0,0,30,812,482,34,70,1,15,197,,249,43,79,154,235,87,34,27,1,20,117,31,138,,,122,16,81,4,17,134,5,977,35,2,21,7,4,3,,,1428,2006
106190159,106190159,190159,TRI-CITY REGIONAL MEDICAL CENTER,21530 SOUTH PIONEER BOULEVARD,HAWAIIAN GARDENS,90716,,NO,78.2n,East,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,137,Basic,2389,2321,,,479,567,791,771,745,595,286,221,156,99,,475,579,2199,,1,,1456,110,73,29,,1,,3888,178,7,16,0,0,,408,1534,669,531,718,1258,55,,17,149,,316,121,195,70,1389,260,4,312,205,1,250,453,210,703,386,9,36,6,171,7,,66,3228,550,30,166,27,17,11,,4710,975,909,,,14,34,94,205,391,355,327,463,,1,,260,274,690,1,15,,644,250,25,61,96,12,,48,571,819,2,0,0,0,0,0,618,1016,156,86,8,2,27,332,1,262,107,185,158,109,40,36,19,,7,344,85,170,,,76,5,94,,30,7,3,1609,38,1,7,7,6,,1,,1884,2006
106190170,106190170,190170,CHILDRENS HOSPITAL OF LOS ANGELES,4650 SUNSET BOULEVARD,LOS ANGELES,90027,Level I - Pediatric,NO,78.2g,Metro,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,286,Basic,23831,29748,,,31664,10319,216,37,20,22,6,2,4,11288,1,2118,3571,35524,2,11147,27,1190,32,1774,11,,,1,51477,2,,195,0,0,3,84,39388,22,108,8587,5474,9,,454,98,162,4263,547,1992,6108,8318,1136,109,5299,2095,265,235,11038,2322,9129,3490,82,140,11,171,12,11,397,45223,3072,157,255,25,495,38,,53579,2101,2687,,,1269,58,,,,,,,1250,2211,,281,498,3236,1,352,,420,21,4,43,22,24,4,2,4654,14,,0,0,0,0,0,3603,5,1121,20,39,,333,111,103,618,196,150,267,822,128,115,187,24,16,1065,163,263,,227,266,16,135,24,12,3,17,4027,82,24,118,7,53,4,,,4788,2006
106190184,106190184,190184,COLLEGE HOSPITAL,10802 COLLEGE PLACE,CERRITOS,90701,,NO,78.2n,East,11 - Los Angeles,Los Angeles,Acute Psychiatric,Investor - Corporation,Psychiatric,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,2006
106190197,106190197,190197,COMMUNITY AND MISSION HSP OF HNTG PK - SLAUSON,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,90255,,NO,78.2ccc,East,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,81,Standby,15946,12352,,,9479,4353,4146,3004,1899,1144,587,502,284,2900,,20,233,27901,5,36,20,83,145,640,11,135,,,26705,2,1,6,0,0,652,1,8407,1012,213,13796,4870,1744,3,59,234,8,3415,225,1614,440,5947,730,30,2410,285,43,532,4240,1181,5158,1910,47,184,10,175,17,14,360,22054,2987,97,213,24,192,14,,28298,1403,886,,,206,163,180,169,250,235,275,258,195,358,,1,41,2230,,7,1,9,59,67,26,18,1,,,2054,64,,0,0,0,0,0,1526,451,234,71,7,113,27,299,1,591,152,179,57,53,17,23,13,2,4,467,66,207,,18,24,2,51,3,4,56,6,2129,10,,1,,3,,,,2289,2006
106190198,106190198,190198,LOS ANGELES COMMUNITY HOSPITAL,4081 EAST OLYMPIC BOULEVARD,LOS ANGELES,90023,,NO,78.2d,East,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,100,Standby,2560,1928,,,1233,703,721,497,403,237,158,111,73,352,,20,65,4318,,7,3,75,39,145,1,,,,4298,4,,1,0,0,,,2805,261,50,561,811,255,,9,49,2,554,38,179,107,821,141,8,241,104,16,147,799,229,789,278,7,22,1,7,,1,40,3632,412,16,49,,20,3,,4488,1037,771,,,63,99,84,109,174,197,226,186,315,355,,38,61,1640,,1,2,66,35,54,19,83,13,1,,1498,105,,0,0,0,0,0,1093,504,192,18,1,86,12,168,,265,151,125,67,48,21,19,13,,7,623,55,138,2,8,52,4,31,3,6,13,2,1680,11,,2,2,1,1,,,1808,2006
106190200,106190200,190200,SAN GABRIEL VALLEY MEDICAL CENTER,438 W. LAS TUNAS DRIVE,SAN GABRIEL,91776,,NO,78.2eeee,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,190,Basic,9969,7996,1,,2941,2304,2388,2358,2172,1566,1174,1094,1274,695,,3844,431,8974,9,575,3,4130,83,145,42,1,1,18,17074,92,5,108,0,0,5,392,5499,3129,1053,5894,2391,417,2,44,341,6,1123,325,800,286,5021,855,28,855,584,28,506,1506,755,4484,1659,49,122,14,188,20,135,241,12401,2217,75,613,62,128,42,,17966,2336,1720,,,52,104,166,298,391,530,859,1645,9,2,,1313,63,1286,1,83,1,1309,182,48,244,295,88,52,22,2000,1124,1,0,0,0,0,0,545,2778,587,128,18,55,64,866,,575,274,218,402,319,60,106,64,4,30,572,96,345,1,5,239,15,214,6,10,220,9,3223,48,1,13,21,33,4,,,4056,2006
106190230,106190230,190230,CENTINELA FREEMAN REG MED CTR-MEMORIAL CAMPUS,333 NORTH PRAIRIE AVENUE,INGLEWOOD,90301,,NO,78.2q,South Bay,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,329,0,15666,11509,,,4701,3655,5095,3656,3353,2494,1350,907,737,1221,6,201,19149,5345,16,1343,145,976,609,1887,85,,,,24537,45,2,7,0,0,3,,4889,2981,417,12582,6306,1054,5,84,649,13,1616,429,1579,649,6306,1359,69,1494,1833,83,623,3539,1519,4272,1667,29,164,9,773,58,120,225,20099,2648,99,938,37,177,132,,27175,2688,2121,,,147,251,335,610,748,755,668,754,245,296,,53,3510,780,5,141,22,298,230,169,154,369,157,12,21,3123,568,6,0,0,0,0,0,1411,1880,976,473,69,82,104,857,3,621,315,294,369,340,64,139,75,6,42,892,131,441,1,33,146,26,162,55,24,198,16,4074,51,2,27,8,7,12,1,,4809,2006
106190240,106190240,190240,LAKEWOOD REGIONAL MEDICAL CENTER,3700 EAST SOUTH STREET,LAKEWOOD,90712,,NO,78.2n,South Bay,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,172,Basic,17767,12625,,,4371,3841,4875,4479,4260,2783,1715,1638,1520,910,,1488,7983,9178,57,1389,71,10226,468,804,69,3,1,7,28817,122,1,88,0,0,12,,3492,5027,796,16359,4718,747,2,91,619,4,1407,473,1857,1628,8083,1686,28,1930,573,18,753,3140,1525,5828,2073,81,452,14,377,3,184,305,21596,4019,100,948,76,146,18,,30392,2731,2167,,,57,196,280,507,729,806,1075,1248,,,,357,807,1298,13,123,23,2277,85,144,214,432,164,17,42,3001,794,5,0,0,0,0,0,1023,2519,1072,254,30,34,86,1270,1,738,300,288,203,404,52,144,73,3,61,560,120,561,,,244,26,275,13,10,294,10,3936,44,2,16,18,7,2,1,,4898,2006
106190243,106190243,190243,DOWNEY REGIONAL MEDICAL CENTER,11500 BROOKSHIRE AVENUE,DOWNEY,90241,,NO,78.2eee,East,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,199,Basic,22049,17193,,,7498,5266,5799,5024,4206,3041,2132,2130,2212,1934,,664,1949,28838,5,1621,30,6135,650,1968,,3,1,,36128,54,1,,0,0,132,305,14599,5917,1359,12223,5144,1333,,84,694,12,2123,479,1914,320,9806,2022,42,2434,1383,94,954,4290,1501,9757,3100,115,460,11,467,4,197,383,28989,3874,123,1128,89,265,37,,39242,4653,3418,,,150,337,426,707,1001,1289,1747,2371,36,7,,292,310,4463,2,393,5,2606,358,83,282,676,36,34,63,5197,1342,,0,0,0,0,0,1355,4727,1463,475,51,139,115,1783,4,1386,423,614,363,635,153,200,125,12,40,933,183,933,,30,413,20,457,10,9,229,12,6739,71,6,30,37,24,14,,,8071,2006
106190256,106190256,190256,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BOULEVARD,LOS ANGELES,90023,,NO,78.2d,East,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,102,Basic,7269,6377,,,2910,1892,2476,2048,1518,901,479,322,204,896,,83,242,12622,99,38,24,538,208,160,27,,,1,12625,9,,53,0,0,,563,2887,772,2823,2937,4227,939,,19,181,5,1172,222,518,667,2921,416,10,869,1121,56,677,1615,552,1686,861,42,183,1,257,11,58,159,10247,1207,63,389,32,87,49,,13646,1210,805,,,103,196,164,226,309,296,308,288,50,75,,14,59,1806,17,9,,110,53,109,65,22,5,56,,1503,201,1,0,0,0,0,0,908,727,159,218,3,246,23,427,1,342,147,125,99,62,20,39,30,4,9,288,62,87,,4,37,2,52,3,3,22,4,1865,11,,5,9,,2,,,2015,2006
106190280,106190280,190280,ENCINO-TARZANA REGIONAL MED CTR-ENCINO,16237 VENTURA BOULEVARD,ENCINO,91436,,NO,78.2yy,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,109,Basic,5282,4465,,,635,811,1662,1639,1482,1111,694,655,966,92,,139,772,467,,424,23,7922,183,96,11,3,1,,9435,16,,2,0,0,,,467,2068,272,5210,1730,93,,25,222,,519,126,474,205,3078,621,12,560,483,1,317,796,492,1723,941,19,144,1,97,5,91,148,6378,1337,37,444,16,66,23,,9747,1246,803,,,4,47,86,122,155,213,399,1023,,,,20,54,85,,94,5,1791,104,29,100,308,88,11,121,762,525,1,0,0,0,0,0,107,1540,290,60,52,4,24,346,,244,106,188,149,223,37,41,66,2,73,306,51,189,,,193,5,97,3,4,53,1,1630,34,1,5,8,8,7,,,2049,2006
106190298,106190298,190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,250 SOUTH GRAND AVENUE,GLENDORA,91741,,NO,78.2qq,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,105,Basic,8927,7947,1,,3036,2758,2732,2071,2151,1552,850,539,498,688,,390,513,6703,26,149,11,9083,252,139,30,,,1,16403,15,1,29,0,0,4,1,1345,1626,591,11198,2115,343,,22,270,5,797,205,798,396,5277,671,8,910,642,8,339,1573,780,3831,1580,62,136,8,174,,11,247,11518,2270,103,607,37,116,6,,16875,1955,1487,,,73,141,225,363,424,502,729,984,1,,,107,89,918,6,28,1,2293,222,43,104,284,27,57,22,2031,651,1,0,0,0,0,0,375,2042,884,124,17,27,50,718,1,610,167,240,221,223,55,73,48,2,14,415,71,506,1,,174,4,118,4,5,109,4,2954,25,4,17,16,4,4,,,3442,2006
106190315,106190315,190315,GARFIELD MEDICAL CENTER,525 NORTH GARFIELD AVENUE,MONTEREY PARK,91754,,NO,78.2qqq,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,210,Basic,8342,7251,,,3410,1926,2249,1859,1657,1125,713,760,681,1212,1,6303,102,7278,3,47,56,1804,237,825,45,1,,1,14259,35,1,58,0,0,107,24,2307,2074,526,8818,1868,751,,34,262,4,1151,151,902,369,3937,572,26,1015,416,286,331,1749,605,3032,1344,22,107,3,180,7,71,218,11245,1670,66,497,42,99,22,,15593,3174,2619,,,93,199,271,483,691,816,1414,1805,16,5,,3868,53,1195,1,36,2,638,111,136,204,1064,275,9,10,3407,576,1,0,0,0,0,0,1666,2865,1052,191,19,87,91,1528,6,852,311,274,377,315,113,254,82,5,33,723,107,624,,11,261,18,229,12,7,234,17,4902,48,3,14,15,31,1,1,,5793,2006
106190323,106190323,190323,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,1509 EAST WILSON TERRACE,GLENDALE,91206,,NO,78.2ee,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,348,Basic,12850,10631,,2,3471,2732,3721,3164,3078,2294,1559,1393,1146,923,2,1261,636,6657,20,,49,14860,502,451,52,,,3,22236,129,,,0,0,110,,7419,4086,524,8016,3438,817,,51,492,2,1078,197,1156,357,6005,1015,23,1202,800,37,951,2452,1017,5831,1894,58,183,15,204,,16,269,17267,2720,76,602,19,149,11,,23483,4712,4255,6,,124,475,658,1318,1397,1266,1647,2078,10,,,599,264,1391,6,,123,6590,221,294,302,752,417,,444,5033,1508,2,0,0,0,0,0,2836,3648,2032,368,89,95,112,1896,2,1042,297,385,495,583,210,243,154,18,1540,794,208,889,,10,431,22,322,27,19,36,17,7808,106,3,29,117,9,23,4,,8973,2006
106190328,106190328,190328,EAST VALLEY HOSPITAL MEDICAL CENTER,150 WEST ROUTE 66,GLENDORA,91740,,NO,78.2qq,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,107,Basic,2805,2476,,,796,680,908,783,738,475,278,198,213,212,,347,3,2702,1849,,42,338,122,333,14,,,76,4548,160,,4,0,0,,24,2436,1300,80,372,1093,224,,11,116,2,365,100,262,230,1422,216,11,297,301,25,203,662,192,642,446,19,26,2,95,20,12,92,3692,657,23,136,19,25,17,,5281,844,729,,,17,52,68,129,297,283,351,375,1,,,97,85,457,6,118,31,779,76,38,66,54,69,25,112,561,572,,0,0,0,0,0,389,1050,92,37,5,27,19,242,1,151,83,115,114,62,24,22,24,,298,232,57,101,1,,55,4,77,1,10,11,2,1366,26,1,3,8,6,3,,,1573,2006
106190352,106190352,190352,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,,NO,78.2yyy,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,104,Basic,6607,6275,,,2831,1821,2303,1846,1574,853,399,288,211,756,,462,86,11216,1,26,26,1065,152,598,59,1,,,11798,2,,45,0,0,12,215,2687,812,634,5630,3119,515,,22,212,2,750,243,567,557,3482,484,11,810,418,13,646,1219,509,2422,998,54,115,4,274,5,54,173,8798,1624,102,497,53,98,33,,12882,1180,1018,,,81,126,135,235,267,325,379,451,79,120,,329,34,1566,1,11,8,249,108,92,99,120,65,55,54,1272,333,,0,0,0,0,0,945,794,247,199,13,43,21,433,,329,186,81,230,138,21,22,30,3,7,445,71,136,1,1,74,7,93,3,8,61,16,1866,33,3,10,12,1,10,1,,2198,2006
106190382,106190382,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,,NO,78.2g,Metro,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,345,Basic,13333,11629,,,656,1822,5762,5058,4651,3275,1502,1070,815,351,,2024,3418,11230,7,2103,16,6164,324,404,63,2,1,,23805,45,,317,1,0,,,5068,3189,1231,6338,9136,1790,,32,493,9,1571,268,1414,503,5193,1342,56,921,2038,62,1484,1619,1058,5109,1445,119,235,11,691,6,90,198,19062,1819,47,869,183,143,44,,24962,3257,3034,,,123,418,488,803,921,897,1150,1462,12,17,,1303,691,1872,1,472,,1952,187,308,291,161,294,5,47,3834,1160,4,0,0,0,0,0,2668,2388,357,532,346,183,78,1309,2,1003,380,342,680,536,90,200,88,4,65,716,140,473,,2,350,35,329,24,26,381,26,4884,75,4,31,66,17,40,3,,6291,2006
106190385,106190385,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI STREET,MISSION HILLS,91345,Level II,NO,78.2hh,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,206,Basic,22018,17750,1,3,7382,5275,6231,5071,4429,3214,2079,1957,1727,2407,,896,2048,26671,6,1117,200,8834,688,228,103,3,12,,38327,324,,76,0,0,,11,13744,5307,1224,13903,5594,1934,1,96,779,16,2378,587,2120,1049,9392,2040,40,2377,1056,187,741,5099,1526,8354,2680,133,375,22,650,32,148,378,29506,3896,178,1425,65,268,16,,39772,4255,4443,,,296,649,639,1015,1268,1306,1651,1872,1,1,,330,494,3760,1,342,59,3712,198,151,342,1065,219,5,127,5460,1115,16,0,0,0,0,0,1438,3906,2574,656,124,177,167,1601,7,1265,327,454,323,1487,155,289,97,25,51,981,188,1103,,1,458,29,477,210,37,63,25,6635,123,21,552,41,13,12,2,,8698,2006
106190392,106190392,190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,,NO,78.2ffff,Metro,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,380,Basic,11513,10245,1,,1364,1761,4414,3729,3476,2664,1602,1186,940,623,,2257,4085,10162,44,150,26,5035,382,605,73,,,,20393,2,,299,0,0,,5,4856,3027,716,6644,6516,780,,70,568,3,1793,361,1149,310,5273,1349,68,963,521,38,1081,2010,1011,4411,1407,29,72,14,607,10,23,129,16398,1999,81,779,63,80,68,,21759,2456,2308,,,67,292,326,510,747,860,916,1030,16,,,1106,880,1635,12,46,7,1078,69,131,242,295,194,44,11,2911,864,3,0,0,0,0,0,955,2253,1007,519,30,94,69,1171,2,681,276,242,282,447,86,153,78,4,49,528,83,503,2,14,238,19,255,23,2,12,12,4069,41,8,37,28,7,12,1,,4764,2006
106190400,106190400,190400,HUNTINGTON MEMORIAL HOSPITAL,100 W. CALIFORNIA BOULEVARD,PASADENA,91105,Level II,NO,78.2mm,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,468,Basic,23414,19946,,,5849,5062,6839,6334,5996,4304,2776,2159,2289,1752,,2526,8368,14065,46,857,65,17433,5,372,130,1,1,5,41675,83,,95,0,0,730,263,11623,5380,1310,18349,6698,1359,,112,876,10,2560,554,2217,1070,11957,2410,89,1961,1828,90,1739,3924,1822,8782,3850,158,296,26,618,11,299,542,30285,5007,221,1633,91,287,36,,43360,7607,6610,1,,436,889,1038,1780,1839,1872,2360,3319,268,417,,939,2284,3205,19,248,20,7503,260,253,462,1513,404,,280,9076,1948,22,0,0,0,0,0,2453,6877,3841,934,113,170,210,2518,18,1921,628,641,781,2031,325,343,291,24,941,1568,270,1478,1,59,1039,168,1262,147,105,48,68,10472,250,34,429,125,51,16,4,,14218,2006
