oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,Control_Type_Desc,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,RURAL_HOSPITAL_FLAG,TEACHING_HOSPITAL_FLAG,TRAUMA_CENTER_DESC,ASSEMBLY_DIST,SENATE_DIST,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Other_Care,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Childrens_or_Cancer_Center,Critical_Access_Hospital,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,Dx_All_Pregnancies,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Births,Dx_Invalid,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Other_Unk,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Digestive,a_dx_invalid,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Congenital_anomalies,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Fire_Accidents,a_EC_Natural_Environment,a_EC_Undetermined,a_EC_War,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,CONTROL_TYPE_CATEGORY_DESC,LICENSED_BED_TOTAL,CONGRESS_DIST,EMS_STATION
106074017,074017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,Investor - Corporation,General Acute Care Hospital,6001 NORRIS CANYON ROAD,SAN RAMON,94583,100-149,N,N,, 16 , 7 ,Alamo/Danville/Diablo/San Ramon,Urban,N/A,N/A,Emergency - Basic,7938,6523,,1509,1789,1426,1707,2006,2057,1479,1170,1133,185,,1375,637,720,5,2034,146,9544,198,116,22,82,3,2,,,78,,13933,27,,,,383,2974,534,9856,714,,193,43,525,8,758,158,878,202,4507,671,15,931,272,10,424,990,462,3414,,,1549,44,134,4,57,10,83,219,9674,2086,118,299,58,123,3,,14461,232,14160,69,1431,1338,,47,103,113,267,397,460,485,862,13,22,,289,75,97,231,9,2067,1,77,37,90,455,33,14,35,1575,453,,0,0,0,0,0,210,1352,98,1103,6,,15,32,594,489,,104,215,248,276,58,57,88,1,64,320,72,131,,3,2,169,24,353,1,4,184,1955,40,4,6,18,7,,4,,,2769,103,2646,20,2014,Investor Owned,123,15,12
106380933,380933,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,SAN FRANCISCO,Nonprofit - Corporation,General Acute Care Hospital,601 DUBOCE AVENUE,SAN FRANCISCO,94117,200-299,N,N,, 17 , 11 ,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,N/A,N/A,Emergency - Basic,4955,8002,6,146,279,2133,2449,2793,2432,1366,796,549,20,,831,1838,919,65,516,624,8170,142,155,5,121,32,,115,7,46,,12256,19,,5,60,2847,2474,470,5227,1921,24,72,31,308,2,601,162,653,296,3237,1124,6,574,293,1,1262,770,727,2844,,,1021,73,92,9,298,16,72,152,9205,1517,136,256,24,67,25,,12963,297,12424,242,566,1066,1,10,94,149,264,312,321,197,286,,,,144,238,115,35,62,1033,6,130,48,46,122,28,15,,992,251,1,0,0,0,0,0,367,637,46,513,69,1,1,13,240,226,,51,90,188,264,47,36,44,9,42,128,164,90,,,,109,13,92,7,7,73,1176,126,1,12,9,,,4,4,,1633,93,1493,47,2014,Nonprofit,227,12,11
106380939,380939,SAN FRANCISCO GENERAL HOSPITAL,SAN FRANCISCO,Public - City or County,General Acute Care Hospital,1001 POTRERO AVENUE,SAN FRANCISCO,94110,500+,N,Y,Level I, 17 , 11 ,Bernal Heights/Mission District/Potrero Hill,Urban,N/A,Teaching,Emergency - Comprehensive,18244,28915,,1597,1830,9306,9624,8854,8826,4589,1295,820,399,19,5582,11520,13157,266,1723,1672,13239,975,27,,,,,15,37,236,41,45828,,,,,26304,7298,540,7010,6007,,526,122,840,10,2057,567,1951,1273,10913,3759,69,1773,1644,11,7932,2431,2009,9272,,,2963,307,161,27,2602,29,208,265,33701,3166,451,2524,355,222,178,,47159,2964,36727,7468,3747,6896,,183,1123,1464,1897,2465,1820,738,752,60,138,3,2012,2551,2297,216,190,3319,58,336,371,260,265,224,54,210,7938,847,138,0,0,0,0,0,6107,2972,309,887,368,,28,123,1423,1071,,377,293,792,2255,247,194,212,14,1808,745,510,535,7,2,7,961,139,159,454,34,341,7526,210,71,533,118,33,10,31,23,,10643,1009,8572,1062,2014,Government,539,12,24
106380960,380960,ST. FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,Nonprofit - Corporation,General Acute Care Hospital,900 HYDE STREET,SAN FRANCISCO,94109,200-299,N,N,, 17 , 11 ,Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff,Urban,N/A,N/A,Emergency - Basic,11524,18132,2,433,824,5853,5507,5687,5755,3498,1099,957,45,,2666,6475,3254,22,1406,633,15202,309,1579,11,29,2,1,,8,47,7,27586,77,,,2,9107,5923,2796,5872,5960,,150,36,466,1,1192,346,1085,593,6607,2176,14,1365,2189,1,3049,1826,1583,6979,,,1900,420,106,51,907,21,138,237,22062,3177,171,285,47,127,9,,29658,1388,27503,767,1284,2177,,19,254,326,460,641,606,421,729,,5,,831,607,218,50,41,1714,,293,264,97,366,146,21,74,1723,477,,0,0,0,0,0,1009,1536,185,623,107,1,2,22,443,362,,129,117,374,423,68,49,101,10,586,518,136,118,,3,,251,48,202,20,8,101,2569,79,5,5,103,14,31,15,10,,3461,544,2867,50,2014,Nonprofit,288,12,19
106380964,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKES CAMPUS,SAN FRANCISCO,Nonprofit - Corporation,General Acute Care Hospital,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,94110,200-299,N,N,, 17 , 11 ,Bernal Heights/Mission District/Potrero Hill,Urban,N/A,N/A,Emergency - Basic,12427,10804,4,2603,1878,3928,3923,3562,3141,1719,1050,900,530,1,1054,6672,8696,62,1694,158,4899,212,244,5,36,,,219,6,151,6,22209,38,,2,107,11968,3477,465,3736,3538,51,622,62,348,2,1238,278,1240,1080,4512,1919,21,1212,614,20,1902,2240,1242,4683,,,1379,77,109,11,613,35,64,220,17875,1988,77,571,48,136,32,,23235,576,17798,4861,1056,894,,33,115,146,191,317,311,295,508,17,17,,372,457,577,36,6,495,7,159,46,51,256,20,10,,1124,284,,0,0,0,0,0,581,951,6,330,82,,33,29,295,331,,104,153,237,145,42,43,41,1,54,253,66,119,,,4,95,22,94,6,5,86,1596,27,,,11,,,5,3,,1950,208,1367,375,2014,Nonprofit,228,12,10
106380965,380965,"ST. MARYS MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Nonprofit - Corporation,General Acute Care Hospital,450 STANYAN STREET,SAN FRANCISCO,94117,300-499,N,Y,, 17 , 11 ,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,N/A,Teaching,Emergency - Basic,7010,8065,,135,743,2850,2205,2262,2191,1699,1185,1790,15,,2571,2120,1141,8,165,194,8876,161,402,22,120,5,7,,4,125,44,14037,148,,,,3561,4487,220,4366,2441,,55,38,374,1,564,175,545,167,3136,1541,9,529,503,,876,687,674,5201,,,1085,59,94,15,168,6,78,157,10967,1818,97,194,48,42,247,,15075,1314,13530,231,1242,1291,,35,84,84,169,303,369,406,1083,,,,732,239,115,15,14,1417,1,80,45,102,554,52,20,28,1062,590,,0,0,0,0,0,376,1518,69,549,19,2,1,26,538,367,,88,131,495,252,62,70,65,4,49,228,96,59,,2,,189,21,173,6,6,118,1947,32,2,6,17,3,,9,4,,2533,606,1877,50,2014,Nonprofit,403,12,13
106382715,382715,CHINESE HOSPITAL,SAN FRANCISCO,Nonprofit - Corporation,General Acute Care Hospital,845 JACKSON STREET,SAN FRANCISCO,94133,50-99,N,N,, 17 , 11 ,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,Urban,N/A,N/A,Emergency - Standby,2602,2181,,167,176,312,281,403,617,713,927,1178,9,,4274,168,54,1,19,29,238,46,72,,5,,,1,,,,4654,4,1,,,1100,1302,136,2017,228,,12,9,135,,292,125,301,91,1068,330,11,150,96,,63,409,198,1493,,,450,8,37,2,39,1,33,52,3553,495,7,54,2,48,2,,4783,4104,672,7,676,662,,3,7,19,35,64,144,347,719,,,,1316,3,3,,,16,,22,17,45,473,,,,626,155,,0,0,0,0,0,98,1130,7,93,10,,1,51,251,232,,57,79,105,62,16,70,17,,8,272,35,82,,,,81,,77,1,6,40,1110,15,,3,1,2,1,1,,,1338,1282,56,,2014,Nonprofit,54,12,5
106010735,010735,ALAMEDA HOSPITAL,ALAMEDA,Public - City or County,General Acute Care Hospital,2070 CLINTON,ALAMEDA,94501,200-299,N,N,, 18 , 9 ,Alameda/Jack London Square/Oakland Inner Harbor,Urban,N/A,N/A,Emergency - Basic,7921,6106,,674,1131,2490,2363,2142,1990,1477,776,908,76,,1447,2982,715,9,2836,270,5768,216,383,23,13,2,6,3,93,179,14,12915,179,1,,,732,2769,4282,3854,2390,,176,42,244,2,738,219,671,216,3536,1078,18,712,847,1,668,1154,668,3036,,1,997,66,54,6,144,6,54,129,10561,1430,83,374,51,58,14,,14027,551,13176,300,1187,1027,,15,78,128,170,307,371,412,733,,,,376,347,135,239,27,1090,,80,57,87,162,27,5,11,1132,652,1,0,0,0,0,0,421,1353,6,367,67,,2,44,426,360,,119,141,259,167,48,52,40,7,47,321,86,91,,4,,118,18,81,,11,57,1882,12,5,8,8,4,,8,2,,2214,213,1932,69,2014,Government,281,13,12
106010846,010846,HIGHLAND HOSPITAL,ALAMEDA,Public - City or County,General Acute Care Hospital,1411 EAST 31ST STREET,OAKLAND,94602,200-299,N,Y,Level II, 18 , 9 ,Oakland West Central,Urban,N/A,Teaching,Emergency - Basic,30852,35404,1,708,2725,13991,13802,12625,13373,7023,1294,536,180,,5622,29023,20171,279,2535,316,8311,397,333,134,8,1,5,55,900,816,4,63458,146,,,,38171,5543,2829,1847,17602,265,1350,182,1617,19,3751,1182,3772,1820,10178,6462,259,3741,8026,17,3202,4278,3505,12896,,,2416,163,187,33,2212,182,339,422,53665,4346,243,1603,159,220,67,,66257,4401,49043,12813,3516,4941,,159,1008,1168,1405,2112,1525,576,504,,,,1100,3389,2157,184,48,1530,49,191,397,195,190,299,10,141,6218,752,64,0,0,0,0,0,5275,1715,75,771,621,,137,85,1246,1218,,446,364,597,1661,192,309,235,143,287,746,371,416,,4,,506,109,483,413,106,420,5602,181,60,452,57,25,7,21,15,,8457,772,6234,1451,2014,Government,286,13,52
106010937,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,ALAMEDA,Nonprofit - Corporation,General Acute Care Hospital,350 HAWTHORNE AVENUE,OAKLAND,94609,300-499,N,N,, 18 , 9 ,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,N/A,N/A,Emergency - Basic,21139,15611,5,246,1143,6627,6026,5552,6619,4978,2701,2816,47,,3323,20429,3300,72,1885,301,7445,328,363,77,144,40,2,272,29,738,15,34178,455,,12,102,16001,9867,543,6437,3873,34,774,169,1276,6,2085,816,2360,774,6775,3187,89,1853,1129,1,2386,3083,1733,8258,,1,2126,162,241,15,637,54,254,338,28995,2488,147,1044,90,131,32,1,36755,2350,33379,1026,3965,3558,,22,245,386,638,1322,1605,1326,1979,,,,1428,3438,609,205,77,1751,15,167,153,306,1161,169,2,,3938,1627,,0,0,0,0,0,1930,4210,110,1101,172,,16,172,1741,964,,404,430,1067,619,134,176,200,6,103,919,161,408,,3,,361,79,455,8,38,438,6028,69,6,13,5,11,1,8,3,,7523,1082,6167,274,2014,Nonprofit,403,13,31
106013619,013619,SAN LEANDRO HOSPITAL,ALAMEDA,Public - City or County,General Acute Care Hospital,13855 EAST 14TH STREET,SAN LEANDRO,94578,50-99,N,N,, 18 , 9 ,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Urban,N/A,N/A,Emergency - Basic,15912,11416,,1180,1918,5917,4819,4224,4641,2470,1110,903,146,,135,14627,4593,144,3076,193,4560,161,541,16,37,6,1,,100,882,,25340,104,31,,109,2083,4653,13285,3293,4014,,601,71,495,4,1635,537,1733,877,5149,2554,41,1323,1558,3,1662,2736,1314,5034,1,,1317,181,233,14,604,69,150,312,21098,2135,72,895,125,106,17,,27328,624,25132,1572,1284,1112,,12,104,190,261,452,483,367,527,,,,298,984,411,39,6,641,17,70,73,74,224,82,,27,1407,439,,0,0,0,0,0,745,1228,190,162,71,,1,56,453,411,,187,144,294,178,35,38,29,4,52,340,82,91,,1,,74,18,142,2,9,184,1924,18,,2,10,9,,3,1,,2396,158,2053,185,2014,Government,93,13,12
106014337,014337,KAISER FND HOSP - SAN LEANDRO,ALAMEDA,Nonprofit - Corporation,General Acute Care Hospital,2500 MERCED STREET,SAN LEANDRO,94577,200-299,N,N,, 18 , 9 ,San Leandro West/San Lorenzo West/Hayward West,Urban,N/A,N/A,Emergency - Basic,15097,12028,,2686,2485,3806,3526,3370,3624,2798,1928,2412,490,,3928,5825,7843,116,1092,422,7899,331,380,35,229,58,27,,20,304,103,25205,332,3,8,90,3948,5839,547,15300,1491,,539,129,1043,6,1569,580,1497,634,6231,1649,54,1673,781,27,1025,2099,1075,6514,,,1957,100,245,16,219,25,181,280,19933,2999,89,802,77,178,24,,27125,637,24215,2273,1230,1147,,27,105,126,144,333,501,456,678,6,1,,358,423,430,18,5,1133,10,80,17,100,576,18,1,27,1028,530,,0,0,0,0,0,102,1459,11,767,38,,50,28,436,376,,102,138,485,243,29,58,36,4,17,246,47,75,4,2,1,133,16,159,,12,231,1740,52,2,8,7,9,,5,3,,2377,70,2185,122,2014,Nonprofit,216,13,40
106380857,380857,KAISER FND HOSP - SAN FRANCISCO,SAN FRANCISCO,Nonprofit - Corporation,General Acute Care Hospital,2425 GEARY BOULEVARD,SAN FRANCISCO,94115,200-299,N,Y,, 19 , 11 ,Laurel Heights/Ocean Beach North/Richmond/Sutro Heights,Urban,N/A,Teaching,Emergency - Basic,14928,14580,3,2087,1644,5023,4584,3835,3591,3343,2339,2595,470,,6136,4575,4760,85,1386,574,11995,38,124,27,94,21,82,,3,270,2,28625,136,,1,88,2404,6521,846,17888,1851,1,644,122,867,6,1364,630,1618,474,7483,1701,82,1443,636,47,1519,1824,901,8150,,,2393,112,193,14,424,17,232,283,21038,3455,253,787,75,216,19,,29511,1904,25930,1677,2212,2284,,52,227,408,357,512,790,888,1132,41,89,,1379,598,532,60,13,1909,5,42,46,116,679,52,5,52,3007,497,,0,0,0,0,0,127,2457,22,1820,70,,262,48,1029,779,,141,177,904,389,64,107,74,3,53,254,72,119,1,6,14,228,16,280,5,5,354,3519,38,4,6,17,13,1,6,4,,4496,486,3805,205,2014,Nonprofit,247,12,24
106380929,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,SAN FRANCISCO,Nonprofit - Corporation,General Acute Care Hospital,2333 BUCHANAN STREET,SAN FRANCISCO,94115,300-499,N,Y,, 19 , 11 ,Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff,Urban,N/A,Teaching,Emergency - Basic,15375,14071,1,6190,2240,3076,3177,3092,2981,2933,2089,2414,1255,,6383,3002,1997,129,2144,454,15338,315,242,48,113,14,1,243,3,52,2,28244,77,,2,91,5984,5247,408,15735,1999,74,263,70,699,8,1247,350,1375,732,7850,1716,34,1405,489,52,1395,2701,1063,7998,,,3190,143,175,9,260,18,152,341,20754,3327,241,514,36,257,30,,29447,3634,25319,494,4036,3987,2,162,297,447,581,932,1350,1355,2427,174,300,,2026,809,476,295,93,4280,46,270,109,262,984,76,12,11,5222,1077,2,0,0,0,0,0,1013,3831,94,2921,166,,54,129,1514,1302,,284,453,785,789,182,296,218,17,373,798,224,549,7,15,36,537,70,506,16,10,416,6282,82,9,11,45,22,1,11,7,,8025,1659,6233,133,2014,Nonprofit,309,12,19
106381154,381154,UCSF MEDICAL CENTER,SAN FRANCISCO,Public - University of California,General Acute Care Hospital,505 PARNASSUS AVENUE,SAN FRANCISCO,94143,500+,N,Y,, 19 , 11 ,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,N/A,Teaching,Emergency - Basic,17145,15849,17,4384,2807,5395,4985,4026,4023,3202,1733,1399,1054,3,4840,5249,4547,132,3439,965,13839,221,,30,34,15,27,3,10,622,19,31975,50,1,4,,9920,5761,577,12381,4372,,297,137,728,25,1432,393,1744,932,6455,2713,145,2000,380,87,2191,2573,1518,9261,,,2289,63,79,5,363,11,44,261,26013,2744,239,605,91,133,71,,33011,2718,29159,1134,4438,4762,1,397,656,725,996,1447,1759,1248,1393,163,417,,1863,1270,1168,557,157,4153,33,322,,314,1791,282,43,29,5304,1106,10,0,0,0,0,0,2436,4236,48,2371,110,,34,257,1434,1274,,413,427,1290,1076,277,524,374,37,178,803,248,494,2,33,26,349,65,580,23,51,1041,6825,130,10,12,39,44,1,23,8,,9201,1386,7398,417,2014,Government,580,12,33
106410806,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,SAN MATEO,Nonprofit - Corporation,General Acute Care Hospital,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,100-149,N,N,, 19 , 13 ,Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco,Urban,N/A,N/A,Emergency - Basic,16368,15265,,2835,2501,4152,3788,3586,4120,3610,3058,3533,449,1,8330,2121,8471,110,1708,235,10658,202,170,48,302,56,8,,71,163,,30378,140,,2,93,1871,7885,863,18394,2620,,373,152,1159,4,1952,670,1390,753,7864,1847,66,1799,599,21,1211,2955,1125,7692,1,,2574,343,354,13,237,23,337,333,22335,4009,107,730,33,190,15,,31633,1046,28131,2456,1804,1805,1,13,82,138,220,480,667,850,1160,,,,1037,241,615,18,5,1682,12,230,22,148,898,46,,49,1833,383,1,0,0,0,0,0,46,2400,10,1086,68,,12,56,757,581,,148,168,863,296,49,88,50,2,37,310,66,127,,,,236,16,336,,12,199,2701,71,3,7,7,9,,7,6,,3610,150,3260,200,2014,Nonprofit,120,14,19
106410817,410817,SETON MEDICAL CENTER,SAN MATEO,Nonprofit - Corporation,General Acute Care Hospital,1900 SULLIVAN AVENUE,DALY CITY,94015,300-499,N,N,, 19 , 11 ,Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough,Urban,N/A,N/A,Emergency - Basic,12914,9994,,2326,2132,3620,3218,2695,2741,2275,1630,1843,428,,2866,700,12121,18,489,3689,3025,202,615,63,2,14,5,37,,18,,21846,106,,,,8704,5108,732,6137,2126,101,438,41,588,,922,328,1528,599,4971,1519,31,1961,488,20,734,2440,1196,5104,,,1876,119,180,7,220,18,168,215,17224,2036,73,604,16,142,10,,22908,3114,17719,2075,2505,2161,,17,113,205,294,628,782,988,1639,,,,1915,275,688,53,15,1716,4,120,64,207,588,23,31,77,2423,1133,,0,0,0,0,0,644,3303,247,420,52,,18,70,1216,649,,204,320,649,352,69,98,105,6,28,549,114,216,,3,,275,19,315,,8,213,3753,35,2,4,11,7,,11,13,,4666,1435,2848,383,2014,Nonprofit,357,14,18
106010858,010858,KAISER FND HOSP - HAYWARD/FREMONT,ALAMEDA,Nonprofit - Corporation,General Acute Care Hospital,27400 HESPERIAN BOULEVARD,HAYWARD,94545,300-499,N,N,, 20 , 10 ,San Leandro West/San Lorenzo West/Hayward West,Urban,N/A,N/A,Emergency - Basic,19063,15647,1,4086,3767,4525,4332,4006,4092,3442,2657,3094,710,,7141,4859,9549,112,1305,435,11310,343,286,43,222,43,41,13,11,464,117,32713,299,,6,110,4824,7737,605,19438,2107,,555,166,1223,13,2009,721,1834,925,7676,1895,64,1985,875,44,1265,3328,1170,8961,,2,2435,91,310,13,199,14,188,279,25999,3804,144,838,126,245,26,,34711,1087,31076,2548,1641,1519,,38,87,136,216,411,606,700,964,2,,,644,281,514,22,4,1677,18,169,17,166,846,39,4,38,1254,627,,0,0,0,0,0,99,2088,5,924,44,,37,55,680,393,,109,169,733,271,45,43,54,2,26,397,51,91,,3,1,203,12,275,2,16,303,2251,60,4,7,7,11,,9,,,3160,139,2897,124,2014,Nonprofit,319,15,26
106010967,010967,ST. ROSE HOSPITAL,ALAMEDA,Nonprofit - Corporation,General Acute Care Hospital,27200 CALAROGA AVENUE,HAYWARD,94545,200-299,N,N,, 20 , 10 ,San Leandro West/San Lorenzo West/Hayward West,Urban,N/A,N/A,Emergency - Basic,17932,14105,,3786,3204,5818,5294,4455,4171,2549,1115,918,727,,3215,6224,13057,24,3146,24,6347,254,760,93,,3,,29,184,666,6,29871,4,79,88,,17931,4302,1620,3399,4785,,1081,113,593,7,1489,478,1897,780,5555,2963,36,1588,687,60,1499,3768,1778,7665,,,1767,35,117,10,307,1,182,282,25316,2907,78,797,42,133,63,,32037,1989,24603,5445,2289,1969,,33,174,278,408,839,904,752,869,1,,,1049,631,1052,130,4,1376,16,115,70,170,682,83,,97,2138,903,,0,0,0,0,0,1666,1967,10,487,128,,41,84,810,683,,262,257,458,250,61,75,104,12,60,589,132,377,1,2,,148,31,249,2,13,235,3431,49,4,2,20,32,1,18,23,,4258,671,3126,461,2014,Nonprofit,217,15,17
106010987,010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,Public - District,General Acute Care Hospital,2000 MOWRY AVENUE,FREMONT,94538,300-499,N,N,, 20 , 10 ,Fremont East/Niles/Union City Central,Urban,N/A,N/A,Emergency - Basic,23426,19351,1,5359,4040,6469,6106,5610,5771,3569,2425,2422,1007,,7421,4552,9532,55,9467,419,11332,198,,78,171,20,13,13,291,665,5,40859,405,9,,51,17371,9680,1423,9476,4827,1,1029,180,1230,7,2658,663,2262,1152,8801,2626,76,2265,1539,52,2604,4161,1710,9763,,,3093,192,323,17,429,72,263,461,32516,3729,171,1125,135,239,13,,42778,2900,37832,2046,4015,3509,,68,219,322,606,1072,1384,1454,2300,45,54,,1839,505,967,1326,30,2851,6,128,,331,1388,65,1,168,3891,1552,,0,0,0,0,0,1296,4655,46,1293,234,,42,115,1542,1274,,356,518,801,659,145,210,157,6,51,1034,240,354,2,2,16,439,64,498,4,39,471,5800,109,9,20,31,21,,16,3,,7524,1088,6163,273,2014,Government,341,17,23
106014233,014233,EDEN MEDICAL CENTER,ALAMEDA,Nonprofit - Corporation,General Acute Care Hospital,20103 LAKE CHABOT RD,CASTRO VALLEY,94546,100-149,N,N,Level II, 20 , 10 ,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Urban,N/A,N/A,Emergency - Basic,20858,15679,,3203,3065,6701,5968,4755,5261,3123,1712,1992,757,,2234,7507,9787,89,2399,148,14373,396,373,55,308,26,8,329,122,888,34,33483,338,12,4,161,16639,6515,863,8392,4105,23,1018,178,600,8,1887,450,2588,972,7756,2779,53,1901,1188,36,2157,3592,1715,7658,,1,2576,140,170,15,573,60,144,339,27751,3083,172,1202,108,160,44,,36537,902,33317,2318,3180,2998,,63,350,440,562,1011,1146,994,1610,2,,,735,1009,1046,157,23,3189,19,314,67,278,810,217,40,,3058,1379,15,0,0,0,0,0,1461,3066,89,1386,176,,62,106,1167,709,,247,322,868,1108,95,186,200,7,112,559,140,283,1,5,1,608,74,417,64,28,290,4269,75,27,224,53,17,3,16,13,,6178,344,5496,338,2014,Nonprofit,130,15,22
106240924,240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Nonprofit - Corporation,General Acute Care Hospital,520 WEST I STREET,LOS BANOS,93635,1-49,Y,N,, 21 , 12 ,Dos Palos/Gustine/Los Banos,Rural,Rural,N/A,Emergency - Basic,16875,12913,,5550,3888,4935,4249,3361,2893,1862,1096,904,1050,,103,1542,20166,53,869,54,7001,348,116,22,30,8,1,288,98,73,1,28362,55,,3,383,17995,4031,738,3832,3120,72,778,113,588,10,2187,457,1515,697,5308,2585,49,2233,814,48,750,4045,1167,6443,,1,1528,79,107,14,201,20,123,497,23773,2549,105,542,41,170,39,,29788,139,24099,5550,418,313,,12,34,59,80,111,106,129,177,10,13,,9,38,345,25,,312,2,47,5,18,48,11,2,,501,99,,0,0,0,0,0,212,420,7,72,20,,12,7,145,111,,27,45,151,23,4,3,11,,7,142,27,13,,,3,17,3,27,,2,17,651,6,,1,7,,,,,,731,13,601,117,2014,Nonprofit,44,16,9
