oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,Cntrl_Type_Desc,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,RURAL_HOSPITAL_FLAG,TEACHING_HOSPITAL_FLAG,TRAUMA_CENTER_DESC,CONGRESSIONAL_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,SENATE_DISTRICT_DESC,LA_COUNTY_SPA_DESC,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Other,Sex_Unknown,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Other_Care,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Childrens_or_Cancer_Center,Critical_Access_Hospital,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Births,Dx_Invalid,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Other,a_Sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_Uninsured,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Congenital_anomalies,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Fire_Accidents,a_EC_Natural_Environment,a_EC_Undetermined,a_EC_War,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,oshpd9,CONTROL_TYPE_DESC,blank
106310791,310791,SUTTER AUBURN FAITH HOSPITAL,PLACER,Non-Profit - Corporation,General Acute Care Hospital,11815 EDUCATION STREET,AUBURN,95602,50-99,N,N,,St. Helena -- District 1,District 1,District 1,,Auburn/Newcastle/Lincoln/Sheridan,Urban,,,Emergency - Basic,11218,9925,,,1567,1925,2957,2718,2695,2998,2135,1623,2246,279,,136,265,1317,110,43,16,19256,449,71,56,40,5,,76,247,285,1,19913,,,,,6071,6098,1035,5123,2816,301,64,754,2,1278,423,1110,267,5839,919,24,1344,581,4,1200,1737,873,4423,,,2030,114,107,17,201,8,83,348,14962,2399,152,469,82,161,10,,21143,163,20521,459,1651,1414,,,32,91,144,228,475,574,589,927,1,4,,25,14,82,5,2,2917,20,126,26,76,486,27,14,3,1606,686,15,0,0,0,0,0,322,2035,63,391,254,10,90,471,563,131,195,373,393,52,63,61,,32,404,82,143,,2,,236,50,237,2,34,163,2253,34,5,10,9,8,,19,5,,3065,20,3022,23,2013,106310791,Nonprofit - Corporation,
106311000,311000,SUTTER ROSEVILLE MEDICAL CENTER,PLACER,Non-Profit - Corporation,General Acute Care Hospital,ONE MEDICAL PLAZA,ROSEVILLE,95661,300-499,N,N,Level II,Rocklin -- District 4,District 6,District 4,,Roseville,Urban,,,Emergency - Basic,34697,25878,,10,7123,6428,9736,8879,7407,6659,4636,3810,4510,1397,,1164,2168,6460,51,1255,163,49324,690,205,80,85,12,16,13,275,809,,58231,2,167,,,13780,12854,2647,21831,9473,1586,200,1610,14,3751,724,3884,1042,14613,2810,56,4031,1471,67,3078,5946,2291,13411,,,5212,303,469,31,452,9,228,630,44564,5857,340,1800,211,455,24,,60585,1032,57830,1723,6278,5783,,6,297,734,914,1131,1715,1953,2190,2954,58,121,,317,282,762,132,31,10534,9,379,136,388,2273,493,49,76,6852,1411,10,0,0,0,0,0,1246,6808,294,2386,1333,176,191,2039,1957,422,683,1266,2016,245,347,239,10,165,1316,388,581,,6,20,954,159,1137,48,54,653,8256,153,85,411,79,24,2,37,15,,12067,316,11535,216,2013,106311000,Nonprofit - Corporation,
106314024,314024,KAISER FOUNDATION HOSPITAL - ROSEVILLE,PLACER,Non-Profit - Corporation,General Acute Care Hospital,1600 EUREKA ROAD,ROSEVILLE,95661,300-499,N,N,,Rocklin -- District 4,District 6,District 4,,Roseville,Urban,,,Emergency - Basic,42230,32971,,3,7692,8068,9369,8325,8264,8475,7989,7417,8275,1330,,3128,3369,8331,412,1233,1219,57512,119,549,106,326,74,40,1,8,769,31,72279,688,4,15,195,7730,20654,924,40643,5253,1218,306,2951,21,4210,1243,4196,1304,18475,4948,125,4017,1617,62,2532,6171,2660,19148,,,6346,269,762,25,311,87,490,799,55210,8456,444,1366,183,424,32,,75204,944,72976,1284,4189,3785,,,192,263,328,523,916,1464,1775,2209,99,205,,318,277,565,42,8,6715,49,301,36,339,1472,39,1,105,4558,1123,,0,0,0,0,0,254,4973,24,2566,157,118,110,1708,1308,286,269,1850,903,97,169,106,3,48,641,139,185,1,8,25,499,38,747,8,36,619,5801,117,11,19,31,22,2,19,5,,7974,69,7812,93,2013,106314024,Nonprofit - Corporation,
106320859,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,PLUMAS,Public - District,General Acute Care Hospital,500 1ST STREET,PORTOLA,96122,1-49,Y,N,,St. Helena -- District 1,District 1,District 1,,Beckwourth/Chilcoot/Crocker Mountain/Delleker/Iron Horse/Lake Davis/Maybe/Portola/Valley View/Vinton,Frontier,SMALL/RURAL,,Emergency - Standby,1720,1322,,,277,269,315,249,306,465,486,349,278,48,,14,22,213,18,,6,2769,314,38,3,,,,,1,,2,2676,3,2,2,1,818,1150,73,972,29,35,14,170,,229,72,146,100,835,203,7,200,35,2,75,303,103,513,,,305,21,67,2,20,16,11,80,2026,387,16,49,8,26,8,,3042,5,3000,37,121,79,,,1,5,6,14,32,47,38,57,,,,,1,6,,,192,1,36,5,4,,1,,1,126,27,,0,0,0,0,0,25,145,1,16,13,,,16,24,8,19,3,18,4,3,5,3,4,62,19,12,,,,16,2,10,,2,1,165,2,,,,,,1,1,,200,,200,,2013,106320859,Public - District,
106320986,320986,PLUMAS DISTRICT HOSPITAL,PLUMAS,Public - District,General Acute Care Hospital,1065 BUCKS LAKE ROAD,QUINCY,95971,1-49,Y,N,,St. Helena -- District 1,District 1,District 1,,Bucks Lake/Cromberg/East Quincy/Greenhorn/Keddie/Laporte/Little Grass Valley/Meadow Valley/Quincy/Sloat/Spring Garden,Frontier,SMALL/RURAL,,Emergency - Standby,1642,1348,,,296,373,378,329,272,420,372,315,201,34,,9,43,65,65,42,7,2759,127,30,1,4,,,2,6,10,9,2787,14,,,,657,865,148,878,442,43,7,82,,207,46,133,40,979,167,16,164,92,,121,300,110,483,,,270,10,31,8,24,5,44,89,1920,452,41,47,6,37,6,,2990,1,2984,5,145,118,,,11,3,21,13,33,41,59,77,2,3,,,11,4,1,1,242,4,14,1,10,1,2,1,1,191,42,,0,0,0,0,0,36,185,2,33,7,3,3,33,62,14,20,5,15,3,8,6,,10,55,10,16,,,,15,1,3,,1,3,228,3,1,2,1,1,,2,2,,263,5,257,1,2013,106320986,Public - District,
106321016,321016,SENECA DISTRICT HOSPITAL,PLUMAS,Public - District,General Acute Care Hospital,130 BRENTWOOD DRIVE,CHESTER,96020,1-49,Y,N,Level IV,St. Helena -- District 1,District 1,District 1,,Bailey Creek/Canyondam/Chester/Eastshore/Foxwood/Hamilton Branch/Lake Almanor Peninsula/Lake Almanor Peninsula/Lake Almanor West/Prattville/Warner Valley,Frontier,SMALL/RURAL,,Emergency - Standby,1435,1352,,,292,239,305,315,325,380,346,321,223,41,,12,14,86,30,18,6,2621,88,21,6,,,,6,9,3,7,2526,1,1,117,2,690,825,145,815,312,20,4,131,1,188,50,128,62,869,162,9,278,34,1,56,318,106,370,,,298,22,44,11,10,5,23,71,1787,398,33,51,3,23,8,,2787,5,2766,16,89,76,,,1,2,12,10,21,24,44,51,,,,1,,3,,,160,1,12,4,9,2,1,,,126,11,,0,0,0,0,0,15,127,1,19,3,,1,30,17,7,19,8,10,5,7,7,,4,39,8,3,,,,7,2,11,,3,2,134,3,,,1,,1,1,,,165,,163,2,2013,106321016,Public - District,
106331152,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,Investor - Corporation,General Acute Care Hospital,800 SOUTH MAIN STREET,CORONA,92882,150-199,N,N,,Diamond -- District 42,District 60,District 31,,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,Urban,,,Emergency - Basic,21615,16813,,,6398,4913,6124,5254,4772,3844,2445,1843,1697,1134,4,1055,2669,16750,112,2766,370,14706,406,438,87,38,18,2,,77,244,1,36845,155,67,,50,13333,5368,1384,10089,8254,1207,108,889,12,2278,444,2581,737,8797,2125,77,2269,1086,65,1298,4503,1597,8355,,,2958,130,255,20,359,20,78,466,29053,3485,171,1030,131,255,17,,38428,656,33995,3777,2735,2222,,,106,357,333,524,799,821,866,1025,44,82,,182,370,1637,320,30,2411,7,243,101,143,324,114,,8,3056,940,28,0,0,0,0,0,1162,2592,82,803,318,66,113,825,977,291,306,580,323,82,90,91,5,48,698,108,341,,2,11,190,16,157,2,5,117,4386,26,4,9,24,13,,2,6,,4957,196,4184,577,2013,106331152,Investor - Corporation,
106331164,331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,Investor - Corporation,General Acute Care Hospital,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,92262,300-499,N,N,Level II,Rancho Palos Verdes -- District 36,District 42,District 28,,Cathedral City Southeast/Palm Desert North/Palm Springs South/Rancho Mirage North,Urban,,,Emergency - Comprehensive,27442,25744,,5,7091,4977,8483,6935,6426,7130,4482,3101,2587,1979,,504,4349,20606,103,1149,430,26050,281,1446,111,23,24,1,10,,1228,,49584,474,8,1,,6047,9988,6764,24236,6156,1875,170,1107,16,3393,699,3773,916,10656,3180,99,2635,2537,217,2582,5839,2138,11358,,1,3493,93,495,26,642,31,396,563,41075,4022,189,1702,129,249,86,,53191,176,48850,4165,4350,5571,,,180,553,480,907,1807,1952,1825,1886,181,150,,169,564,2211,169,50,6724,34,125,283,316,659,161,87,42,6278,1950,20,0,0,0,0,0,1783,5085,785,1668,600,64,134,2259,1437,390,512,423,1558,140,222,250,9,135,1134,213,962,1,5,73,655,91,521,97,32,508,7309,130,38,401,56,26,4,29,24,,9921,44,9286,591,2013,106331164,Investor - Corporation,
106331168,331168,EISENHOWER MEDICAL CENTER,RIVERSIDE,Non-Profit - Corporation,General Acute Care Hospital,39000 BOB HOPE DRIVE,RANCHO MIRAGE,92270,300-499,N,N,,Rancho Palos Verdes -- District 36,District 42,District 28,,Bermuda Dunes South/Indian Wells/La Quinta West/Palm Desert/Rancho Mirage Central and South,Urban,,,Emergency - Basic,28604,23156,,,6324,4528,6052,5074,4826,5395,5659,5969,6657,1276,,532,1291,19372,94,1465,751,28255,270,545,94,20,19,8,,,337,117,50128,149,73,,,13191,15225,2537,13426,7381,726,145,1774,12,2336,535,3339,649,10350,3623,82,2758,1075,29,1368,5385,1800,15772,1,1,4117,102,493,23,312,3,363,614,40291,4125,175,773,88,258,23,,51760,68,46328,5364,6639,6968,,,168,431,491,886,1596,2275,3256,4344,45,115,,165,264,2740,130,266,10021,21,220,131,306,1223,436,,44,8722,2519,6,0,0,0,0,0,1314,8584,159,2775,775,44,165,3149,2303,496,810,1126,1432,256,482,330,10,165,1583,328,917,,8,3,892,66,1337,20,53,818,10097,138,14,28,42,28,1,47,26,,13607,31,12495,1081,2013,106331168,Nonprofit - Corporation,
106331194,331194,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,Investor - Limited Liability Company,General Acute Care Hospital,1117 EAST DEVONSHIRE,HEMET,92543,300-499,N,N,,Rancho Palos Verdes -- District 36,District 42,District 23,,East Hemet/Hemet/Valle Vista,Urban,,,Emergency - Basic,22744,16989,,6,4941,4025,6161,4891,4547,4694,3263,2593,3500,1124,,189,5163,12718,92,499,194,20884,746,848,185,18,13,18,15,94,479,1,36891,301,101,29,,17209,6967,187,7479,7897,1176,135,1510,11,2463,794,2291,1129,9004,2126,52,2248,1560,56,1520,4105,1576,7983,,,2912,212,439,29,531,17,238,506,29688,3862,144,751,153,173,84,,39739,174,37732,1833,4006,3055,,,62,194,322,481,1047,1262,1477,2210,4,2,,74,455,1424,36,17,5036,19,354,209,345,707,134,1,18,3618,1674,1,0,0,0,0,0,1104,5053,20,510,374,64,117,1613,957,413,385,680,742,76,145,179,7,73,1056,124,425,3,1,1,491,67,400,4,13,329,5530,123,7,15,45,11,2,10,14,,7061,35,6687,339,2013,106331194,Investor - Limited Liability Company,
106331216,331216,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,Investor - Corporation,General Acute Care Hospital,47111 MONROE STREET,INDIO,92201,150-199,N,N,,Rancho Palos Verdes -- District 36,District 56,District 28,,Arabia/Coachella/Desert Beach/Flowing Wells/Indio South/La Quinta East/Mecca/Oasis/Thermal,Urban,,,Emergency - Basic,16189,15130,,,6143,3993,4955,4009,3354,3193,1929,1265,898,1580,,161,1088,22686,26,63,46,7249,601,2529,73,2,3,,,,793,,27148,166,2,2,,2947,3951,2055,15815,6551,1229,86,618,6,1411,517,1410,601,6896,1266,20,1925,1235,111,1923,4009,1298,6758,,,2319,110,171,27,499,16,173,635,22857,3147,137,715,168,233,112,,31319,62,24627,6630,2164,2044,,,178,342,292,396,611,642,695,655,140,257,,23,123,2597,13,12,1438,2,130,124,108,219,50,41,1,2834,683,18,0,0,0,0,0,1307,1367,270,990,274,128,69,614,865,258,239,278,380,52,34,89,12,38,684,122,310,1,8,27,216,46,285,7,34,208,3268,43,3,19,32,16,,29,2,,4208,9,3125,1074,2013,106331216,Investor - Corporation,
106331288,331288,PALO VERDE HOSPITAL,RIVERSIDE,Public - District,General Acute Care Hospital,250 NORTH FIRST STREET,BLYTHE,92225,50-99,Y,N,,Rancho Palos Verdes -- District 36,District 56,District 28,,Blythe,Rural,SMALL/RURAL,,Emergency - Standby,4478,4656,,,1063,930,1408,1223,1172,1292,837,634,332,243,,42,1151,3747,17,50,70,4057,268,296,24,,,,,346,118,1,8056,6,14,,5,2863,1767,790,2155,1559,152,31,339,7,549,184,451,184,2192,572,14,615,441,4,367,1033,364,1635,,,588,53,79,6,156,11,50,191,6653,1019,46,197,21,58,6,,9134,14,8737,383,318,383,,,18,59,68,79,122,104,117,111,8,15,,1,71,174,79,5,371,,38,21,17,3,4,5,4,482,60,67,0,0,0,0,0,136,286,75,156,48,16,12,83,160,63,52,28,28,14,9,15,,8,147,41,25,,,,9,8,34,6,3,21,595,8,1,2,1,3,,7,3,,701,1,656,44,2013,106331288,Public - District,
106331293,331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,Non-Profit - Corporation,General Acute Care Hospital,3865 JACKSON STREET,RIVERSIDE,92503,150-199,N,N,,Redlands -- District 41,District 60,District 31,,Casablanca/Riverside Central,Urban,,,Emergency - Basic,20959,16550,,4,7651,5182,6304,5115,4150,3683,1819,1092,899,1618,,506,2680,19291,116,887,24,14009,646,1179,68,45,12,,1,32,44,1,35358,125,2,,,17927,4011,2384,5287,7904,1227,183,814,32,3022,598,2225,748,7499,2361,78,2629,1111,133,1465,5872,1637,5878,1,,2321,62,67,7,311,3,134,466,29321,3858,140,533,79,187,24,,37513,270,31648,5595,2722,2226,,,129,324,355,583,905,910,761,825,79,77,,123,442,1870,137,2,2369,5,282,185,183,404,29,51,,2831,983,,0,0,0,0,0,1383,2281,30,708,546,112,81,770,976,233,339,527,302,50,63,101,6,65,731,133,423,3,2,31,181,32,99,6,5,145,4375,57,,6,23,9,,7,3,,4948,42,4177,729,2013,106331293,Nonprofit - Corporation,
106331312,331312,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,Investor - Partnership,General Acute Care Hospital,4445 MAGNOLIA AVENUE,RIVERSIDE,92501,300-499,N,N,Level II,Redlands -- District 41,District 61,District 31,,Eastside/Fairmont Park/Riverside Downtown/Rubidoux/University,Urban,,,Emergency - Basic,44031,31616,,,10720,8574,15002,10998,9076,8075,4551,3003,3054,2594,,1545,9070,38532,73,1642,53,24732,213,852,140,19,23,6,1,534,436,,73029,186,2,,206,5946,11003,28710,13468,16520,4784,262,1415,11,3674,806,3905,2165,15652,3180,107,5925,3832,138,2481,7882,2704,16724,,,5096,212,541,27,1055,64,362,839,56967,6978,318,2538,237,351,62,,75647,417,69618,5612,9748,6687,,,594,2412,1704,1587,2476,2511,2360,2584,103,104,,473,1747,6171,989,8,7033,14,310,355,527,981,257,36,5,11497,2441,26,0,0,0,0,0,4719,6368,756,3323,1269,2712,281,3073,2141,596,813,1201,1873,271,355,244,16,123,1257,244,1190,2,7,36,904,58,767,126,39,816,12924,156,50,420,49,67,4,25,30,,16435,102,14799,1534,2013,106331312,Investor - Partnership,
106331326,331326,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,Public - District,General Acute Care Hospital,600 HIGHLAND SPRINGS AVENUE,BANNING,92220,50-99,Y,N,,Rancho Palos Verdes -- District 36,District 42,District 23,,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,SMALL/RURAL,,Emergency - Basic,18054,13985,,,4936,4058,5183,4202,3177,3166,2094,1953,2194,1076,,721,2975,11270,365,820,,15888,1215,584,66,,6,,,,,2,29732,179,255,,,13227,9621,466,2949,5776,756,117,1107,11,2379,430,1846,1233,6416,1987,48,1770,1920,120,931,4055,1378,5535,,,2092,46,271,23,352,11,123,382,24982,2695,116,479,176,154,137,,32039,76,30930,1033,2035,1549,,,34,155,187,251,508,613,779,1050,7,,,123,234,702,1,,2489,35,213,106,94,551,2,41,22,2045,499,11,0,0,0,0,0,480,1939,118,851,196,36,55,825,528,194,213,217,138,49,28,55,3,28,562,58,587,2,1,5,92,12,73,,,75,3264,21,1,3,17,3,2,5,16,,3584,8,3441,135,2013,106331326,Public - District,
106334018,334018,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,Investor - Limited Liability Company,General Acute Care Hospital,28400 MCCALL BOULEVARD,SUN CITY,92585,50-99,N,N,,Diamond -- District 42,District 67,District 23,,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,Urban,,,Emergency - Basic,7674,6011,,1,1578,1424,1939,1817,1442,1501,1170,1141,1423,251,,86,1290,4676,15,226,29,7364,311,372,73,8,9,,2,46,122,1,12515,63,164,,,4651,2544,65,3572,2854,256,75,518,,840,250,743,219,3364,764,24,807,487,1,652,1273,502,2908,3,,1041,65,188,6,155,11,63,211,9986,1420,90,327,60,54,9,,13686,40,12820,826,1438,1121,,,22,57,91,166,248,456,621,898,,,,41,183,544,15,8,1761,7,156,91,91,258,39,3,15,1435,471,,0,0,0,0,0,333,1895,10,218,103,5,26,671,384,129,157,152,241,42,69,42,,40,407,58,136,,,,170,34,114,,6,80,2039,70,3,5,20,5,1,9,3,,2559,10,2360,189,2013,106334018,Investor - Corporation,
106334025,334025,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,Non-Profit - Corporation,General Acute Care Hospital,10800 MAGNOLIA AVENUE,RIVERSIDE,92505,200-299,N,N,,Redlands -- District 41,District 60,District 31,,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,Urban,,,Emergency - Basic,18971,15029,,1,3737,3536,4994,4066,4269,4242,3558,2660,2183,756,,1212,4325,11434,91,1182,1471,14286,196,221,53,173,37,101,5,9,623,4,32336,128,,,115,4015,7231,196,19070,3489,686,201,1370,11,2282,673,2028,651,6251,2300,98,2115,895,88,1904,2724,915,8809,,,1951,121,428,16,193,7,222,292,27370,2252,124,693,140,169,23,,34001,404,30768,2829,2411,2333,,,84,211,264,410,729,988,1068,924,15,51,,199,574,1138,42,22,2750,19,247,39,195,1041,31,2,20,2686,483,,0,0,0,0,0,163,2715,13,1711,142,39,109,1046,795,242,277,726,387,95,135,110,1,88,439,62,181,1,2,9,189,32,327,10,10,260,3813,56,4,13,18,2,1,6,3,,4744,68,4320,356,2013,106334025,Nonprofit - Corporation,
106334048,334048,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,Non-Profit - Corporation,General Acute Care Hospital,27300 IRIS AVENUE,MORENO VALLEY,92555,100-149,N,N,,Redlands -- District 41,District 61,District 31,,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,,,Emergency - Basic,18466,12441,,,5817,4370,5157,4046,3238,2782,2008,1435,903,1150,1,729,9394,13576,34,617,213,6344,410,198,16,46,7,6,12,1,125,,30006,34,1,9,36,12000,4183,333,10180,4211,1051,143,656,5,1421,599,2311,291,5901,2270,50,1766,461,42,627,4315,1130,7868,,,1914,68,345,13,227,19,146,398,24115,2767,137,592,38,125,3,,30907,112,28053,2742,1363,1084,,,52,184,200,290,406,484,460,356,1,14,,99,636,797,11,5,893,6,206,50,48,337,15,1,19,1575,196,,0,0,0,0,0,366,1207,14,727,133,59,56,541,529,139,148,231,116,31,32,47,1,26,302,51,136,1,1,,86,9,148,1,4,79,2079,13,3,4,6,4,,11,,,2447,12,2140,295,2013,106334048,Nonprofit - Corporation,
106334068,334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,RIVERSIDE,Investor - Corporation,General Acute Care Hospital,25500 MEDICAL CENTER DRIVE,MURRIETA,92562,100-149,N,N,,Diamond -- District 42,District 67,District 28,,Lake Elsinore/Murrieta West/Sedco Hills/Wildomar,Urban,,,Emergency - Basic,40045,29510,,,9961,8646,11703,9647,8423,7213,4721,3566,3458,2217,,1673,5006,18224,220,4740,218,39474,954,935,120,75,33,5,,522,698,,65561,154,365,,133,19976,11209,6671,20861,10838,2986,258,1587,14,3655,967,4131,1076,17233,3959,71,3602,1597,164,2414,6599,2246,16996,,,5601,308,671,39,632,29,384,871,50330,6871,408,2630,338,419,24,,69555,829,65924,2802,5194,4704,,,231,704,703,1003,1558,1690,1707,2298,3,1,,350,571,1681,485,26,6768,17,574,171,264,1398,142,,82,6169,1086,12,0,0,0,0,0,1601,5397,277,1999,624,127,195,1794,1642,486,548,537,1756,224,210,233,6,156,1054,210,713,2,4,1,906,108,565,77,36,520,6839,171,56,451,86,34,,36,12,1,9898,258,9173,467,2013,106334068,Investor - Corporation,
106334487,334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,RIVERSIDE,Public - City or County,General Acute Care Hospital,26520 CACTUS AVENUE,MORENO VALLEY,92555,300-499,N,Y,Level II & Level II - Ped,Redlands -- District 41,District 61,District 31,,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,,Teaching,Emergency - Basic,40432,36582,,,7404,7141,15511,12294,12165,13381,5445,1228,699,1746,,1023,14113,40175,83,1044,1103,19473,57,6588,115,1,4,,,,486,,69575,5,,,183,21624,3651,20979,4284,26476,1599,202,1559,31,4602,1249,4268,1565,12266,6569,226,3805,13843,49,2226,6727,3282,12945,,1,3579,139,208,19,1230,23,275,532,63495,4609,274,1983,291,317,40,,77014,569,64897,11548,5085,5885,,,441,1259,1261,1900,2539,1595,737,637,202,399,,315,1902,5272,125,9,3339,8,268,247,241,637,149,23,121,7940,543,801,0,0,0,0,0,2326,1395,1086,3068,3095,125,234,1563,1739,680,509,949,1391,296,339,434,21,556,843,418,808,,10,55,396,52,407,135,23,448,8788,122,32,372,112,34,,36,13,,10970,126,8894,1950,2013,106334487,Public - City or County,
106334564,334564,TEMECULA VALLEY HOSPITAL,RIVERSIDE,Investor - Corporation,General Acute Care Hospital,31700 TEMECULA PKWY,TEMECULA,92592,100-149,N,N,,Del Mar -- District 50,District 75,District 28,,French Valley/Murrieta East/Temecula/Winchester,Urban,,,Emergency - Basic,2244,1747,,,518,526,556,523,505,461,372,239,223,68,,88,226,64,18,609,67,2919,124,33,6,9,1,,,11,19,,3756,8,19,,5,660,708,492,1551,580,80,12,114,,145,55,217,39,1029,246,6,178,103,3,136,378,120,1130,,,361,22,26,6,20,1,14,42,2832,481,21,132,7,23,3,,3991,53,3871,67,180,197,,,5,22,29,48,50,78,73,72,,,,12,8,6,47,3,300,1,46,10,8,40,6,,1,234,32,,0,0,0,0,0,57,199,12,91,18,1,4,82,104,22,22,25,29,4,7,4,1,4,37,6,25,,,,23,10,21,,1,14,294,6,1,,3,1,,2,1,,377,8,360,9,2013,106334564,Investor - Corporation,
106334589,334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,Non-Profit - Corporation,General Acute Care Hospital,28062 BAXTER ROAD,MURRIETA,92563,100-149,N,N,,Diamond -- District 42,District 67,District 28,,French Valley/Murrieta East/Temecula/Winchester,Urban,,,Emergency - Basic,18362,13223,,2,3686,3176,4306,4384,3822,3567,3093,2558,2244,751,,806,2433,7374,113,1029,106,19726,701,857,22,95,59,22,225,37,184,,28995,19,83,,288,1364,6166,2920,17159,3978,804,222,1245,8,2113,436,2142,415,6595,2083,83,1453,1404,48,641,2919,1053,7923,,,2324,86,265,19,159,26,232,249,24458,2615,168,716,74,164,29,3,31587,92,31127,368,3202,2935,,,73,284,366,528,929,1214,1329,1414,,,,218,327,1006,100,1,4464,21,596,72,108,670,152,1,,4277,260,1,0,0,0,0,0,590,3039,209,2061,238,75,122,1458,1081,263,300,326,455,165,195,85,7,38,683,150,727,,7,,279,22,390,1,20,316,4967,68,7,12,16,13,2,17,7,,6137,19,5959,159,2013,106334589,,
