Year,LocationID,MeasureId,Measure,Data_Value,TotalPopulation,Geolocation
2021,91364,DIABETES,Diagnosed diabetes among adults aged >=18 years,8.7,25851,POINT (-118.595094 34.15477886)
2021,91364,STROKE,Stroke among adults aged >=18 years,2.6,25851,POINT (-118.595094 34.15477886)
2021,91367,OBESITY,Obesity among adults aged >=18 years,24.3,39499,POINT (-118.6154055 34.17705493)
2021,91367,STROKE,Stroke among adults aged >=18 years,2.5,39499,POINT (-118.6154055 34.17705493)
2021,91367,CASTHMA,Current asthma among adults aged >=18 years,9.0,39499,POINT (-118.6154055 34.17705493)
2021,91367,DIABETES,Diagnosed diabetes among adults aged >=18 years,8.4,39499,POINT (-118.6154055 34.17705493)
2021,91377,CASTHMA,Current asthma among adults aged >=18 years,9.0,13811,POINT (-118.7669176 34.18497571)
2021,91377,STROKE,Stroke among adults aged >=18 years,2.0,13811,POINT (-118.7669176 34.18497571)
2021,91377,OBESITY,Obesity among adults aged >=18 years,23.3,13811,POINT (-118.7669176 34.18497571)
2021,91377,DIABETES,Diagnosed diabetes among adults aged >=18 years,7.1,13811,POINT (-118.7669176 34.18497571)
2021,91381,STROKE,Stroke among adults aged >=18 years,1.7,20158,POINT (-118.6130983 34.37749193)
2021,91381,DIABETES,Diagnosed diabetes among adults aged >=18 years,7.4,20158,POINT (-118.6130983 34.37749193)
2021,91381,CASTHMA,Current asthma among adults aged >=18 years,8.6,20158,POINT (-118.6130983 34.37749193)
2021,91381,OBESITY,Obesity among adults aged >=18 years,23.6,20158,POINT (-118.6130983 34.37749193)
2021,91384,STROKE,Stroke among adults aged >=18 years,1.8,29855,POINT (-118.6863695 34.53071354)
2021,91384,CASTHMA,Current asthma among adults aged >=18 years,8.8,29855,POINT (-118.6863695 34.53071354)
2021,91384,DIABETES,Diagnosed diabetes among adults aged >=18 years,7.2,29855,POINT (-118.6863695 34.53071354)
2021,91384,OBESITY,Obesity among adults aged >=18 years,27.3,29855,POINT (-118.6863695 34.53071354)
2021,91387,OBESITY,Obesity among adults aged >=18 years,27.2,40328,POINT (-118.3732053 34.3987915)
2021,91387,CASTHMA,Current asthma among adults aged >=18 years,9.4,40328,POINT (-118.3732053 34.3987915)
2021,91387,DIABETES,Diagnosed diabetes among adults aged >=18 years,7.9,40328,POINT (-118.3732053 34.3987915)
2021,91387,STROKE,Stroke among adults aged >=18 years,2.0,40328,POINT (-118.3732053 34.3987915)
2021,91390,OBESITY,Obesity among adults aged >=18 years,26.8,19786,POINT (-118.4705078 34.51870878)
2021,91390,CASTHMA,Current asthma among adults aged >=18 years,9.3,19786,POINT (-118.4705078 34.51870878)
2021,91390,DIABETES,Diagnosed diabetes among adults aged >=18 years,8.3,19786,POINT (-118.4705078 34.51870878)
2021,91390,STROKE,Stroke among adults aged >=18 years,2.2,19786,POINT (-118.4705078 34.51870878)
2021,91401,STROKE,Stroke among adults aged >=18 years,2.7,39285,POINT (-118.4314646 34.17811442)
2021,91401,CASTHMA,Current asthma among adults aged >=18 years,10.1,39285,POINT (-118.4314646 34.17811442)
2021,91401,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.7,39285,POINT (-118.4314646 34.17811442)
2021,91401,OBESITY,Obesity among adults aged >=18 years,30.5,39285,POINT (-118.4314646 34.17811442)
2021,91402,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.7,69817,POINT (-118.4448308 34.22407706)
2021,91402,OBESITY,Obesity among adults aged >=18 years,31.4,69817,POINT (-118.4448308 34.22407706)
2021,91402,STROKE,Stroke among adults aged >=18 years,2.7,69817,POINT (-118.4448308 34.22407706)
2021,91402,CASTHMA,Current asthma among adults aged >=18 years,9.9,69817,POINT (-118.4448308 34.22407706)
2021,91403,CASTHMA,Current asthma among adults aged >=18 years,8.9,23484,POINT (-118.4628351 34.14655609)
2021,91403,DIABETES,Diagnosed diabetes among adults aged >=18 years,7.0,23484,POINT (-118.4628351 34.14655609)
2021,91403,STROKE,Stroke among adults aged >=18 years,2.1,23484,POINT (-118.4628351 34.14655609)
2021,91403,OBESITY,Obesity among adults aged >=18 years,24.2,23484,POINT (-118.4628351 34.14655609)
2021,91405,CASTHMA,Current asthma among adults aged >=18 years,10.0,51145,POINT (-118.448146 34.20116544)
2021,91405,STROKE,Stroke among adults aged >=18 years,2.7,51145,POINT (-118.448146 34.20116544)
2021,91405,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.6,51145,POINT (-118.448146 34.20116544)
2021,91405,OBESITY,Obesity among adults aged >=18 years,31.4,51145,POINT (-118.448146 34.20116544)
2021,91406,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.5,51558,POINT (-118.4897554 34.19816162)
2021,91406,STROKE,Stroke among adults aged >=18 years,2.5,51558,POINT (-118.4897554 34.19816162)
2021,91406,CASTHMA,Current asthma among adults aged >=18 years,9.8,51558,POINT (-118.4897554 34.19816162)
2021,91406,OBESITY,Obesity among adults aged >=18 years,30.3,51558,POINT (-118.4897554 34.19816162)
2021,91411,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.5,24628,POINT (-118.4592338 34.17852259)
2021,91411,STROKE,Stroke among adults aged >=18 years,2.6,24628,POINT (-118.4592338 34.17852259)
2021,91411,CASTHMA,Current asthma among adults aged >=18 years,9.9,24628,POINT (-118.4592338 34.17852259)
2021,91411,OBESITY,Obesity among adults aged >=18 years,30.4,24628,POINT (-118.4592338 34.17852259)
2021,91423,DIABETES,Diagnosed diabetes among adults aged >=18 years,7.2,30991,POINT (-118.4326903 34.14850421)
2021,91423,STROKE,Stroke among adults aged >=18 years,2.1,30991,POINT (-118.4326903 34.14850421)
2021,91423,CASTHMA,Current asthma among adults aged >=18 years,9.1,30991,POINT (-118.4326903 34.14850421)
2021,91423,OBESITY,Obesity among adults aged >=18 years,25.0,30991,POINT (-118.4326903 34.14850421)
2021,91436,OBESITY,Obesity among adults aged >=18 years,23.4,14372,POINT (-118.4922945 34.1508561)
2021,91436,CASTHMA,Current asthma among adults aged >=18 years,8.6,14372,POINT (-118.4922945 34.1508561)
2021,91436,DIABETES,Diagnosed diabetes among adults aged >=18 years,8.6,14372,POINT (-118.4922945 34.1508561)
2021,91436,STROKE,Stroke among adults aged >=18 years,2.7,14372,POINT (-118.4922945 34.1508561)
2021,91501,OBESITY,Obesity among adults aged >=18 years,27.0,20849,POINT (-118.2957742 34.20049979)
2021,91501,STROKE,Stroke among adults aged >=18 years,2.6,20849,POINT (-118.2957742 34.20049979)
2021,91501,CASTHMA,Current asthma among adults aged >=18 years,9.7,20849,POINT (-118.2957742 34.20049979)
2021,91501,DIABETES,Diagnosed diabetes among adults aged >=18 years,9.4,20849,POINT (-118.2957742 34.20049979)
2021,91502,CASTHMA,Current asthma among adults aged >=18 years,9.8,11371,POINT (-118.3093447 34.17688453)
2021,91502,STROKE,Stroke among adults aged >=18 years,3.0,11371,POINT (-118.3093447 34.17688453)
2021,91502,OBESITY,Obesity among adults aged >=18 years,28.0,11371,POINT (-118.3093447 34.17688453)
2021,91502,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.6,11371,POINT (-118.3093447 34.17688453)
2021,91504,OBESITY,Obesity among adults aged >=18 years,25.4,24939,POINT (-118.3269549 34.20451582)
2021,91504,DIABETES,Diagnosed diabetes among adults aged >=18 years,8.9,24939,POINT (-118.3269549 34.20451582)
2021,91504,CASTHMA,Current asthma among adults aged >=18 years,9.0,24939,POINT (-118.3269549 34.20451582)
2021,91504,STROKE,Stroke among adults aged >=18 years,2.4,24939,POINT (-118.3269549 34.20451582)
2021,91505,OBESITY,Obesity among adults aged >=18 years,25.8,30778,POINT (-118.3468269 34.17464294)
2021,91505,CASTHMA,Current asthma among adults aged >=18 years,9.0,30778,POINT (-118.3468269 34.17464294)
2021,91505,DIABETES,Diagnosed diabetes among adults aged >=18 years,8.3,30778,POINT (-118.3468269 34.17464294)
2021,91505,STROKE,Stroke among adults aged >=18 years,2.2,30778,POINT (-118.3468269 34.17464294)
2021,91506,OBESITY,Obesity among adults aged >=18 years,26.1,18904,POINT (-118.3239151 34.17118926)
2021,91506,CASTHMA,Current asthma among adults aged >=18 years,9.1,18904,POINT (-118.3239151 34.17118926)
2021,91506,DIABETES,Diagnosed diabetes among adults aged >=18 years,9.1,18904,POINT (-118.3239151 34.17118926)
2021,91506,STROKE,Stroke among adults aged >=18 years,2.5,18904,POINT (-118.3239151 34.17118926)
2021,91601,OBESITY,Obesity among adults aged >=18 years,29.1,37180,POINT (-118.3725641 34.16853934)
2021,91601,CASTHMA,Current asthma among adults aged >=18 years,9.8,37180,POINT (-118.3725641 34.16853934)
2021,91601,DIABETES,Diagnosed diabetes among adults aged >=18 years,8.6,37180,POINT (-118.3725641 34.16853934)
2021,91601,STROKE,Stroke among adults aged >=18 years,2.1,37180,POINT (-118.3725641 34.16853934)
2021,91602,DIABETES,Diagnosed diabetes among adults aged >=18 years,6.8,17473,POINT (-118.3662621 34.15102563)
2021,91602,OBESITY,Obesity among adults aged >=18 years,25.7,17473,POINT (-118.3662621 34.15102563)
2021,91602,CASTHMA,Current asthma among adults aged >=18 years,9.3,17473,POINT (-118.3662621 34.15102563)
2021,91602,STROKE,Stroke among adults aged >=18 years,1.9,17473,POINT (-118.3662621 34.15102563)
2021,91604,STROKE,Stroke among adults aged >=18 years,2.0,29034,POINT (-118.3934863 34.13880959)
2021,91604,OBESITY,Obesity among adults aged >=18 years,23.9,29034,POINT (-118.3934863 34.13880959)
2021,91604,DIABETES,Diagnosed diabetes among adults aged >=18 years,6.8,29034,POINT (-118.3934863 34.13880959)
2021,91604,CASTHMA,Current asthma among adults aged >=18 years,8.8,29034,POINT (-118.3934863 34.13880959)
2021,91605,OBESITY,Obesity among adults aged >=18 years,30.6,56343,POINT (-118.4003484 34.20715787)
2021,91605,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.6,56343,POINT (-118.4003484 34.20715787)
2021,91605,STROKE,Stroke among adults aged >=18 years,2.7,56343,POINT (-118.4003484 34.20715787)
2021,91605,CASTHMA,Current asthma among adults aged >=18 years,9.9,56343,POINT (-118.4003484 34.20715787)
2021,91606,CASTHMA,Current asthma among adults aged >=18 years,10.0,44958,POINT (-118.3886844 34.18654063)
2021,91606,OBESITY,Obesity among adults aged >=18 years,31.0,44958,POINT (-118.3886844 34.18654063)
2021,91606,STROKE,Stroke among adults aged >=18 years,2.8,44958,POINT (-118.3886844 34.18654063)
2021,91606,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.4,44958,POINT (-118.3886844 34.18654063)
2021,91607,DIABETES,Diagnosed diabetes among adults aged >=18 years,8.2,27927,POINT (-118.4004113 34.16578274)
2021,91607,OBESITY,Obesity among adults aged >=18 years,26.7,27927,POINT (-118.4004113 34.16578274)
2021,91607,STROKE,Stroke among adults aged >=18 years,2.3,27927,POINT (-118.4004113 34.16578274)
2021,91607,CASTHMA,Current asthma among adults aged >=18 years,9.5,27927,POINT (-118.4004113 34.16578274)
2021,91701,DIABETES,Diagnosed diabetes among adults aged >=18 years,9.2,38976,POINT (-117.5910745 34.12715482)
2021,91701,OBESITY,Obesity among adults aged >=18 years,33.6,38976,POINT (-117.5910745 34.12715482)
2021,91701,STROKE,Stroke among adults aged >=18 years,2.4,38976,POINT (-117.5910745 34.12715482)
2021,91701,CASTHMA,Current asthma among adults aged >=18 years,9.3,38976,POINT (-117.5910745 34.12715482)
2021,91702,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.4,59705,POINT (-117.8672916 34.26558565)
2021,91702,OBESITY,Obesity among adults aged >=18 years,29.5,59705,POINT (-117.8672916 34.26558565)
2021,91702,STROKE,Stroke among adults aged >=18 years,2.3,59705,POINT (-117.8672916 34.26558565)
2021,91702,CASTHMA,Current asthma among adults aged >=18 years,9.5,59705,POINT (-117.8672916 34.26558565)
2021,91706,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.2,76571,POINT (-117.9682085 34.0964078)
2021,91706,OBESITY,Obesity among adults aged >=18 years,29.7,76571,POINT (-117.9682085 34.0964078)
2021,91706,STROKE,Stroke among adults aged >=18 years,2.5,76571,POINT (-117.9682085 34.0964078)
2021,91706,CASTHMA,Current asthma among adults aged >=18 years,9.2,76571,POINT (-117.9682085 34.0964078)
2021,91708,DIABETES,Diagnosed diabetes among adults aged >=18 years,6.4,3369,POINT (-117.6490755 33.9393524)
2021,91708,CASTHMA,Current asthma among adults aged >=18 years,11.7,3369,POINT (-117.6490755 33.9393524)
2021,91708,OBESITY,Obesity among adults aged >=18 years,35.7,3369,POINT (-117.6490755 33.9393524)
2021,91708,STROKE,Stroke among adults aged >=18 years,1.5,3369,POINT (-117.6490755 33.9393524)
2021,91709,OBESITY,Obesity among adults aged >=18 years,29.4,74796,POINT (-117.7359917 33.96433156)
2021,91709,STROKE,Stroke among adults aged >=18 years,1.9,74796,POINT (-117.7359917 33.96433156)
2021,91709,DIABETES,Diagnosed diabetes among adults aged >=18 years,8.8,74796,POINT (-117.7359917 33.96433156)
2021,91709,CASTHMA,Current asthma among adults aged >=18 years,8.3,74796,POINT (-117.7359917 33.96433156)
2021,91710,DIABETES,Diagnosed diabetes among adults aged >=18 years,9.9,80358,POINT (-117.6891067 34.00797434)
2021,91710,STROKE,Stroke among adults aged >=18 years,2.3,80358,POINT (-117.6891067 34.00797434)
2021,91710,CASTHMA,Current asthma among adults aged >=18 years,9.2,80358,POINT (-117.6891067 34.00797434)
2021,91710,OBESITY,Obesity among adults aged >=18 years,35.9,80358,POINT (-117.6891067 34.00797434)
2021,91711,DIABETES,Diagnosed diabetes among adults aged >=18 years,8.3,35705,POINT (-117.7156014 34.12851531)
2021,91711,STROKE,Stroke among adults aged >=18 years,2.4,35705,POINT (-117.7156014 34.12851531)
2021,91711,OBESITY,Obesity among adults aged >=18 years,22.9,35705,POINT (-117.7156014 34.12851531)
2021,91711,CASTHMA,Current asthma among adults aged >=18 years,9.1,35705,POINT (-117.7156014 34.12851531)
2021,91722,CASTHMA,Current asthma among adults aged >=18 years,9.1,34409,POINT (-117.9061988 34.09725717)
2021,91722,STROKE,Stroke among adults aged >=18 years,2.4,34409,POINT (-117.9061988 34.09725717)
2021,91722,OBESITY,Obesity among adults aged >=18 years,28.3,34409,POINT (-117.9061988 34.09725717)
2021,91722,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.3,34409,POINT (-117.9061988 34.09725717)
2021,91723,STROKE,Stroke among adults aged >=18 years,2.6,18275,POINT (-117.8864685 34.08475706)
2021,91723,OBESITY,Obesity among adults aged >=18 years,28.8,18275,POINT (-117.8864685 34.08475706)
2021,91723,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.7,18275,POINT (-117.8864685 34.08475706)
2021,91723,CASTHMA,Current asthma among adults aged >=18 years,9.4,18275,POINT (-117.8864685 34.08475706)
2021,91724,STROKE,Stroke among adults aged >=18 years,2.6,26184,POINT (-117.861022 34.05973035)
2021,91724,OBESITY,Obesity among adults aged >=18 years,27.4,26184,POINT (-117.861022 34.05973035)
2021,91724,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.6,26184,POINT (-117.861022 34.05973035)
2021,91724,CASTHMA,Current asthma among adults aged >=18 years,9.2,26184,POINT (-117.861022 34.05973035)
2021,91730,STROKE,Stroke among adults aged >=18 years,2.2,66925,POINT (-117.5784965 34.0995259)
2021,91730,DIABETES,Diagnosed diabetes among adults aged >=18 years,9.0,66925,POINT (-117.5784965 34.0995259)
2021,91730,CASTHMA,Current asthma among adults aged >=18 years,9.7,66925,POINT (-117.5784965 34.0995259)
2021,91730,OBESITY,Obesity among adults aged >=18 years,36.0,66925,POINT (-117.5784965 34.0995259)
2021,91731,CASTHMA,Current asthma among adults aged >=18 years,9.4,29591,POINT (-118.0402284 34.07871131)
2021,91731,OBESITY,Obesity among adults aged >=18 years,29.2,29591,POINT (-118.0402284 34.07871131)
2021,91731,DIABETES,Diagnosed diabetes among adults aged >=18 years,15.4,29591,POINT (-118.0402284 34.07871131)
2021,91731,STROKE,Stroke among adults aged >=18 years,3.3,29591,POINT (-118.0402284 34.07871131)
2021,91732,STROKE,Stroke among adults aged >=18 years,2.8,61386,POINT (-118.0140235 34.0745619)
2021,91732,CASTHMA,Current asthma among adults aged >=18 years,9.3,61386,POINT (-118.0140235 34.0745619)
2021,91732,DIABETES,Diagnosed diabetes among adults aged >=18 years,13.6,61386,POINT (-118.0140235 34.0745619)
2021,91732,OBESITY,Obesity among adults aged >=18 years,28.6,61386,POINT (-118.0140235 34.0745619)
2021,91733,STROKE,Stroke among adults aged >=18 years,2.9,43896,POINT (-118.0531399 34.04555086)
2021,91733,CASTHMA,Current asthma among adults aged >=18 years,9.6,43896,POINT (-118.0531399 34.04555086)
2021,91733,DIABETES,Diagnosed diabetes among adults aged >=18 years,14.2,43896,POINT (-118.0531399 34.04555086)
2021,91733,OBESITY,Obesity among adults aged >=18 years,30.9,43896,POINT (-118.0531399 34.04555086)
2021,91737,STROKE,Stroke among adults aged >=18 years,2.3,24740,POINT (-117.5777076 34.15258356)
2021,91737,OBESITY,Obesity among adults aged >=18 years,33.9,24740,POINT (-117.5777076 34.15258356)
2021,91737,DIABETES,Diagnosed diabetes among adults aged >=18 years,9.1,24740,POINT (-117.5777076 34.15258356)
2021,91737,CASTHMA,Current asthma among adults aged >=18 years,9.4,24740,POINT (-117.5777076 34.15258356)
2021,91739,DIABETES,Diagnosed diabetes among adults aged >=18 years,7.6,34794,POINT (-117.5090475 34.14521894)
2021,91739,STROKE,Stroke among adults aged >=18 years,1.7,34794,POINT (-117.5090475 34.14521894)
2021,91739,OBESITY,Obesity among adults aged >=18 years,32.2,34794,POINT (-117.5090475 34.14521894)
2021,91739,CASTHMA,Current asthma among adults aged >=18 years,8.9,34794,POINT (-117.5090475 34.14521894)
2021,91740,OBESITY,Obesity among adults aged >=18 years,27.2,25356,POINT (-117.8538364 34.11877823)
2021,91740,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.0,25356,POINT (-117.8538364 34.11877823)
2021,91740,CASTHMA,Current asthma among adults aged >=18 years,9.2,25356,POINT (-117.8538364 34.11877823)
2021,91740,STROKE,Stroke among adults aged >=18 years,2.6,25356,POINT (-117.8538364 34.11877823)
2021,91741,DIABETES,Diagnosed diabetes among adults aged >=18 years,9.0,25824,POINT (-117.8423165 34.14746748)
2021,91741,OBESITY,Obesity among adults aged >=18 years,25.5,25824,POINT (-117.8423165 34.14746748)
2021,91741,STROKE,Stroke among adults aged >=18 years,2.5,25824,POINT (-117.8423165 34.14746748)
2021,91741,CASTHMA,Current asthma among adults aged >=18 years,9.1,25824,POINT (-117.8423165 34.14746748)
2021,91744,STROKE,Stroke among adults aged >=18 years,2.5,85040,POINT (-117.9373164 34.0288748)
2021,91744,OBESITY,Obesity among adults aged >=18 years,30.6,85040,POINT (-117.9373164 34.0288748)
2021,91744,CASTHMA,Current asthma among adults aged >=18 years,9.3,85040,POINT (-117.9373164 34.0288748)
2021,91744,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.1,85040,POINT (-117.9373164 34.0288748)
2021,91745,CASTHMA,Current asthma among adults aged >=18 years,7.9,54013,POINT (-117.9731829 33.99928679)
2021,91745,STROKE,Stroke among adults aged >=18 years,2.6,54013,POINT (-117.9731829 33.99928679)
2021,91745,OBESITY,Obesity among adults aged >=18 years,23.1,54013,POINT (-117.9731829 33.99928679)
2021,91745,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.2,54013,POINT (-117.9731829 33.99928679)
2021,91746,OBESITY,Obesity among adults aged >=18 years,30.8,30485,POINT (-117.9849923 34.04487101)
2021,91746,STROKE,Stroke among adults aged >=18 years,2.7,30485,POINT (-117.9849923 34.04487101)
2021,91746,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.8,30485,POINT (-117.9849923 34.04487101)
2021,91746,CASTHMA,Current asthma among adults aged >=18 years,9.2,30485,POINT (-117.9849923 34.04487101)
2021,91748,CASTHMA,Current asthma among adults aged >=18 years,7.4,45406,POINT (-117.8996524 33.97659827)
2021,91748,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.4,45406,POINT (-117.8996524 33.97659827)
2021,91748,OBESITY,Obesity among adults aged >=18 years,19.9,45406,POINT (-117.8996524 33.97659827)
2021,91748,STROKE,Stroke among adults aged >=18 years,2.4,45406,POINT (-117.8996524 33.97659827)
2021,91750,CASTHMA,Current asthma among adults aged >=18 years,9.1,33249,POINT (-117.7727388 34.16086853)
2021,91750,DIABETES,Diagnosed diabetes among adults aged >=18 years,9.9,33249,POINT (-117.7727388 34.16086853)
2021,91750,OBESITY,Obesity among adults aged >=18 years,26.1,33249,POINT (-117.7727388 34.16086853)
2021,91750,STROKE,Stroke among adults aged >=18 years,2.7,33249,POINT (-117.7727388 34.16086853)
2021,91752,CASTHMA,Current asthma among adults aged >=18 years,9.3,30047,POINT (-117.5339683 33.99574397)
2021,91752,STROKE,Stroke among adults aged >=18 years,2.6,30047,POINT (-117.5339683 33.99574397)
2021,91752,OBESITY,Obesity among adults aged >=18 years,35.8,30047,POINT (-117.5339683 33.99574397)
2021,91752,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.3,30047,POINT (-117.5339683 33.99574397)
2021,91754,STROKE,Stroke among adults aged >=18 years,3.1,32742,POINT (-118.146089 34.04683305)
2021,91754,CASTHMA,Current asthma among adults aged >=18 years,7.3,32742,POINT (-118.146089 34.04683305)
2021,91754,DIABETES,Diagnosed diabetes among adults aged >=18 years,15.0,32742,POINT (-118.146089 34.04683305)
2021,91754,OBESITY,Obesity among adults aged >=18 years,19.5,32742,POINT (-118.146089 34.04683305)
2021,91755,STROKE,Stroke among adults aged >=18 years,3.3,27496,POINT (-118.1149972 34.04799041)
2021,91755,OBESITY,Obesity among adults aged >=18 years,19.3,27496,POINT (-118.1149972 34.04799041)
2021,91755,CASTHMA,Current asthma among adults aged >=18 years,7.4,27496,POINT (-118.1149972 34.04799041)
2021,91755,DIABETES,Diagnosed diabetes among adults aged >=18 years,16.3,27496,POINT (-118.1149972 34.04799041)
2021,91759,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.9,476,POINT (-117.6914928 34.25406791)
2021,91759,STROKE,Stroke among adults aged >=18 years,3.3,476,POINT (-117.6914928 34.25406791)
2021,91759,OBESITY,Obesity among adults aged >=18 years,34.7,476,POINT (-117.6914928 34.25406791)
2021,91759,CASTHMA,Current asthma among adults aged >=18 years,9.7,476,POINT (-117.6914928 34.25406791)
2021,91761,STROKE,Stroke among adults aged >=18 years,2.3,56913,POINT (-117.5921458 34.0345642)
2021,91761,CASTHMA,Current asthma among adults aged >=18 years,9.6,56913,POINT (-117.5921458 34.0345642)
2021,91761,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.1,56913,POINT (-117.5921458 34.0345642)
2021,91761,OBESITY,Obesity among adults aged >=18 years,37.3,56913,POINT (-117.5921458 34.0345642)
2021,91762,CASTHMA,Current asthma among adults aged >=18 years,9.9,55857,POINT (-117.6679725 34.05846454)
2021,91762,STROKE,Stroke among adults aged >=18 years,2.6,55857,POINT (-117.6679725 34.05846454)
2021,91762,OBESITY,Obesity among adults aged >=18 years,38.7,55857,POINT (-117.6679725 34.05846454)
2021,91762,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.1,55857,POINT (-117.6679725 34.05846454)
2021,91763,CASTHMA,Current asthma among adults aged >=18 years,9.8,36375,POINT (-117.6983051 34.07230143)
2021,91763,OBESITY,Obesity among adults aged >=18 years,38.2,36375,POINT (-117.6983051 34.07230143)
2021,91763,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.8,36375,POINT (-117.6983051 34.07230143)
2021,91763,STROKE,Stroke among adults aged >=18 years,2.7,36375,POINT (-117.6983051 34.07230143)
2021,91764,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.5,54086,POINT (-117.6193223 34.07777715)
2021,91764,OBESITY,Obesity among adults aged >=18 years,39.1,54086,POINT (-117.6193223 34.07777715)
2021,91764,STROKE,Stroke among adults aged >=18 years,2.4,54086,POINT (-117.6193223 34.07777715)
2021,91764,CASTHMA,Current asthma among adults aged >=18 years,10.0,54086,POINT (-117.6193223 34.07777715)
2021,91765,OBESITY,Obesity among adults aged >=18 years,19.8,46457,POINT (-117.8144668 33.98827298)
2021,91765,CASTHMA,Current asthma among adults aged >=18 years,7.5,46457,POINT (-117.8144668 33.98827298)
2021,91765,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.2,46457,POINT (-117.8144668 33.98827298)
2021,91765,STROKE,Stroke among adults aged >=18 years,2.1,46457,POINT (-117.8144668 33.98827298)
2021,91766,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.9,71599,POINT (-117.7569034 34.0417972)
2021,91766,OBESITY,Obesity among adults aged >=18 years,31.6,71599,POINT (-117.7569034 34.0417972)
2021,91766,CASTHMA,Current asthma among adults aged >=18 years,9.8,71599,POINT (-117.7569034 34.0417972)
2021,91766,STROKE,Stroke among adults aged >=18 years,2.5,71599,POINT (-117.7569034 34.0417972)
2021,91767,OBESITY,Obesity among adults aged >=18 years,31.1,48068,POINT (-117.7384821 34.0814666)
2021,91767,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.5,48068,POINT (-117.7384821 34.0814666)
2021,91767,STROKE,Stroke among adults aged >=18 years,2.7,48068,POINT (-117.7384821 34.0814666)
2021,91767,CASTHMA,Current asthma among adults aged >=18 years,9.8,48068,POINT (-117.7384821 34.0814666)
2021,91768,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.2,34537,POINT (-117.7922405 34.06747928)
2021,91768,CASTHMA,Current asthma among adults aged >=18 years,10.1,34537,POINT (-117.7922405 34.06747928)
2021,91768,OBESITY,Obesity among adults aged >=18 years,30.8,34537,POINT (-117.7922405 34.06747928)
2021,91768,STROKE,Stroke among adults aged >=18 years,2.5,34537,POINT (-117.7922405 34.06747928)
2021,91770,CASTHMA,Current asthma among adults aged >=18 years,8.0,62097,POINT (-118.0836459 34.06432635)
2021,91770,DIABETES,Diagnosed diabetes among adults aged >=18 years,14.9,62097,POINT (-118.0836459 34.06432635)
2021,91770,STROKE,Stroke among adults aged >=18 years,3.0,62097,POINT (-118.0836459 34.06432635)
2021,91770,OBESITY,Obesity among adults aged >=18 years,21.8,62097,POINT (-118.0836459 34.06432635)
2021,91773,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.2,33119,POINT (-117.8097965 34.11003398)
2021,91773,CASTHMA,Current asthma among adults aged >=18 years,9.1,33119,POINT (-117.8097965 34.11003398)
2021,91773,STROKE,Stroke among adults aged >=18 years,2.7,33119,POINT (-117.8097965 34.11003398)
2021,91773,OBESITY,Obesity among adults aged >=18 years,26.4,33119,POINT (-117.8097965 34.11003398)
2021,91775,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.1,23988,POINT (-118.0941925 34.10934776)
2021,91775,CASTHMA,Current asthma among adults aged >=18 years,7.6,23988,POINT (-118.0941925 34.10934776)
2021,91775,STROKE,Stroke among adults aged >=18 years,2.5,23988,POINT (-118.0941925 34.10934776)
2021,91775,OBESITY,Obesity among adults aged >=18 years,20.6,23988,POINT (-118.0941925 34.10934776)
2021,91776,DIABETES,Diagnosed diabetes among adults aged >=18 years,14.2,38475,POINT (-118.0949055 34.08987968)
2021,91776,CASTHMA,Current asthma among adults aged >=18 years,7.8,38475,POINT (-118.0949055 34.08987968)
2021,91776,STROKE,Stroke among adults aged >=18 years,2.9,38475,POINT (-118.0949055 34.08987968)
2021,91776,OBESITY,Obesity among adults aged >=18 years,20.7,38475,POINT (-118.0949055 34.08987968)
2021,91780,CASTHMA,Current asthma among adults aged >=18 years,7.8,34332,POINT (-118.064186 34.10417239)
2021,91780,OBESITY,Obesity among adults aged >=18 years,20.8,34332,POINT (-118.064186 34.10417239)
