This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"118293","STOCKTON 1 N",-90.0000,42.3500,293,"COOP","14045"
"118684","TUSCOLA",-88.2833,39.8000,199,"COOP","14061"
"118740","URBANA",-88.2406,40.0842,220,"COOP","14064"
"118781","VANDALIA",-89.0667,38.9667,141,"COOP","14069"
"118860","VIRDEN",-89.7667,39.5000,206,"COOP","14073"
"118916","WALNUT",-89.6000,41.5500,210,"COOP","14075"
"119002","WATERLOO",-90.1500,38.3333,198,"COOP","14080"
"119021","WATSEKA 2 NW",-87.7667,40.7833,189,"COOP","14082"
"119029","WAUKEGAN",-87.8833,42.3500,213,"COOP","14083"
"119221","WHEATON 3 SE",-88.0667,41.8167,207,"COOP","14095"
"119241","WHITE HALL 1",-90.3833,39.4333,177,"COOP","14096"
"119354","WINDSOR",-88.6000,39.4333,210,"COOP","14102"
"120177","ANDERSON SEW",-85.7167,40.1000,258,"COOP","14120"
"120200","ANGOLA",-84.9833,41.6333,308,"COOP","14122"
"120331","ATTICA 2 E",-87.1833,40.3000,207,"COOP","14125"
"120676","BERNE",-84.9500,40.6667,262,"COOP","14134"
"120784","BLOOMINGTON",-86.5167,39.1667,253,"COOP","14137"
"120830","BLUFFTON 1 N",-85.1667,40.7500,251,"COOP","14144"
"120852","BOONVILLE 1",-87.2833,38.0333,122,"COOP","14146"
"120858","BOSWELL 4 WN",-87.4667,40.5333,235,"COOP","14148"
"121030","BROOKVILLE",-85.0000,39.4167,205,"COOP","14156"
"121229","CAMBRIDGE CI",-85.1833,39.8667,305,"COOP","14163"
"121425","CHARLESTOWN",-85.6833,38.3667,160,"COOP","14173"
"121739","COLUMBIA CIT",-85.4833,41.1500,259,"COOP","14181"
"121747","COLUMBUS",-85.9167,39.2000,183,"COOP","14182"
"121869","CRANE NAVAL",-86.8333,38.8667,223,"COOP","14193"
"121873","CRAWFORDSVIL",-86.9333,39.9667,246,"COOP","14194"
"122149","DELPHI 3 NNE",-86.6667,40.6167,171,"COOP","14212"
"122309","DUBOIS S IND",-86.7000,38.4500,210,"COOP","14217"
"122660","ENGLISH 4 S",-86.4667,38.2833,155,"COOP","14231"
"122731","EVANSVILLE",-87.5500,37.9667,117,"COOP","14234"
"122825","FARMLAND 5 N",-85.1500,40.2500,294,"COOP","14243"
"123082","FRANKFORT DI",-86.5000,40.3167,255,"COOP","14259"
"123104","FREELANDVILL",-87.3000,38.8667,168,"COOP","14266"
"123207","GARRETT 1 S",-85.1333,41.3333,265,"COOP","14271"
"123418","GOSHEN COLLE",-85.8333,41.5667,245,"COOP","14277"
"123513","GREENCASTLE",-86.8500,39.6333,262,"COOP","14281"
"123527","GREENFIELD",-85.7500,39.7833,264,"COOP","14282"
"123547","GREENSBURG",-85.5000,39.3500,274,"COOP","14286"
"124008","HOBART 2 WNW",-87.2833,41.5500,195,"COOP","14305"
"124181","HUNTINGTON",-85.5000,40.8500,221,"COOP","14313"
"124244","INDIANA DUNE",-87.0833,41.6333,207,"COOP","14315"
"124272","INDIANAPOLIS",-86.0667,39.7167,258,"COOP","14326"
"124356","JAMESTOWN",-86.6333,39.9167,288,"COOP","14330"
"124527","KENTLAND",-87.4500,40.7667,209,"COOP","14339"
"124662","KOKOMO 3 WSW",-86.1667,40.4667,250,"COOP","14345"
"124715","LAFAYETTE 5",-86.8667,40.3500,183,"COOP","14351"
"124730","LAGRANGE SEW",-85.4167,41.6500,273,"COOP","14353"
"124782","LAKEVILLE",-86.2667,41.5167,256,"COOP","14356"
"124837","LA PORTE",-86.7167,41.6000,247,"COOP","14362"
"125117","LOGANSPORT C",-86.3833,40.7500,183,"COOP","14378"
"125174","LOWELL",-87.4167,41.2833,203,"COOP","14380"
"125237","MADISON SEWA",-85.4000,38.7333,140,"COOP","14383"
"125337","MARION 2 N",-85.6667,40.5667,241,"COOP","14387"
"125407","MARTINSVILLE",-86.4500,39.4000,186,"COOP","14394"
"125658","MILAN 5 NE",-85.0500,39.1667,297,"COOP","14408"
"126001","MOUNT VERNON",-87.8833,37.9500,128,"COOP","14424"
"126164","NEW CASTLE 4",-85.3667,39.9833,325,"COOP","14437"
"126304","NEW WHITELAN",-86.1000,39.5500,239,"COOP","14443"
"126506","OAKLANDON GE",-85.9833,39.9000,242,"COOP","14457"
"126580","OOLITIC PURD",-86.5500,38.8833,198,"COOP","14459"
"126705","PAOLI",-86.4833,38.5500,171,"COOP","14464"
"126830","PERRYSVILLE",-87.5000,40.0667,189,"COOP","14468"
"126872","PETERSBURG 6",-87.2833,38.5000,148,"COOP","14470"
"126989","PLYMOUTH",-86.3000,41.3333,244,"COOP","14471"
"127069","PORTLAND 1 S",-85.0000,40.4167,277,"COOP","14475"
"127102","PRAIRIE HEIG",-85.2000,41.6333,302,"COOP","14480"
"127125","PRINCETON 1",-87.5833,38.3500,146,"COOP","14481"
"127298","RENSSELAER",-87.1500,40.9333,198,"COOP","14487"
"127370","RICHMOND WTR",-84.8833,39.8833,309,"COOP","14490"
"127482","ROCHESTER",-86.2167,41.0667,235,"COOP","14494"
"127522","ROCKVILLE",-87.2333,39.7667,210,"COOP","14498"
"127646","RUSHVILLE SE",-85.4500,39.6000,291,"COOP","14502"
"127724","SAINT MEINRA",-86.8000,38.1667,155,"COOP","14504"
"127755","SALEM",-86.0833,38.6167,244,"COOP","14506"
"127875","SCOTTSBURG",-85.7667,38.7000,168,"COOP","14513"
"127935","SEYMOUR 2 N",-85.9000,38.9833,182,"COOP","14516"
"127959","SHAKAMAK STA",-87.2500,39.1667,162,"COOP","14517"
"127999","SHELBYVILLE",-85.7833,39.5167,229,"COOP","14520"
"128036","SHOALS HIWAY",-86.8000,38.6667,168,"COOP","14521"
"128290","SPENCER",-86.7667,39.2833,168,"COOP","14526"
"128352","SPURGEON 2 N",-87.2500,38.2833,134,"COOP","14529"
"128698","TELL CITY",-86.7667,37.9500,122,"COOP","14537"
"128723","TERRE HAUTE",-87.3667,39.3833,163,"COOP","14539"
"128784","TIPTON 5 SW",-86.1167,40.2167,273,"COOP","14544"
"128999","VALPARAISO W",-87.0333,41.5167,244,"COOP","14555"
"129080","VEVAY",-85.0667,38.7500,143,"COOP","14560"
"129113","VINCENNES 5",-87.5000,38.7333,137,"COOP","14563"
"129138","WABASH",-85.8167,40.7833,223,"COOP","14566"
"129222","WANATAH 2 WN",-86.9333,41.4333,224,"COOP","14570"
"129240","WARSAW",-85.8667,41.2333,247,"COOP","14572"
"129253","WASHINGTON",-87.1833,38.6667,148,"COOP","14574"
"129430","WEST LAFAYET",-87.0000,40.4667,215,"COOP","14584"
"129557","WHITESTOWN",-86.3500,40.0000,285,"COOP","14590"
"129670","WINAMAC 2 SS",-86.5833,41.0167,210,"COOP","14593"
"129678","WINCHESTER A",-84.9167,40.1833,338,"COOP","14595"
"130112","ALBIA 3 NNE",-92.7867,41.0656,268,"COOP","14610"
"130133","ALGONA 3 W",-94.3000,43.0667,375,"COOP","14613"
"130157","ALLISON",-92.7833,42.7500,320,"COOP","14615"
"130200","AMES 8 WSW",-93.7739,42.0214,335,"COOP","14623"
"130213","ANAMOSA 1 WN",-91.3000,42.1167,245,"COOP","14629"
"130241","ANKENY",-93.5667,41.7333,287,"COOP","14632"
"130364","ATLANTIC 1 N",-95.0000,41.4167,366,"COOP","14633"
"130385","AUDUBON 1 SS",-94.9167,41.7000,393,"COOP","14636"
"130536","BEACONSFIELD",-94.0500,40.8333,347,"COOP","14643"
"130576","BEDFORD",-94.7333,40.6667,346,"COOP","14645"
"130600","BELLE PLAINE",-92.2667,41.9000,256,"COOP","14648"
"130608","BELLEVUE LOC",-90.4233,42.2614,184,"COOP","14650"
"130753","BLOOMFIELD 1",-92.4333,40.7500,247,"COOP","14654"
"130807","BOONE",-93.8911,42.0425,320,"COOP","14656"
"130923","BRITT",-93.8000,43.0833,369,"COOP","14660"
"130933","BROOKLYN",-92.4461,41.7283,265,"COOP","14661"
"131060","BURLINGTON R",-91.1667,40.8167,214,"COOP","14665"
"131233","CARROLL",-94.8500,42.0667,378,"COOP","14672"
"131257","CASCADE",-91.0167,42.3000,259,"COOP","14674"
"131277","CASTANA EXPE",-95.8364,42.0636,442,"COOP","14675"
"131319","CEDAR RAPIDS",-91.5856,42.0394,259,"COOP","14678"
"131354","CENTERVILLE",-92.8667,40.7333,299,"COOP","14680"
"131394","CHARITON 1 E",-93.2833,41.0000,308,"COOP","14683"
"131402","CHARLES CITY",-92.6750,43.0556,315,"COOP","14685"
"131442","CHEROKEE",-95.5333,42.7500,360,"COOP","14687"
"131533","CLARINDA",-95.0333,40.7333,320,"COOP","14692"
"131541","CLARION",-93.7333,42.7333,360,"COOP","14694"
"131635","CLINTON NO 1",-90.2667,41.8000,178,"COOP","14697"
"131651","CLIO 4 NW",-93.5000,40.6833,329,"COOP","14699"
"131710","COLO",-93.3178,42.0161,305,"COOP","14705"
"131731","COLUMBUS JUN",-91.3667,41.2500,204,"COOP","14707"
"131833","CORNING",-94.7500,41.0000,370,"COOP","14715"
"131954","CRESCO 1 NE",-92.0939,43.3894,383,"COOP","14722"
"131962","CRESTON 2 SW",-94.4000,41.0333,402,"COOP","14723"
"132110","DECORAH",-91.8000,43.3000,262,"COOP","14732"
"132171","DENISON",-95.3333,42.0333,427,"COOP","14736"
"132364","DUBUQUE LOCK",-90.6500,42.5333,189,"COOP","14758"
"132573","ELDORA",-93.1000,42.3500,333,"COOP","14769"
"132603","ELKADER 5 SS",-91.4500,42.7833,235,"COOP","14771"
"132689","EMMETSBURG",-94.6833,43.1000,378,"COOP","14775"
"132724","ESTHERVILLE",-94.8333,43.4167,397,"COOP","14777"
"132789","FAIRFIELD",-91.9500,41.0333,226,"COOP","14782"
"132864","FAYETTE",-91.8000,42.8500,320,"COOP","14784"
"132977","FOREST CITY",-93.6333,43.2833,396,"COOP","14787"
"132999","FORT DODGE",-94.2000,42.5000,340,"COOP","14788"
"133007","FORT MADISON",-91.3333,40.6167,162,"COOP","14791"
"133290","GLENWOOD 3 S",-95.7667,41.0000,291,"COOP","14800"
"133438","GREENFIELD",-94.4667,41.3000,408,"COOP","14806"
"133473","GRINNELL 3 S",-92.7333,41.7167,307,"COOP","14809"
"133487","GRUNDY CENTE",-92.7833,42.3667,311,"COOP","14810"
"133509","GUTHRIE CENT",-94.5167,41.6833,328,"COOP","14811"
"133517","GUTTENBERG L",-91.1000,42.7833,190,"COOP","14812"
"133584","HAMPTON",-93.2000,42.7500,346,"COOP","14816"
"133632","HARLAN",-95.3167,41.6500,354,"COOP","14820"
"133718","HAWARDEN",-96.4833,43.0000,363,"COOP","14826"
"133985","HUMBOLDT 3 W",-94.2667,42.7167,347,"COOP","14840"
"134038","IDA GROVE 5",-95.5167,42.4000,402,"COOP","14841"
"134049","INDEPENDENCE",-91.8167,42.4833,313,"COOP","14843"
"134063","INDIANOLA",-93.5500,41.3667,287,"COOP","14845"
"134101","IOWA CITY",-91.5333,41.6500,195,"COOP","14849"
"134142","IOWA FALLS",-93.2667,42.5333,344,"COOP","14861"
"134228","JEFFERSON",-94.3833,42.0167,320,"COOP","14865"
"134381","KEOKUK LOCK",-91.3667,40.4000,161,"COOP","14874"
"134389","KEOSAUQUA",-91.9667,40.7333,191,"COOP","14876"
"134561","LAKE PARK",-95.3167,43.4500,447,"COOP","14887"
"134585","LAMONI",-93.9500,40.6167,344,"COOP","14889"
"134705","LE CLAIRE L",-90.4167,41.5833,176,"COOP","14897"
"134735","LE MARS",-96.1667,42.7833,364,"COOP","14898"
"134758","LEON 6 ESE",-93.6333,40.7333,305,"COOP","14903"
"134894","LOGAN",-95.7833,41.6333,302,"COOP","14908"
"135086","MANCHESTER #",-91.4500,42.4667,302,"COOP","14919"
"135123","MAPLETON NO",-95.7833,42.1667,347,"COOP","14921"
"135131","MAQUOKETA 3",-90.6500,42.0167,207,"COOP","14923"
"135198","MARSHALLTOWN",-92.9333,42.0667,265,"COOP","14930"
"135203","MARSHALLTOWN",-92.9000,42.0667,260,"COOP","14932"
"135230","MASON CITY",-93.2000,43.1500,344,"COOP","14934"
"135493","MILFORD 4 NW",-95.1833,43.3833,427,"COOP","14946"
"135769","MOUNT AYR 4",-94.3000,40.6833,339,"COOP","14968"
"135796","MOUNT PLEASA",-91.5500,40.9500,223,"COOP","14969"
"135837","MUSCATINE",-91.0667,41.4000,167,"COOP","14974"
"135952","NEW HAMPTON",-92.3167,43.0667,354,"COOP","14982"
"135992","NEWTON",-93.0500,41.7000,287,"COOP","14985"
"136103","NORTHWOOD",-93.2167,43.4500,369,"COOP","14990"
"136151","OAKLAND 4 WS",-95.4667,41.3000,351,"COOP","14994"
"136200","OELWEIN 2 S",-91.9167,42.6500,308,"COOP","15001"
"136243","ONAWA",-96.1000,42.0167,323,"COOP","15005"
"136305","OSAGE",-92.8000,43.2833,357,"COOP","15009"
"136327","OSKALOOSA",-92.6500,41.3167,253,"COOP","15011"
"136566","PERRY",-94.1167,41.8500,294,"COOP","15029"
"136719","POCAHONTAS",-94.6667,42.7333,369,"COOP","15034"
"136800","PRIMGHAR",-95.6333,43.0833,463,"COOP","15037"
"136910","RATHBUN DAM",-92.9000,40.8167,294,"COOP","15042"
"136940","RED OAK",-95.2333,41.0000,317,"COOP","15044"
"137147","ROCK RAPIDS",-96.1667,43.4333,411,"COOP","15056"
"137161","ROCKWELL CIT",-94.6167,42.4000,369,"COOP","15058"
"137312","SAC CITY",-95.0000,42.4333,366,"COOP","15064"
"137386","SANBORN",-95.6833,43.1833,473,"COOP","15069"
"137594","SHELDON",-95.8500,43.1833,433,"COOP","15077"
"137613","SHENANDOAH",-95.3667,40.7500,308,"COOP","15081"
"137664","SIBLEY 5 NNE",-95.7167,43.4500,509,"COOP","15082"
"137669","SIDNEY",-95.6500,40.7500,344,"COOP","15083"
"137678","SIGOURNEY",-92.2000,41.3333,244,"COOP","15084"
"137700","SIOUX CENTER",-96.1500,43.0500,415,"COOP","15086"
"137726","SIOUX RAPIDS",-95.0500,42.8833,433,"COOP","15093"
"137844","SPENCER 1 N",-95.1500,43.1667,404,"COOP","15099"
"137979","STORM LAKE 2",-95.1833,42.6333,434,"COOP","15109"
"138026","SWEA CITY",-94.3167,43.3833,353,"COOP","15116"
"138266","TIPTON 4 NE",-91.0667,41.8333,235,"COOP","15122"
"138296","TOLEDO",-92.5833,41.9833,271,"COOP","15124"
"138339","TRIPOLI",-92.2500,42.8167,320,"COOP","15128"
"138688","WASHINGTON",-91.6833,41.2833,230,"COOP","15143"
"138693","WASHTA",-95.7167,42.5833,354,"COOP","15144"
"138806","WEBSTER CITY",-93.8000,42.4667,320,"COOP","15157"
"139067","WILLIAMSBURG",-92.0000,41.6667,259,"COOP","15168"
"139132","WINTERSET 2",-94.0333,41.3667,326,"COOP","15170"
"140010","ABILENE 2 W",-97.2500,38.9167,357,"COOP","15174"
"140201","ALTON 6 ESE",-98.8500,39.4333,494,"COOP","15193"
"140365","ASHLAND",-99.7667,37.2000,600,"COOP","15207"
"140405","ATCHISON",-95.1167,39.5667,288,"COOP","15211"
"140439","ATWOOD 2 SW",-101.0667,39.7833,872,"COOP","15218"
"140682","BELLEVILLE",-97.6333,39.8333,469,"COOP","15247"
"140693","BELOIT",-98.1000,39.4833,446,"COOP","15248"
"140865","BISON",-99.2000,38.5167,613,"COOP","15260"
"141029","BREWSTER 4 W",-101.4500,39.3667,1048,"COOP","15271"
"141351","CASSODAY",-96.6333,38.0500,445,"COOP","15304"
"141383","CEDAR BLUFF",-99.7167,38.8000,649,"COOP","15308"
"141408","CENTRALIA",-96.1167,39.7167,402,"COOP","15315"
"141522","CIMARRON",-100.3500,37.8167,821,"COOP","15331"
"141559","CLAY CENTER",-97.1167,39.3833,372,"COOP","15334"
"141612","CLINTON LAKE",-95.3333,38.9333,298,"COOP","15342"
"141699","COLBY 1 SW",-101.0667,39.3833,966,"COOP","15351"
"141704","COLDWATER",-99.3333,37.2667,635,"COOP","15352"
"141740","COLUMBUS 1 S",-94.8500,37.1667,274,"COOP","15357"
"141858","COTTONWOOD F",-96.5500,38.3667,378,"COOP","15369"
"141867","COUNCIL GROV",-96.5167,38.6833,402,"COOP","15372"
"142401","EL DORADO",-96.8333,37.8167,396,"COOP","15411"
"142430","ELK CITY LAK",-95.8000,37.2833,242,"COOP","15426"
"142432","ELKHART",-101.8833,37.0000,1097,"COOP","15428"
"142459","ELLSWORTH",-98.2333,38.7167,466,"COOP","15435"
"142548","EMPORIA 3 NW",-96.2000,38.4333,372,"COOP","15445"
"142622","EUREKA",-96.2833,37.8167,332,"COOP","15454"
"142686","FALL RIVER L",-96.0833,37.6500,311,"COOP","15458"
"142773","FLORENCE",-96.9333,38.2500,394,"COOP","15461"
"142835","FORT SCOTT",-94.7000,37.8500,258,"COOP","15465"
"142894","FREDONIA",-95.8167,37.5333,283,"COOP","15477"
"142980","GARDEN CITY",-100.8167,37.9833,874,"COOP","15486"
"143008","GARNETT 1 E",-95.2333,38.2833,299,"COOP","15490"
"143074","GIRARD",-94.8333,37.5167,300,"COOP","15497"
"143100","GLEN ELDER L",-98.3167,39.5000,457,"COOP","15503"
"143239","GREENSBURG",-99.3000,37.6167,680,"COOP","15519"
"143523","HAYS",-99.3167,38.8667,607,"COOP","15540"
"143527","HAYS 1 S",-99.3333,38.8667,613,"COOP","15541"
"143554","HEALY",-100.6167,38.6000,869,"COOP","15546"
"143594","HERINGTON",-96.9500,38.6667,411,"COOP","15547"
"143686","HILLSDALE LA",-94.9000,38.6667,308,"COOP","15561"
"143759","HOLTON 1 S",-95.7333,39.4500,341,"COOP","15563"
"143810","HORTON",-95.5167,39.6667,314,"COOP","15564"
"143822","HOWARD 5 NE",-96.2000,37.5167,335,"COOP","15570"
"143837","HOXIE",-100.4500,39.3500,820,"COOP","15571"
"143847","HUDSON",-98.6500,38.1000,569,"COOP","15574"
"143855","HUGOTON",-101.3500,37.1833,948,"COOP","15575"
"143930","HUTCHINSON 1",-98.0333,37.9333,479,"COOP","15583"
"143954","INDEPENDENCE",-95.7000,37.2500,238,"COOP","15586"
"143984","IOLA 1 W",-95.4333,37.9167,291,"COOP","15589"
"144087","JETMORE 12 N",-99.9667,38.2500,692,"COOP","15601"
"144178","KANOPOLIS LA",-97.9500,38.6000,455,"COOP","15616"
"144313","KINGMAN",-98.1167,37.6333,460,"COOP","15625"
"144333","KINSLEY",-99.4167,37.9167,661,"COOP","15631"
"144464","LAKIN",-101.2500,37.9333,914,"COOP","15643"
"144530","LARNED",-99.1000,38.1833,608,"COOP","15646"
"144559","LAWRENCE",-95.2667,38.9667,299,"COOP","15652"
"144588","LEAVENWORTH",-94.9333,39.3167,277,"COOP","15660"
"144665","LEOTI 1 W",-101.3667,38.4833,1009,"COOP","15673"
"144695","LIBERAL",-100.9167,37.0500,864,"COOP","15680"
"144712","LINCOLN 1 ES",-98.1167,39.0333,421,"COOP","15684"
"144857","LOVEWELL LAK",-98.0333,39.9000,488,"COOP","15702"
"144972","MANHATTAN",-96.5833,39.2000,325,"COOP","15716"
"145039","MARION LAKE",-97.0833,38.3833,411,"COOP","15723"
"145063","MARYSVILLE",-96.6333,39.8333,360,"COOP","15727"
"145127","MC DONALD",-101.3667,39.7833,1025,"COOP","15734"
"145171","MEADE",-100.3333,37.2833,755,"COOP","15740"
"145173","MEDICINE LOD",-98.5833,37.2833,457,"COOP","15742"
"145306","MILFORD LAKE",-96.8833,39.0833,369,"COOP","15755"
"145363","MINNEAPOLIS",-97.7000,39.1333,399,"COOP","15760"
"145528","MOUND CITY",-94.8167,38.1333,256,"COOP","15770"
"145536","MOUND VALLEY",-95.4500,37.1833,244,"COOP","15772"
"145744","NEWTON 2 SW",-97.3833,38.0333,441,"COOP","15787"
"145852","NORTON DAM",-99.9333,39.8167,713,"COOP","15793"
"145856","NORTON 9 SSE",-99.8333,39.7000,719,"COOP","15796"
"145870","NORWICH",-97.8500,37.4500,454,"COOP","15798"
"145888","OAKLEY 4 W",-100.9167,39.1167,945,"COOP","15800"
"145906","OBERLIN",-100.5333,39.8333,796,"COOP","15802"
"145972","OLATHE 3 E",-94.7667,38.8833,322,"COOP","15808"
"146100","OSKALOOSA",-95.3167,39.2167,340,"COOP","15821"
"146128","OTTAWA",-95.2833,38.6167,274,"COOP","15824"
"146209","PAOLA",-94.8667,38.5833,262,"COOP","15837"
"146242","PARSONS 2 NW",-95.2833,37.3667,277,"COOP","15840"
"146333","PERRY LAKE",-95.4167,39.1167,293,"COOP","15848"
"146435","PLAINVILLE 4",-99.3833,39.2333,675,"COOP","15857"
"146549","PRATT 4 W",-98.8072,37.6383,591,"COOP","15873"
"146637","QUINTER",-100.2333,39.0667,814,"COOP","15880"
"146808","RICHFIELD 1",-101.7667,37.2667,1039,"COOP","15895"
"147049","RUSSELL SPRI",-101.1833,38.9000,903,"COOP","15913"
"147093","SAINT FRANCI",-101.8000,39.7667,1025,"COOP","15923"
"147271","SCOTT CITY",-100.9000,38.4833,905,"COOP","15945"
"147305","SEDAN",-96.1833,37.1333,268,"COOP","15947"
"147397","SHARON SPRIN",-101.7500,38.9000,1052,"COOP","15955"
"147542","SMITH CENTER",-98.7833,39.7833,543,"COOP","15963"
"147796","STERLING",-98.2000,38.2167,499,"COOP","15971"
"147922","SUBLETTE",-100.8500,37.4833,883,"COOP","15978"
"148038","SYRACUSE",-101.7500,37.9833,994,"COOP","15982"
"148191","TORONTO LAKE",-95.9333,37.7500,274,"COOP","16008"
"148235","TRIBUNE 1 W",-101.7667,38.4667,1108,"COOP","16013"
"148250","TROY 2 E",-95.0500,39.7833,323,"COOP","16017"
"148259","TUTTLE CREEK",-96.6000,39.2500,322,"COOP","16020"
"148287","ULYSSES 1 SE",-101.3500,37.5667,908,"COOP","16024"
"148495","WAKEENEY",-99.8833,39.0167,747,"COOP","16036"
"148563","WAMEGO",-96.3167,39.2167,308,"COOP","16044"
"148578","WASHINGTON",-97.0500,39.8167,397,"COOP","16048"
"148670","WELLINGTON 2",-97.4000,37.2333,375,"COOP","16054"
"148914","WILMORE 16 S",-99.0667,37.1333,518,"COOP","16071"
"148946","WILSON LAKE",-98.4833,38.9667,461,"COOP","16075"
"148964","WINFIELD NO.",-96.9667,37.2333,360,"COOP","16077"
"148988","WINONA",-101.2500,39.0667,1013,"COOP","16080"
"149080","YATES CENTER",-95.7167,37.8667,320,"COOP","16087"
"150254","ASHLAND",-82.6167,38.4500,171,"COOP","16109"
"150381","BARBOURVILLE",-83.8833,36.8667,299,"COOP","16114"
"150397","BARDSTOWN 5",-85.3833,37.8167,238,"COOP","16120"
"150402","BARDWELL 2 E",-88.9667,36.8833,125,"COOP","16121"
"150422","BARREN RIVER",-86.1333,36.9000,189,"COOP","16122"
"150450","BAXTER",-83.3333,36.8500,355,"COOP","16124"
"150490","BEAVER DAM",-86.8667,37.4167,134,"COOP","16127"
"150630","BERNHEIM FOR",-85.6500,37.9167,168,"COOP","16137"
"150940","BRADFORDSVIL",-85.1500,37.4833,201,"COOP","16158"
"151345","CARROLLTON L",-85.1500,38.6500,137,"COOP","16185"
"151998","CYNTHIANA",-84.3000,38.3833,213,"COOP","16228"
"152040","DANVILLE",-84.7667,37.6667,274,"COOP","16230"
"152214","DIX DAM",-84.7167,37.8000,265,"COOP","16237"
"152409","EASTERN KENT",-84.3333,37.7500,305,"COOP","16248"
"152512","ELIZABETHTOW",-85.8667,37.7167,213,"COOP","16255"
"152775","FALMOUTH",-84.3167,38.6833,168,"COOP","16266"
"152791","FARMERS 2 S",-83.5500,38.1167,207,"COOP","16267"
"153028","FRANKFORT LO",-84.8667,38.2333,152,"COOP","16279"
"153223","GILBERTSVILL",-88.2667,37.0167,110,"COOP","16290"
"153246","GLASGOW WKAY",-85.9167,37.0000,246,"COOP","16293"
"153295","GOLDEN POND",-88.0000,36.9000,122,"COOP","16296"
"153382","GRAY HAWK",-83.9500,37.4000,381,"COOP","16300"
"153391","GRAYSON 3 SW",-82.9667,38.2833,213,"COOP","16302"
"153430","GREENSBURG",-85.5000,37.2500,180,"COOP","16308"
"153604","HARDINSBURG",-86.4333,37.7667,223,"COOP","16315"
"153741","HEIDELBERG",-83.7667,37.5500,203,"COOP","16328"
"153762","HENDERSON 7",-87.6333,37.7500,131,"COOP","16330"
"153929","HODGENVILLE-",-85.7333,37.5333,240,"COOP","16342"
"153994","HOPKINSVILLE",-87.5500,36.8500,174,"COOP","16343"
"154093","HYDEN",-83.3667,37.1500,296,"COOP","16345"
"154208","JAMESTOWN 3",-85.0667,37.0167,308,"COOP","16355"
"154703","LEITCHFIELD",-86.3000,37.5167,189,"COOP","16379"
"154967","LOVELACEVILL",-88.8333,36.9667,113,"COOP","16412"
"155067","MADISONVILLE",-87.5167,37.3500,134,"COOP","16419"
"155097","MAMMOTH CAVE",-86.0833,37.1833,241,"COOP","16421"
"155111","MANCHESTER 4",-83.8167,37.1500,265,"COOP","16423"
"155233","MAYFIELD RAD",-88.6333,36.7833,116,"COOP","16434"
"155243","MAYSVILLE SE",-83.7833,38.6833,157,"COOP","16437"
"155524","MONTICELLO 3",-84.8333,36.8667,298,"COOP","16455"
"155640","MOUNT STERLI",-83.9500,38.0667,308,"COOP","16463"
"155648","MOUNT VERNON",-84.3333,37.3500,354,"COOP","16464"
"155694","MURRAY",-88.3000,36.6000,161,"COOP","16470"
"155834","NOLIN RIVER",-86.2500,37.2833,186,"COOP","16476"
"156117","PADUCAH SEWA",-88.6000,37.1000,99,"COOP","16499"
"156136","PAINTSVILLE",-82.7833,37.8167,192,"COOP","16505"
"156580","PRINCETON 1",-87.8667,37.1167,151,"COOP","16533"
"156595","PROVIDENCE",-87.7667,37.4000,125,"COOP","16534"
"156882","ROCHESTER FE",-86.9000,37.2167,125,"COOP","16544"
"156988","ROUGH RIVER",-86.5000,37.6167,169,"COOP","16546"
"157215","SCOTTSVILLE",-86.2167,36.7333,259,"COOP","16564"
"157324","SHELBYVILLE",-85.2000,38.2000,222,"COOP","16572"
"157510","SOMERSET 2 N",-84.6167,37.1167,320,"COOP","16582"
"157677","STEARNS 2 S",-84.4833,36.6667,372,"COOP","16592"
"157800","SUMMER SHADE",-85.7167,36.8833,262,"COOP","16596"
"158446","WARSAW MARKL",-84.9667,38.7667,142,"COOP","16625"
"158551","WEST LIBERTY",-83.2667,37.9167,253,"COOP","16631"
"158709","WILLIAMSBURG",-84.1667,36.7333,305,"COOP","16639"
"158714","WILLIAMSTOWN",-84.6167,38.6500,287,"COOP","16641"
"160098","ALEXANDRIA",-92.4667,31.3167,27,"COOP","16656"
"160205","AMITE",-90.5333,30.7000,29,"COOP","16660"
"160349","ASHLAND",-93.1167,32.1500,73,"COOP","16666"
"160537","BASTROP",-91.9000,32.7833,37,"COOP","16674"
"160800","BIENVILLE 3",-92.9333,32.3667,94,"COOP","16693"
"161232","BOYCE 3 WNW",-92.7167,31.3833,34,"COOP","16702"
"161246","BRUSLY 2 W",-91.2667,30.3833,6,"COOP","16705"
"161287","BUNKIE",-92.1667,30.9500,18,"COOP","16706"
"161292","BURAS",-89.5167,29.3333,2,"COOP","16707"
"161411","CALHOUN RESE",-92.3333,32.5167,55,"COOP","16715"
"161565","CARVILLE 2 S",-91.1167,30.2000,8,"COOP","16725"
"161899","CLINTON 5 SE",-90.9667,30.8000,61,"COOP","16738"
"162151","COVINGTON 4",-90.1167,30.5333,12,"COOP","16755"
"162212","CROWLEY 2 NE",-92.3667,30.2500,8,"COOP","16758"
"162367","DE RIDDER",-93.2833,30.8333,58,"COOP","16774"
"162534","DONALDSONVIL",-91.0333,30.0667,4,"COOP","16783"
"162800","ELIZABETH",-92.7833,30.8500,38,"COOP","16793"
"162981","EUNICE",-92.4333,30.4833,15,"COOP","16803"
