This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"127028","PLYMOUTH POW",-86.3167,41.3333,239,"COOP","14472"
"127069","PORTLAND 1 S",-85.0000,40.4167,278,"COOP","14475"
"127102","PRAIRIE HEIG",-85.2000,41.6333,300,"COOP","14480"
"127125","PRINCETON 1",-87.5833,38.3500,146,"COOP","14481"
"127298","RENSSELAER",-87.1500,40.9333,198,"COOP","14487"
"127370","RICHMOND WTR",-84.8833,39.8833,309,"COOP","14490"
"127482","ROCHESTER",-86.2167,41.0667,235,"COOP","14494"
"127522","ROCKVILLE",-87.2333,39.7667,210,"COOP","14498"
"127646","RUSHVILLE SE",-85.4500,39.6000,291,"COOP","14502"
"127724","SAINT MEINRA",-86.8000,38.1667,156,"COOP","14504"
"127755","SALEM",-86.0833,38.6167,244,"COOP","14506"
"127875","SCOTTSBURG",-85.7667,38.7000,168,"COOP","14513"
"127935","SEYMOUR 2 N",-85.9000,38.9833,182,"COOP","14516"
"128036","SHOALS HIWAY",-86.8000,38.6667,168,"COOP","14521"
"128290","SPENCER",-86.7667,39.2833,168,"COOP","14526"
"128698","TELL CITY PO",-86.7667,37.9500,122,"COOP","14537"
"128723","TERRE HAUTE",-87.4167,39.3500,169,"COOP","14539"
"128999","VALPARAISO W",-87.0333,41.5167,244,"COOP","14555"
"129080","VEVAY",-85.0667,38.7500,143,"COOP","14560"
"129113","VINCENNES 5",-87.5000,38.7333,137,"COOP","14563"
"129222","WANATAH 2 WN",-86.9333,41.4333,224,"COOP","14570"
"129240","WARSAW",-85.8667,41.2333,246,"COOP","14572"
"129253","WASHINGTON",-87.1667,38.6667,165,"COOP","14574"
"129271","WATERLOO",-85.0333,41.4167,278,"COOP","14577"
"129430","WEST LAFAYET",-87.0000,40.4667,215,"COOP","14584"
"129511","WHEATFIELD 2",-87.0667,41.2333,198,"COOP","14589"
"129557","WHITESTOWN",-86.3333,40.0000,283,"COOP","14590"
"129670","WINAMAC 5 SW",-86.6500,41.0000,214,"COOP","14593"
"129678","WINCHESTER A",-84.9167,40.1833,339,"COOP","14595"
"130112","ALBIA",-92.8000,41.0333,287,"COOP","14610"
"130133","ALGONA 3 W",-94.3000,43.0667,375,"COOP","14613"
"130157","ALLISON",-92.7833,42.7500,320,"COOP","14615"
"130200","AMES 8 WSW",-93.7739,42.0214,336,"COOP","14623"
"130213","ANAMOSA 1 WN",-91.3000,42.1167,245,"COOP","14629"
"130241","ANKENY 3 S",-93.6000,41.6833,286,"COOP","14632"
"130364","ATLANTIC 1 N",-95.0000,41.4167,364,"COOP","14633"
"130385","AUDUBON",-94.9333,41.7167,418,"COOP","14636"
"130536","BEACONSFIELD",-94.0500,40.8167,370,"COOP","14643"
"130576","BEDFORD 1 NN",-94.7167,40.6833,360,"COOP","14645"
"130600","BELLE PLAINE",-92.2667,41.8833,247,"COOP","14648"
"130608","BELLEVUE LOC",-90.4233,42.2614,184,"COOP","14650"
"130753","BLOOMFIELD 1",-92.4333,40.7500,247,"COOP","14654"
"131060","BURLINGTON R",-91.1667,40.8167,214,"COOP","14665"
"131233","CARROLL 2 SS",-94.8833,42.0333,381,"COOP","14672"
"131257","CASCADE",-91.0167,42.3000,259,"COOP","14674"
"131277","CASTANA EXPE",-95.8167,42.0667,433,"COOP","14675"
"131319","CEDAR RAPIDS",-91.5856,42.0394,250,"COOP","14678"
"131354","CENTERVILLE",-92.8667,40.7333,299,"COOP","14680"
"131394","CHARITON",-93.3167,41.0000,293,"COOP","14683"
"131402","CHARLES CITY",-92.6750,43.0556,315,"COOP","14685"
"131442","CHEROKEE",-95.5333,42.7500,360,"COOP","14687"
"131533","CLARINDA",-95.0167,40.7333,320,"COOP","14692"
"131541","CLARION",-93.7500,42.7333,358,"COOP","14694"
"131635","CLINTON NO 1",-90.2667,41.8000,178,"COOP","14697"
"131710","COLO",-93.3178,42.0161,305,"COOP","14705"
"131731","COLUMBUS JUN",-91.3667,41.2500,204,"COOP","14707"
"131954","CRESCO 1 NE",-92.1167,43.3833,384,"COOP","14722"
"131962","CRESTON 2 SW",-94.4000,41.0333,400,"COOP","14723"
"132110","DECORAH 2 N",-91.7833,43.3167,346,"COOP","14732"
"132171","DENISON",-95.3333,42.0333,427,"COOP","14736"
"132359","DUBUQUE AP",-90.6667,42.4000,324,"COOP","14756"
"132364","DUBUQUE LOCK",-90.6500,42.5333,189,"COOP","14758"
"132573","ELDORA",-93.1000,42.3500,332,"COOP","14769"
"132603","ELKADER 5 SS",-91.4500,42.7833,235,"COOP","14771"
"132689","EMMETSBURG",-94.6833,43.1000,378,"COOP","14775"
"132724","ESTHERVILLE",-94.8333,43.4167,397,"COOP","14777"
"132789","FAIRFIELD",-91.9500,41.0333,226,"COOP","14782"
"132864","FAYETTE",-91.8000,42.8333,308,"COOP","14784"
"132977","FOREST CITY",-93.6500,43.2667,390,"COOP","14787"
"132999","FORT DODGE",-94.2000,42.5000,340,"COOP","14788"
"133007","FORT MADISON",-91.3333,40.6167,162,"COOP","14791"
"133290","GLENWOOD",-95.7500,41.0333,302,"COOP","14800"
"133438","GREENFIELD",-94.4667,41.3000,409,"COOP","14806"
"133473","GRINNELL 3 S",-92.7333,41.7167,307,"COOP","14809"
"133487","GRUNDY CENTE",-92.7833,42.3667,311,"COOP","14810"
"133509","GUTHRIE CENT",-94.5000,41.6833,363,"COOP","14811"
"133517","GUTTENBERG L",-91.1000,42.7833,189,"COOP","14812"
"133632","HARLAN",-95.3167,41.6500,354,"COOP","14820"
"133718","HAWARDEN",-96.4833,43.0000,363,"COOP","14826"
"133985","HUMBOLDT 2",-94.2000,42.6833,320,"COOP","14840"
"134038","IDA GROVE",-95.4833,42.3500,374,"COOP","14841"
"134049","INDEPENDENCE",-91.8167,42.4833,313,"COOP","14843"
"134063","INDIANOLA 2",-93.5667,41.3500,256,"COOP","14845"
"134101","IOWA CITY",-91.5333,41.6500,195,"COOP","14849"
"134142","IOWA FALLS",-93.2667,42.5333,357,"COOP","14861"
"134228","JEFFERSON",-94.3833,42.0167,320,"COOP","14865"
"134381","KEOKUK LOCK",-91.3667,40.4000,161,"COOP","14874"
"134389","KEOSAUQUA",-91.9667,40.7333,192,"COOP","14876"
"134502","KNOXVILLE",-93.1333,41.3167,279,"COOP","14881"
"134561","LAKE PARK",-95.3167,43.4500,448,"COOP","14887"
"134585","LAMONI",-93.9500,40.6167,344,"COOP","14889"
"134705","LE CLAIRE L",-90.4167,41.5833,177,"COOP","14897"
"134735","LE MARS",-96.1667,42.8000,361,"COOP","14898"
"134758","LEON 5 ESE",-93.6500,40.7333,302,"COOP","14903"
"134894","LOGAN",-95.8000,41.6333,320,"COOP","14908"
"135086","MANCHESTER #",-91.4500,42.4667,302,"COOP","14919"
"135123","MAPLETON 4 N",-95.8000,42.2333,378,"COOP","14921"
"135131","MAQUOKETA 2",-90.7000,42.0667,207,"COOP","14923"
"135198","MARSHALLTOWN",-92.9333,42.0667,265,"COOP","14930"
"135230","MASON CITY",-93.2000,43.1500,345,"COOP","14934"
"135493","MILFORD 4 NW",-95.1833,43.3833,427,"COOP","14946"
"135769","MOUNT AYR",-94.2500,40.7000,366,"COOP","14968"
"135796","MOUNT PLEASA",-91.5500,40.9500,224,"COOP","14969"
"135837","MUSCATINE",-91.0667,41.4000,167,"COOP","14974"
"135952","NEW HAMPTON",-92.3167,43.0667,354,"COOP","14982"
"135992","NEWTON",-93.0500,41.7000,287,"COOP","14985"
"136103","NORTHWOOD",-93.2167,43.4500,369,"COOP","14990"
"136151","OAKLAND 2 E",-95.3833,41.3167,351,"COOP","14994"
"136200","OELWEIN 2 S",-91.9167,42.6500,308,"COOP","15001"
"136243","ONAWA",-96.1000,42.0167,323,"COOP","15005"
"136305","OSAGE",-92.8000,43.2833,357,"COOP","15009"
"136327","OSKALOOSA",-92.6500,41.3167,253,"COOP","15011"
"136566","PERRY",-94.1167,41.8333,293,"COOP","15029"
"136800","PRIMGHAR",-95.6333,43.0833,463,"COOP","15037"
"136910","RATHBUN DAM",-92.9000,40.8167,294,"COOP","15042"
"136940","RED OAK",-95.2333,41.0000,317,"COOP","15044"
"137147","ROCK RAPIDS",-96.1667,43.4333,412,"COOP","15056"
"137161","ROCKWELL CIT",-94.6167,42.4000,369,"COOP","15058"
"137312","SAC CITY",-95.0000,42.4333,366,"COOP","15064"
"137386","SANBORN",-95.6833,43.1833,473,"COOP","15069"
"137594","SHELDON",-95.8500,43.1833,433,"COOP","15077"
"137613","SHENANDOAH 1",-95.3500,40.7833,296,"COOP","15081"
"137664","SIBLEY 5 NNE",-95.7167,43.4500,509,"COOP","15082"
"137669","SIDNEY",-95.6500,40.7500,343,"COOP","15083"
"137678","SIGOURNEY",-92.2000,41.3333,242,"COOP","15084"
"137700","SIOUX CENTER",-96.1667,43.0667,433,"COOP","15086"
"137726","SIOUX RAPIDS",-95.1500,42.8833,393,"COOP","15093"
"137844","SPENCER 1 N",-95.1500,43.1667,404,"COOP","15099"
"137979","STORM LAKE 2",-95.1833,42.6333,434,"COOP","15109"
"138026","SWEA CITY 5",-94.3500,43.4167,372,"COOP","15116"
"138266","TIPTON",-91.1167,41.7833,235,"COOP","15122"
"138296","TOLEDO",-92.5833,41.9833,271,"COOP","15124"
"138568","VINTON",-92.0000,42.1667,259,"COOP","15136"
"138688","WASHINGTON",-91.6833,41.2833,230,"COOP","15143"
"138755","WAUKON",-91.4833,43.2667,378,"COOP","15155"
"138806","WEBSTER CITY",-93.8000,42.4667,320,"COOP","15157"
"139067","WILLIAMSBURG",-92.0167,41.6667,245,"COOP","15168"
"139132","WINTEREST",-94.0000,41.3667,306,"COOP","15170"
"140010","ABILENE 2 S",-97.2000,38.8833,352,"COOP","15174"
"140069","AETNA 2 S",-98.9667,37.0667,479,"COOP","15180"
"140365","ASHLAND",-99.7667,37.2000,600,"COOP","15207"
"140405","ATCHISON",-95.1167,39.5667,288,"COOP","15211"
"140439","ATWOOD",-101.0500,39.8000,869,"COOP","15218"
"140682","BELLEVILLE",-97.6333,39.8333,470,"COOP","15247"
"140693","BELOIT",-98.1000,39.4833,445,"COOP","15248"
"140800","BIG BOW 2 S",-101.5667,37.5333,966,"COOP","15254"
"140865","BISON",-99.2000,38.5167,613,"COOP","15260"
"141351","CASSODAY",-96.6333,38.0500,445,"COOP","15304"
"141408","CENTRALIA",-96.1167,39.7167,401,"COOP","15315"
"141522","CIMARRON",-100.3500,37.8000,802,"COOP","15331"
"141559","CLAY CENTER",-97.1167,39.3833,370,"COOP","15334"
"141699","COLBY 1 SW",-101.0667,39.3833,967,"COOP","15351"
"141704","COLDWATER",-99.3333,37.2667,634,"COOP","15352"
"141740","COLUMBUS 1 S",-94.8500,37.1667,274,"COOP","15357"
"141858","COTTONWOOD F",-96.5500,38.3667,373,"COOP","15369"
"141867","COUNCIL GROV",-96.5167,38.6833,402,"COOP","15372"
"142401","EL DORADO",-96.8333,37.8167,396,"COOP","15411"
"142430","ELK CITY LAK",-95.8000,37.2833,242,"COOP","15426"
"142432","ELKHART 6 NN",-101.8500,37.0833,1063,"COOP","15428"
"142548","EMPORIA 3 NW",-96.2000,38.4333,372,"COOP","15445"
"142602","ESKRIDGE",-96.1000,38.8667,433,"COOP","15453"
"142622","EUREKA",-96.2833,37.8167,332,"COOP","15454"
"142686","FALL RIVER L",-96.0833,37.6500,310,"COOP","15458"
"142773","FLORENCE",-96.9333,38.2500,393,"COOP","15461"
"142835","FORT SCOTT",-94.7000,37.8500,259,"COOP","15465"
"142894","FREDONIA 1 E",-95.8000,37.5333,282,"COOP","15477"
"142980","GARDEN CITY",-100.8167,37.9833,874,"COOP","15486"
"143008","GARNETT 1 E",-95.2333,38.2833,297,"COOP","15490"
"143074","GIRARD",-94.8333,37.5167,300,"COOP","15497"
"143100","GLEN ELDER L",-98.3167,39.5000,457,"COOP","15503"
"143218","GREAT BEND",-98.7667,38.3500,569,"COOP","15514"
"143239","GREENSBURG",-99.3000,37.6167,679,"COOP","15519"
"143527","HAYS 1 S",-99.3333,38.8667,613,"COOP","15541"
"143554","HEALY",-100.6167,38.6000,869,"COOP","15546"
"143594","HERINGTON",-96.9500,38.6667,407,"COOP","15547"
"143759","HOLTON",-95.7667,39.4667,342,"COOP","15563"
"143810","HORTON",-95.5167,39.6667,314,"COOP","15564"
"143822","HOWARD 5 NE",-96.2000,37.5167,336,"COOP","15570"
"143837","HOXIE",-100.4500,39.3500,820,"COOP","15571"
"143847","HUDSON",-98.6500,38.1000,570,"COOP","15574"
"143855","HUGOTON",-101.3500,37.1833,949,"COOP","15575"
"143897","HUNTER",-98.4000,39.2333,488,"COOP","15577"
"143930","HUTCHINSON 1",-98.0333,37.9333,479,"COOP","15583"
"143946","IMPERIAL",-100.6500,38.2833,857,"COOP","15585"
"143954","INDEPENDENCE",-95.7000,37.2500,238,"COOP","15586"
"143984","IOLA 1 W",-95.4333,37.9167,290,"COOP","15589"
"144104","JOHN REDMOND",-95.7500,38.2500,332,"COOP","15603"
"144178","KANOPOLIS LA",-97.9500,38.6000,454,"COOP","15616"
"144313","KINGMAN",-98.1167,37.6333,461,"COOP","15625"
"144333","KINSLEY",-99.4167,37.9167,662,"COOP","15631"
"144357","KIRWIN DAM",-99.1167,39.6667,517,"COOP","15636"
"144464","LAKIN",-101.2500,37.9333,914,"COOP","15643"
"144530","LARNED",-99.1000,38.1833,610,"COOP","15646"
"144559","LAWRENCE",-95.2667,38.9667,305,"COOP","15652"
"144588","LEAVENWORTH",-94.8833,39.2667,262,"COOP","15660"
"144665","LEOTI",-101.3500,38.4833,1006,"COOP","15673"
"144695","LIBERAL",-100.9167,37.0500,863,"COOP","15680"
"144712","LINCOLN 1 ES",-98.1167,39.0333,421,"COOP","15684"
"144857","LOVEWELL DAM",-98.0333,39.9000,488,"COOP","15702"
"144972","MANHATTAN",-96.5833,39.2000,326,"COOP","15716"
"144982","MANKATO",-98.2167,39.7833,541,"COOP","15721"
"145039","MARION LAKE",-97.0833,38.3833,411,"COOP","15723"
"145063","MARYSVILLE",-96.6500,39.8333,354,"COOP","15727"
"145127","MC DONALD",-101.3667,39.7833,1026,"COOP","15734"
"145152","MCPHERSON",-97.6667,38.3333,456,"COOP","15737"
"145171","MEADE",-100.3333,37.2833,762,"COOP","15740"
"145173","MEDICINE LOD",-98.6000,37.3833,498,"COOP","15742"
"145210","MELVERN LAKE",-95.7000,38.5000,333,"COOP","15749"
"145306","MILFORD LAKE",-96.8833,39.0833,369,"COOP","15755"
"145363","MINNEAPOLIS",-97.7167,39.1333,397,"COOP","15760"
"145528","MOUND CITY",-94.8167,38.1333,262,"COOP","15770"
"145536","MOUND VALLEY",-95.4500,37.1833,244,"COOP","15772"
"145692","NESS CITY",-99.9000,38.4500,686,"COOP","15783"
"145744","NEWTON 2 SW",-97.3833,38.0333,442,"COOP","15787"
"145856","NORTON 9 SSE",-99.8333,39.7000,719,"COOP","15796"
"145870","NORWICH",-97.8500,37.4500,454,"COOP","15798"
"145888","OAKLEY",-100.8500,39.1333,933,"COOP","15800"
"145906","OBERLIN",-100.5333,39.8333,791,"COOP","15802"
"145972","OLATHE 3 E",-94.7667,38.8833,323,"COOP","15808"
"146100","OSKALOOSA",-95.3167,39.2167,339,"COOP","15821"
"146128","OTTAWA",-95.2833,38.6167,275,"COOP","15824"
"146209","PAOLA",-94.8667,38.5667,268,"COOP","15837"
"146242","PARSONS 2 NW",-95.2833,37.3667,278,"COOP","15840"
"146333","PERRY LAKE",-95.4167,39.1167,293,"COOP","15848"
"146374","PHILLIPSBURG",-99.3167,39.7333,581,"COOP","15852"
"146435","PLAINVILLE",-99.3000,39.2333,653,"COOP","15857"
"146498","POMONA LAKE",-95.5667,38.6500,323,"COOP","15866"
"146549","PRATT 4 NW",-98.7667,37.6333,579,"COOP","15873"
"146637","QUINTER",-100.2333,39.0667,814,"COOP","15880"
"146808","RICHFIELD 1",-101.7667,37.2667,1040,"COOP","15895"
"147049","RUSSELL SPRI",-101.1833,38.9000,903,"COOP","15913"
"147093","SAINT FRANCI",-101.8000,39.7667,1006,"COOP","15923"
"147271","SCOTT CITY",-100.9000,38.4833,906,"COOP","15945"
"147305","SEDAN",-96.1667,37.1167,250,"COOP","15947"
"147397","SHARON SPRIN",-101.7500,38.9000,1052,"COOP","15955"
"147542","SMITH CENTER",-98.7833,39.7833,543,"COOP","15963"
"147796","STERLING",-98.2000,38.2167,500,"COOP","15971"
"147922","SUBLETTE",-100.8500,37.4833,883,"COOP","15978"
"148038","SYRACUSE 1 N",-101.7667,37.9833,990,"COOP","15982"
"148191","TORONTO LAKE",-95.9333,37.7500,274,"COOP","16008"
"148235","TRIBUNE 1 W",-101.7667,38.4667,1109,"COOP","16013"
"148250","TROY 3 SW",-95.1333,39.7667,336,"COOP","16017"
"148259","TUTTLE CREEK",-96.6000,39.2500,323,"COOP","16020"
"148287","ULYSSES 1 SE",-101.3500,37.5667,922,"COOP","16024"
"148495","WAKEENEY",-99.8833,39.0167,747,"COOP","16036"
"148578","WASHINGTON",-97.0500,39.8167,397,"COOP","16048"
"148648","WEBSTER DAM",-99.4167,39.4167,567,"COOP","16053"
"148670","WELLINGTON 2",-97.4000,37.2333,375,"COOP","16054"
"148946","WILSON LAKE",-98.4833,38.9667,461,"COOP","16075"
"148964","WINFIELD NO.",-96.9833,37.2333,347,"COOP","16077"
"149080","YATES CENTER",-95.7167,37.8833,329,"COOP","16087"
"150254","ASHLAND",-82.6167,38.4500,169,"COOP","16109"
"150381","BARBOURVILLE",-83.8833,36.8667,299,"COOP","16114"
"150397","BARDSTOWN",-85.4667,37.8000,194,"COOP","16120"
"150402","BARDWELL 2 E",-88.9667,36.8833,123,"COOP","16121"
"150422","BARREN RIVER",-86.1333,36.9000,189,"COOP","16122"
"150450","BAXTER",-83.3333,36.8500,354,"COOP","16124"
"150619","BEREA COLLEG",-84.3000,37.5667,326,"COOP","16135"
"150630","BERNHEIM FOR",-85.6500,37.9167,168,"COOP","16137"
"150940","BRADFORDSVIL",-85.1500,37.4833,201,"COOP","16158"
"151256","CAMPBELLSVIL",-85.3667,37.3167,238,"COOP","16179"
"151345","CARROLLTON L",-85.1500,38.6500,143,"COOP","16185"
"151406","CECILIA 2 SE",-85.9333,37.6667,221,"COOP","16190"
"151890","CRAB ORCHARD",-84.4333,37.4833,336,"COOP","16215"
"151964","CUMBERLAND",-83.0000,36.9667,445,"COOP","16222"
"151998","CYNTHIANA",-84.3000,38.3833,214,"COOP","16228"
"152040","DANVILLE",-84.7667,37.6500,291,"COOP","16230"
"152214","DIX DAM",-84.7167,37.8000,265,"COOP","16237"
"152409","EASTERN KENT",-84.3333,37.7500,305,"COOP","16248"
"152775","FALMOUTH",-84.3167,38.6833,168,"COOP","16266"
"152791","FARMERS 2 S",-83.5500,38.1167,207,"COOP","16267"
"153028","FRANKFORT LO",-84.8667,38.2333,153,"COOP","16279"
"153223","GILBERTSVILL",-88.2667,37.0167,110,"COOP","16290"
"153246","GLASGOW WKAY",-85.9167,37.0000,247,"COOP","16293"
"153295","GOLDEN POND",-88.0000,36.9000,122,"COOP","16296"
"153391","GRAYSON 2 S",-82.9333,38.3000,183,"COOP","16302"
"153430","GREENSBURG",-85.5000,37.2500,180,"COOP","16308"
"153451","GREENVILLE 3",-87.1833,37.2333,150,"COOP","16312"
"153604","HARDINSBURG",-86.4333,37.7667,223,"COOP","16315"
"153741","HEIDELBERG",-83.7667,37.5500,203,"COOP","16328"
"153762","HENDERSON 7",-87.6333,37.7500,131,"COOP","16330"
"153929","HODGENVILLE-",-85.7333,37.5333,240,"COOP","16342"
"153994","HOPKINSVILLE",-87.5000,36.8500,165,"COOP","16343"
"154097","HYDEN 4 E",-83.3333,37.1333,359,"COOP","16347"
"154196","JACKSON",-83.3833,37.5500,227,"COOP","16352"
"154208","JAMESTOWN",-85.0667,36.9667,302,"COOP","16355"
"154703","LEITCHFIELD",-86.3000,37.5167,189,"COOP","16379"
"154967","LOVELACEVILL",-88.8333,36.9667,113,"COOP","16412"
"155097","MAMMOTH CAVE",-86.0833,37.1833,241,"COOP","16421"
"155111","MANCHESTER 4",-83.7167,37.1000,259,"COOP","16423"
"155233","MAYFIELD RAD",-88.6333,36.7833,114,"COOP","16434"
"155243","MAYSVILLE SE",-83.7833,38.6833,157,"COOP","16437"
"155389","MIDDLESBORO",-83.7333,36.6000,358,"COOP","16446"
"155524","MONTICELLO",-84.8333,36.8333,284,"COOP","16455"
"155640","MOUNT STERLI",-83.9333,38.0667,284,"COOP","16463"
"155648","MOUNT VERNON",-84.3333,37.3500,354,"COOP","16464"
"155694","MURRAY",-88.3167,36.6167,165,"COOP","16470"
"155834","NOLIN RIVER",-86.2500,37.2833,186,"COOP","16476"
"156091","OWENSBORO 3",-87.1500,37.7667,123,"COOP","16488"
"156104","OWENTON",-84.8167,38.5167,293,"COOP","16492"
"156117","PADUCAH SEWA",-88.6000,37.1000,99,"COOP","16499"
"156136","PAINTSVILLE",-82.7833,37.8167,192,"COOP","16505"
"156355","PIKEVILLE NO",-82.5167,37.4833,323,"COOP","16513"
"156580","PRINCETON 1",-87.8667,37.1167,151,"COOP","16533"
"156595","PROVIDENCE",-87.7667,37.4000,122,"COOP","16534"
"156988","ROUGH RIVER",-86.5000,37.6167,169,"COOP","16546"
"157215","SCOTTSVILLE",-86.2167,36.7333,259,"COOP","16564"
"157324","SHELBYVILLE",-85.2000,38.2000,222,"COOP","16572"
"157510","SOMERSET 2 N",-84.6167,37.1167,311,"COOP","16582"
"157677","STEARNS",-84.4667,36.6833,405,"COOP","16592"
"157800","SUMMER SHADE",-85.7167,36.8833,262,"COOP","16596"
"158055","TOMAHAWK 1 W",-82.6167,37.8667,210,"COOP","16606"
"158446","WARSAW MARKL",-84.9667,38.7667,142,"COOP","16625"
"158486","WAYNESBURG 7",-84.6000,37.4167,384,"COOP","16628"
"158551","WEST LIBERTY",-83.2667,37.9167,233,"COOP","16631"
"158709","WILLIAMSBURG",-84.1500,36.7333,305,"COOP","16639"
"158714","WILLIAMSTOWN",-84.6167,38.6500,287,"COOP","16641"
"160098","ALEXANDRIA",-92.4667,31.3167,27,"COOP","16656"
"160205","AMITE",-90.5000,30.7167,36,"COOP","16660"
"160349","ASHLAND",-93.1000,32.1167,70,"COOP","16666"
"160639","BELAH FIRE T",-92.1833,31.6333,60,"COOP","16687"
"160945","BOGALUSA",-89.8667,30.7833,32,"COOP","16695"
"161287","BUNKIE",-92.1667,30.9500,18,"COOP","16706"
"161411","CALHOUN EXPE",-92.3333,32.5167,55,"COOP","16715"
"161565","CARVILLE 2 S",-91.1167,30.2000,9,"COOP","16725"
"161899","CLINTON 5 SE",-90.9667,30.8000,61,"COOP","16738"
"162023","CONVERSE",-93.7000,31.7500,67,"COOP","16748"
"162121","COTTON VALLE",-93.4167,32.8167,70,"COOP","16750"
"162151","COVINGTON 4",-90.1167,30.5333,12,"COOP","16755"
"162212","CROWLEY EXPE",-92.3667,30.2500,9,"COOP","16758"
"162330","DELTA BREPON",-89.2667,29.2167,3,"COOP","16768"
"162361","DE QUINCY 4",-93.4333,30.5167,29,"COOP","16772"
"162367","DE RIDDER",-93.2833,30.8833,60,"COOP","16774"
"162534","DONALDSONVIL",-90.9833,30.1167,1,"COOP","16783"
"162800","ELIZABETH",-92.7833,30.8500,38,"COOP","16793"
"162971","EPPS 6 WNW",-91.5667,32.6167,31,"COOP","16799"
"162981","EUNICE",-92.4333,30.4833,15,"COOP","16803"
"163327","FRANKLINTON",-90.1833,30.8167,44,"COOP","16820"
"163800","GRAND COTEAU",-92.0333,30.4333,18,"COOP","16838"
"163979","HACKBERRY 8",-93.4167,29.8833,3,"COOP","16849"
"164030","HAMMOND 5 E",-90.3667,30.5000,10,"COOP","16852"
"164034","HAMMOND 3 NW",-90.4833,30.5333,15,"COOP","16853"
"164355","HOMER EXPERI",-93.0667,32.7500,116,"COOP","16870"
"164407","HOUMA",-90.7333,29.5833,6,"COOP","16875"
"164674","JEANERETTE E",-91.7167,29.9500,6,"COOP","16886"
"164700","JENNINGS",-92.6667,30.2000,8,"COOP","16889"
"164739","JONESVILLE L",-91.8500,31.4833,21,"COOP","16895"
"165090","LAKE PROVIDE",-91.1667,32.8000,30,"COOP","16922"
"165266","LEESVILLE",-93.2667,31.1500,73,"COOP","16926"
"165527","LOGANSPORT 4",-93.9500,31.9833,64,"COOP","16937"
"165610","LOUISIANA NA",-89.9667,30.0500,0,"COOP","16941"
"165620","LSU BEN-HUR",-91.1667,30.3667,6,"COOP","16942"
"165630","LSU DEAN LEE",-92.4000,31.1833,21,"COOP","16944"
"165892","MANY",-93.4833,31.5667,79,"COOP","16950"
"166117","MELVILLE",-91.7500,30.6833,9,"COOP","16957"
"166244","MINDEN",-93.2833,32.5833,56,"COOP","16964"
"166314","MONROE NLU",-92.0667,32.5333,21,"COOP","16974"
"166394","MORGAN CITY",-91.1833,29.6833,2,"COOP","16979"
"166582","NATCHITOCHES",-93.0833,31.7667,37,"COOP","16989"
"166657","NEW IBERIA 5",-91.8833,30.0500,9,"COOP","16993"
"166686","NEW ROADS 5",-91.3667,30.6833,15,"COOP","17012"
"166938","OBERLIN FIRE",-92.7833,30.6000,21,"COOP","17021"
"166962","OLD RIVER LO",-91.6667,31.0000,21,"COOP","17023"
"166978","OLLA 3 SSW",-92.2667,31.8667,31,"COOP","17027"
"167096","PARADIS 7 S",-90.4333,29.7833,0,"COOP","17032"
"167344","PLAIN DEALIN",-93.6833,32.9000,88,"COOP","17042"
"167368","PLAQUEMINES",-89.8333,29.5833,1,"COOP","17047"
"167738","RED RIVER VA",-93.6333,32.4167,47,"COOP","17069"
"167767","RESERVE",-90.5667,30.0667,3,"COOP","17070"
"167932","ROCKEFELLER",-92.8167,29.7333,0,"COOP","17081"
"168046","ROSEPINE EXP",-93.2833,30.9500,73,"COOP","17085"
"168067","RUSTON LA TE",-92.6500,32.5167,85,"COOP","17087"
"168108","ST BERNARD",-89.8333,29.8667,3,"COOP","17089"
"168163","ST JOSEPH EX",-91.2333,31.9500,19,"COOP","17093"
"168539","SLIDELL WSFO",-89.7667,30.2500,3,"COOP","17121"
"168923","TALLULAH",-91.2167,32.4000,22,"COOP","17143"
"169013","THIBODAUX 4",-90.7667,29.7667,4,"COOP","17148"
"169319","VERMILION LO",-92.2000,29.7833,3,"COOP","17157"
"169803","WINNFIELD 2",-92.6833,31.9333,49,"COOP","17177"
"169806","WINNSBORO",-91.7000,32.1500,24,"COOP","17179"
"169865","WOODWORTH 2",-92.4667,31.1167,35,"COOP","17185"
"170371","BAR HARBOR 3",-68.2500,44.4167,34,"COOP","17205"
"170480","BELFAST",-69.0000,44.4000,6,"COOP","17209"
"170814","BRASSUA DAM",-69.8167,45.6667,323,"COOP","17218"
"170833","BRIDGEWATER",-67.8500,46.4167,152,"COOP","17219"
"170844","BRIDGTON 3 N",-70.7333,44.0833,171,"COOP","17221"
"171479","CLAYTON LAKE",-69.5333,46.6167,305,"COOP","17236"
"171628","CORINNA",-69.2667,44.9167,67,"COOP","17238"
"171975","DOVER-FOXCRO",-69.2500,45.1833,140,"COOP","17251"
"172238","EAST HIRAM",-70.7500,43.8833,160,"COOP","17256"
"172426","EASTPORT",-67.0000,44.9167,26,"COOP","17259"
"172878","FORT KENT",-68.5833,47.2500,157,"COOP","17277"
"173046","GARDINER",-69.7833,44.2167,43,"COOP","17282"
"173261","GRAND LAKE S",-67.7833,45.1833,88,"COOP","17288"
"173897","HOULTON",-67.8333,46.1333,125,"COOP","17302"
"174086","JACKMAN",-70.2667,45.6333,360,"COOP","17305"
"174183","JONESBORO",-67.6500,44.6500,56,"COOP","17306"
