oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Prison_Jail,Not_Defined_Elsewhere,Other_Invalid_Blank,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear
106190392,106190392,190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,,NO,78.2ffff,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,380,Basic,11587,10663,3,,1375,1736,4566,3773,3621,2757,1608,1233,1006,578,,2323,4275,10052,54,271,101,5177,560,1425,72,,,,19972,11,,207,0,0,,6,4949,3111,840,6452,6901,937,,69,696,15,1772,450,1130,496,5343,1330,91,985,1363,47,1659,2098,791,2981,1345,46,91,11,735,34,36,167,16754,1877,59,861,131,68,38,,22253,2352,2209,,,71,265,312,498,718,734,849,1105,9,,,974,890,1472,,85,13,1127,79,136,270,329,202,32,15,2610,888,,0,0,0,0,0,850,2201,963,509,38,98,50,1104,4,642,223,259,278,436,74,138,77,8,37,596,82,447,2,6,225,18,214,24,10,10,8,3925,50,5,35,17,4,13,3,,4561,2005
106190400,106190400,190400,HUNTINGTON MEMORIAL HOSPITAL,100 W. CALIFORNIA BOULEVARD,PASADENA,91105,Level II,NO,78.2mm,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,468,Basic,23810,20302,2,,6455,5215,6793,6410,5965,4215,2713,2226,2287,1835,,2427,9177,14430,43,683,44,17310,5,311,176,2,1,5,42540,84,,117,0,0,699,174,12517,5490,1090,18470,6547,1223,,111,881,13,2376,513,2397,1156,12054,2510,84,2086,1639,54,1638,5276,1702,8401,3761,131,265,25,628,6,302,492,31039,5174,253,1612,112,272,42,,44114,7191,6051,,,423,876,1067,1609,1645,1713,2170,3148,229,362,,856,2273,3085,12,175,19,6822,315,241,486,1185,447,,242,8607,1702,17,0,0,0,0,0,2255,6474,3472,933,108,200,187,2488,15,1781,566,590,735,1710,269,398,258,13,809,1565,224,1391,3,40,896,121,1059,153,83,95,54,9956,229,39,345,146,47,14,5,,13242,2005
106190413,106190413,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,210 W. SAN BERNARDINO ROAD,COVINA,91723,,NO,78.2qq,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,167,Basic,5425,4751,1,,1233,1324,1683,1494,1562,1054,650,496,482,199,,528,617,4799,9,54,23,4147,177,297,45,2,1,11,9487,43,,94,0,0,2,18,1121,1563,385,5424,1684,84,2,26,219,,393,104,414,107,2765,755,12,442,465,3,325,1001,419,2641,867,34,97,9,115,4,34,120,7288,1107,39,356,27,72,8,,10177,2859,2443,,,85,398,485,762,714,704,1026,1127,,1,,366,280,2002,9,19,2,2624,206,205,161,395,86,52,186,3233,777,1,0,0,0,0,0,1350,2754,834,340,24,16,62,1114,4,569,241,222,219,361,87,137,54,6,888,536,127,659,,,212,21,244,14,4,17,7,4613,45,2,21,79,13,8,2,,5302,2005
106190422,106190422,190422,TORRANCE MEMORIAL MEDICAL CENTER,3330 WEST LOMITA BOULEVARD,TORRANCE,90505-5073,,NO,78.2aaaa,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,336,Basic,17440,11975,,,2846,2320,3558,4265,4457,3242,2479,2824,2687,727,10,3232,3434,968,652,865,344,19920,134,1827,26,4,,640,26401,,7,37,0,0,,339,1175,3282,8089,14534,2335,512,,77,670,9,801,315,1191,117,3228,2198,37,840,1932,8,526,1361,576,15017,794,21,14,9,99,1,1,32,27025,925,33,432,20,2,7,,29415,5945,4959,,,207,356,631,982,1323,1672,2512,2885,132,203,1,1346,986,1745,33,239,31,6524,79,92,530,527,160,11,86,7475,1944,,0,0,0,0,0,674,4560,5301,279,90,132,156,2596,11,1864,572,601,394,982,215,427,145,15,65,1391,222,1098,2,16,571,50,596,11,11,492,16,8920,92,15,46,50,12,16,6,,10904,2005
106190429,106190429,190429,KAISER FND HOSP - SUNSET,4867 SUNSET BOULEVARD,LOS ANGELES,90027,,NO,78.2g,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,439,Basic,23488,22380,6,,3942,4632,6752,7226,7281,6172,4256,3043,1920,650,,3366,4705,17629,32,,10160,9982,742,449,44,,,,44380,12,,,0,0,,247,2619,7414,1150,31823,2868,466,,45,569,3,1410,365,1393,955,6381,1599,41,1327,759,7,1046,2439,1069,26000,1630,37,133,5,242,6,,207,39706,2990,67,681,54,103,13,,45874,4035,4526,1,,270,445,624,947,1483,1543,1562,1375,95,218,,1114,1380,2963,1,17,68,3019,210,128,282,884,56,74,33,6449,445,1,0,0,0,0,0,330,3938,3844,427,23,143,128,1898,24,1622,424,574,343,833,171,325,150,15,97,794,182,830,,9,378,41,712,22,37,,15,7136,111,9,60,18,18,5,,,8562,2005
106190430,106190430,190430,KAISER FND HOSP - BELLFLOWER,9400 EAST ROSECRANS AVENUE,BELLFLOWER,90706,,NO,78.2m,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,352,Basic,36255,28150,63,,8341,8074,9354,9284,9253,7844,4930,3467,2022,1899,,2267,10847,23604,86,,18644,9020,909,390,65,,,,62581,6,,,0,0,,517,4985,8492,657,49380,954,1181,,118,1420,7,2992,828,2804,1210,11413,3245,89,3047,862,32,1299,5619,1669,26633,2310,73,247,22,369,20,,379,55703,3705,122,1228,65,207,18,,64468,5012,4537,2,,323,531,722,1104,1543,1684,1769,1520,118,237,,538,2298,3518,14,160,18,3005,465,70,265,1192,40,38,24,6657,799,1,0,0,0,0,0,475,4526,4149,373,28,89,215,1772,5,1793,547,634,800,693,205,309,131,13,146,1171,285,727,2,14,382,47,946,21,16,,29,7866,141,4,47,31,12,8,1,,9551,2005
106190431,106190431,190431,KAISER FND HOSP - HARBOR CITY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,,NO,78.2aaaa,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,235,Basic,21598,18439,103,,3750,4964,5167,5951,6052,4871,3937,2955,1821,672,,2043,10419,9724,70,,10104,7780,486,274,25,,,,39244,3,,,0,0,,108,3393,6942,721,27315,1769,649,,49,658,5,1078,399,1270,657,7975,1698,54,1339,1564,6,521,2313,1787,18118,1478,57,138,11,252,15,,206,34269,2561,71,895,45,134,8,,40140,3660,3493,1,,159,234,457,745,1040,1393,1594,1324,71,137,,628,2493,1367,4,12,27,2623,343,62,217,895,69,23,52,4843,649,1,0,0,0,0,0,292,3863,2768,195,36,37,134,1420,6,1245,377,482,531,560,179,304,125,9,98,921,236,482,,8,286,37,736,13,16,,16,5891,99,6,25,16,12,,1,,7154,2005
106190432,106190432,190432,KAISER FND HOSP - PANORAMA CITY,13652 CANTARA STREET,PANORAMA CITY,91402,,NO,78.2zz,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,262,Basic,14991,12729,6,,1868,2412,3724,3722,4502,3800,2819,2379,2152,348,,1144,1322,6820,4,,10662,7774,760,349,30,,,,26468,39,,,0,0,,80,1065,6034,182,19130,1315,185,,71,966,9,885,634,967,249,4185,1888,55,1034,937,4,1094,2044,379,12140,1300,20,63,9,205,7,,174,23913,1005,59,808,38,68,56,1,27726,3170,3208,,,187,229,357,634,913,1082,1345,1500,35,96,,375,423,1432,1,3,147,3997,401,90,209,1016,83,21,45,3955,555,3,0,0,0,0,0,200,3421,2249,492,16,52,68,1453,6,1138,262,346,417,578,109,238,78,8,131,968,89,434,1,2,342,47,461,9,9,,11,5299,84,13,43,33,11,16,,,6378,2005
106190434,106190434,190434,KAISER FND HOSP - WEST LA,6041 CADILLAC AVENUE,LOS ANGELES,90034,,NO,78.2x,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,282,Basic,24353,18751,7,,3327,4196,6204,5926,6322,6101,4234,3396,2810,595,,659,14262,4747,23,,17965,5455,953,372,62,,,,41528,12,,,0,0,,184,4010,8661,456,28104,1880,567,,74,1335,2,1473,567,1568,827,10611,2416,78,1505,950,7,1084,3197,2255,14595,1893,60,130,12,347,9,,257,36214,2617,73,1322,35,116,26,,43111,3306,2704,4,,153,211,348,526,919,1092,1182,1471,20,92,,210,3481,611,11,5,68,1628,292,28,209,743,47,28,28,4159,479,1,0,0,0,0,0,238,3376,2110,249,41,53,138,1297,1,1103,356,332,316,455,102,225,73,6,70,841,127,516,,3,257,24,424,25,16,,13,5118,67,7,14,20,5,23,1,,6014,2005
106190455,106190455,190455,LANCASTER COMMUNITY HOSPITAL,43830 NORTH 10TH STREET WEST,LANCASTER,93534,,No,77.1b,,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,117,Basic,7739,5597,,,1099,1475,1884,1901,2462,1489,1100,967,792,166,1,12,190,128,,10,12648,348,42,1625,,3,,,11168,21,3,3,0,0,161,310,1478,1800,677,7496,1885,183,,65,501,2,748,354,744,296,3071,1149,36,653,393,,334,1357,398,3052,812,48,137,12,149,8,97,158,10264,1063,50,432,38,52,16,,13336,1932,1567,,,47,118,166,450,508,621,768,821,,,,36,608,436,4,41,11,2363,49,55,141,429,60,1,7,2368,364,25,0,0,0,0,0,265,1468,1601,96,69,5,43,1010,2,514,172,155,122,266,60,109,70,8,26,597,52,288,,,177,20,173,7,21,51,8,2961,16,1,20,11,16,17,,,3499,2005
106190468,106190468,190468,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,443 SOUTH SOTO STREET,LOS ANGELES,90033,,NO,78.2h,,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,1,,,,,,4,1,,,,6,,,,,,,,,,,,6,,,0,0,0,0,0,2,,,,4,1,,,,,,,,,,,,,,1,,,4,,,,,,,,,6,,,,,,,,,6,2005
106190470,106190470,190470,LITTLE COMPANY OF MARY HOSPITAL,4101 TORRANCE BOULEVARD,TORRANCE,90503,,NO,78.2u,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,273,Basic,24251,19452,,,6796,4699,6756,6490,5890,3873,2421,2666,2543,1569,,4124,5041,10190,17,2491,131,21709,454,334,109,,,,42224,378,,118,0,0,,86,9293,6900,2195,20426,4889,865,,132,945,13,2185,465,2151,1204,11825,2319,64,2565,1896,21,1030,4671,1747,9605,3689,149,234,22,419,1,96,483,31200,5193,270,1362,97,382,106,,43703,5110,3989,,,157,434,565,879,1046,1200,1978,2608,73,159,,1318,713,1380,4,428,45,5211,179,119,345,1134,92,21,70,5182,1954,3,0,0,0,0,0,1161,5163,2247,399,129,80,117,1962,9,1428,435,621,489,838,207,285,143,3,92,1227,219,931,1,12,568,45,253,9,7,4,25,7973,87,17,42,48,8,11,2,,9099,2005
106190475,106190475,190475,COMMUNITY HOSPITAL OF LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,90804,,NO,78.2lll,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,201,Basic,8898,7832,,,1623,1885,3470,2904,2691,1724,756,572,816,289,,533,3109,2280,18,271,16,10503,715,292,105,,2,11,14310,142,1,1,0,0,864,287,3599,1543,1207,6833,3548,252,,66,419,1,802,244,858,377,4838,1062,23,1167,494,4,699,1824,934,2666,1220,38,168,18,525,9,56,210,11601,2015,73,625,30,107,35,,16730,1607,1423,,,74,251,319,484,489,343,391,679,,,,147,407,272,2,39,1,2162,227,104,137,77,125,14,103,1812,428,3,0,0,0,0,0,487,1603,582,319,39,14,23,436,1,295,110,86,162,247,35,28,44,1,693,441,56,358,,,170,25,160,17,12,56,12,2417,36,2,18,91,10,4,,,3030,2005
106190500,106190500,190500,CENTINELA FREEMAN REG MED CTR-MARINA CAMPUS,4650 LINCOLN BOULEVARD,MARINA DEL REY,90291,,NO,78.2j,,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,105,Basic,8861,8756,,,1113,1270,3595,3485,3022,2256,1076,855,787,156,2,667,3118,2032,28,1293,166,10313,184,741,60,2,2,,16222,4,,50,0,0,352,,1066,2157,1422,8763,4209,180,2,32,338,2,726,293,902,252,5683,731,21,985,936,1,878,1658,889,3108,1345,76,188,30,298,39,68,273,11541,2535,185,750,94,122,73,,17617,1187,1159,,,25,121,172,256,297,337,445,693,,,,110,332,205,2,129,15,1553,195,138,106,191,107,4,2,1352,251,,0,0,0,0,0,145,1133,830,211,27,17,38,436,,383,130,118,129,257,48,54,35,2,32,341,49,277,,,195,12,183,11,14,75,5,1727,51,9,18,18,10,16,2,,2346,2005
106190517,106190517,190517,ENCINO-TARZANA REGIONAL MED CTR-TARZANA,18321 CLARK STREET,TARZANA,91356,,NO,78.2yy,,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,236,Basic,14378,11799,,,4560,2832,3553,3420,3157,2322,1524,1619,1875,1315,,161,1059,3412,,155,24,21366,290,172,79,200,20,,25187,178,16,28,0,0,7,,2293,2205,2735,15394,3550,957,,96,789,6,1207,351,1293,827,6366,1153,51,1610,853,27,725,3413,1079,5374,2027,101,302,15,188,2,164,260,19316,2554,112,862,61,189,24,,26177,3361,2664,,,131,220,310,501,690,778,1165,1847,151,232,,40,141,351,1,45,6,5441,140,81,223,752,73,4,67,4024,659,2,0,0,0,0,0,913,3194,1466,51,401,61,76,1303,9,830,354,380,263,415,126,153,121,9,54,909,144,803,,15,244,42,250,4,1,237,4,5135,34,2,25,21,18,8,,,6025,2005
106190521,106190521,190521,MEMORIAL HOSPITAL OF GARDENA,1145 W. REDONDO BEACH BLVD.,GARDENA,90247,,NO,78.2iiii,,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,103,Basic,14720,10347,1,,4522,3647,4648,3462,3152,1899,1120,845,619,1154,,962,12932,8876,73,168,77,1980,698,725,131,1,,3,23197,130,,64,0,0,,119,4068,2044,7316,5763,5877,1500,,50,565,7,1527,417,1290,545,5816,1044,66,1744,1509,24,698,3171,980,4115,1339,68,180,18,349,2,72,238,18807,2700,102,960,69,156,8,,25068,2515,1542,,,154,546,428,452,533,575,624,742,3,,,324,1919,1201,8,34,4,567,229,167,184,213,61,6,50,2331,815,1,0,0,0,0,0,1253,1558,812,402,32,674,64,764,,431,225,230,143,239,43,81,45,4,19,708,90,294,3,,99,11,172,21,17,30,8,3572,55,,26,18,8,15,5,,4057,2005
106190522,106190522,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,,NO,78.2ee,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,255,Basic,13325,11920,1,,3560,2404,3533,3791,3175,2457,1829,1913,1631,953,,1566,818,10395,22,541,301,11603,383,774,45,,,,23756,20,1,4,0,0,,263,8791,4738,670,6967,4080,531,,41,632,11,1254,274,1345,1078,6143,1068,31,1208,1392,36,899,2401,879,6023,1916,55,76,16,213,2,1,225,19288,2399,67,762,27,184,15,,25246,3479,3254,1,,69,197,409,662,789,1061,1556,1953,29,9,,472,180,1608,3,1,171,4299,96,224,269,480,222,25,77,4213,1127,1,0,0,0,0,0,1627,3867,911,301,28,71,99,1759,3,957,235,381,382,411,108,184,109,5,388,819,132,671,,20,297,30,323,9,3,7,1,5921,58,2,25,42,5,11,,,6734,2005
106190524,106190524,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,,NO,78.2zz,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,85,Basic,7070,6562,,,2432,1892,2278,2194,1948,1009,569,470,333,505,2,685,1349,8272,18,344,201,2763,3,176,25,2,,,12338,31,,5,0,0,151,901,6860,1362,523,1349,3538,147,1,32,280,7,820,204,698,574,3427,598,18,775,623,8,898,1833,619,2070,761,21,74,8,350,237,2,78,10240,1080,35,513,98,91,44,,13632,1701,1717,2,,43,240,291,602,518,479,589,656,1,1,,285,343,987,2,274,7,1522,103,146,130,53,14,14,28,2056,876,,0,0,0,0,0,1238,1736,232,200,14,21,69,473,,356,186,244,149,156,35,58,18,2,736,454,85,377,1,,75,9,97,10,26,129,9,2898,89,,1,69,6,1,1,,3420,2005
106190525,106190525,190525,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVENUE,LONG BEACH,90806,Level II,YES,78.2lll,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,420,Basic,31060,25273,2,,12368,7347,8257,6864,6263,4233,2448,2039,1890,4619,7,4079,14251,22155,97,1896,125,13732,616,2243,141,2,,4,52730,223,,,0,0,376,,8277,5667,4978,29037,8376,1804,,187,1070,14,3164,904,3229,1649,12353,2708,81,3078,1408,158,1100,7748,2314,13366,3679,108,195,31,805,1,145,366,43961,4308,219,2087,132,268,30,,56335,7795,6674,,,298,1006,1138,2000,2311,2221,2562,2916,,17,,1632,3014,3025,27,150,143,6478,268,383,493,888,359,178,75,9626,2196,3,0,0,0,0,0,2403,7082,3161,1577,246,64,309,2936,8,1957,750,705,637,1781,352,442,293,12,207,1501,335,2180,,,708,81,501,202,5,18,25,12220,176,28,388,85,13,16,3,,14469,2005
106190529,106190529,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,,NO,78.2xxx,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,434,Basic,16887,14112,3,,4386,3865,4258,3814,3912,2971,2067,2163,2501,1065,,3187,2390,10428,7,947,,14043,459,492,103,22,7,2,29740,83,2,6,0,0,84,2,2441,6306,993,16715,4547,616,,42,721,12,1405,422,1299,889,8884,1654,44,1357,2442,25,866,2816,968,6540,2733,87,255,27,323,16,91,360,22022,3499,171,1005,118,287,8,,31002,4521,3921,,,181,265,412,720,1041,1172,1707,2766,62,116,,986,521,1851,3,72,6,5003,157,123,369,685,272,38,45,4983,1770,,0,0,0,0,0,653,5235,2120,370,64,85,103,1892,2,1146,351,465,536,849,171,270,163,7,63,1244,146,939,1,9,562,39,418,16,28,101,21,7002,122,15,42,33,34,7,2,,8442,2005
106190534,106190534,190534,OLYMPIA MEDICAL CENTER,5925 SAN VICENTE BOULEVARD,LOS ANGELES,90019,,NO,78.2x,,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,204,Basic,5733,5300,1,,471,792,1803,1962,1967,1566,745,739,932,57,,462,4772,1800,5,606,294,3095,382,156,78,9,7,132,9828,210,2,132,0,0,98,,2891,2496,724,2223,2700,95,,40,372,2,495,212,475,228,3025,782,19,507,497,2,712,983,467,2121,728,40,147,11,317,78,59,103,7585,1225,24,540,85,59,33,,11034,2503,1991,,,25,90,230,380,457,499,965,1847,1,,,241,1678,465,1,149,119,1841,245,105,341,431,53,20,96,1835,1367,1,0,0,0,0,0,545,3314,475,131,29,19,60,873,1,446,254,292,454,357,79,105,52,3,27,750,129,592,1,,203,14,133,12,10,267,2,3763,36,,16,25,8,5,,,4494,2005
106190547,106190547,190547,MONTEREY PARK HOSPITAL,900 SOUTH ATLANTIC BOULEVARD,MONTEREY PARK,91754-4780,,NO,78.2nn,,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,101,Basic,6146,4593,,,2330,1064,1589,1221,1081,764,610,647,523,910,,273,113,7396,11,71,505,2370,135,155,27,3,,2,9933,22,4,5,0,0,450,3,2084,911,856,5513,1375,712,,31,253,2,1139,176,616,322,2317,415,29,904,188,25,304,1679,357,1270,765,15,127,3,29,11,79,119,8126,1125,31,207,22,64,16,,10739,1509,1072,,,61,100,139,202,334,422,530,653,50,90,,96,21,2073,2,25,13,351,111,58,72,414,40,3,,1571,312,,0,0,0,0,0,964,1316,265,14,22,53,55,562,1,394,176,191,144,117,35,43,53,3,8,428,61,251,,6,76,9,95,,6,80,5,2269,25,1,8,5,1,1,,,2581,2005
106190555,106190555,190555,CEDARS SINAI MEDICAL CENTER,8700 BEVERLY BOULEVARD,LOS ANGELES,90048,Level I,YES,78.2x,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,809,Basic,28048,25508,51,5,5206,3659,10449,10927,8059,5656,3025,2459,2728,1372,72,1635,9362,5566,49,163,13683,23154,6,59,,,,3,52515,6,,663,0,0,242,118,6175,7572,2658,26500,10707,982,2,247,997,16,2049,519,2837,1012,13186,3570,122,2439,3387,63,2837,4715,2444,12188,3769,95,248,27,810,99,187,469,40050,5290,163,1992,127,231,55,,53612,11104,11175,,,400,1348,2199,2867,2956,2835,3551,5424,285,408,6,826,4100,2321,23,,296,14713,207,395,834,2133,821,1,174,15627,2080,7,0,0,0,0,0,2637,11401,6006,1971,264,207,427,4206,45,2960,808,1177,1272,2474,702,1064,469,141,1167,2311,696,2101,5,47,1115,61,972,170,65,1101,32,17989,203,16,394,92,50,19,,,22279,2005
106190568,106190568,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BOULEVARD,NORTHRIDGE,91328,Level II,NO,78.2zz,,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,361,Basic,18863,16628,20,,7235,4434,5736,4593,4380,2753,1525,1462,1447,1946,,1388,2547,15293,155,2948,456,12724,434,246,94,,,,34540,87,3,,0,0,,107,11786,4342,1048,12187,6148,943,,68,540,14,1834,418,1590,1569,8362,1299,22,2295,2029,60,1131,5034,1241,7062,2312,90,169,16,300,24,6,350,27260,3325,126,1287,76,160,10,,35511,4286,4189,,,472,649,720,1052,1075,927,1305,1575,301,399,,375,437,2184,32,815,61,4571,210,172,274,851,199,25,175,5588,972,9,0,0,0,0,0,1588,3509,2341,715,322,178,97,1339,13,1091,324,418,398,1114,137,242,150,10,862,1226,254,574,1,47,478,59,285,97,40,58,19,6866,136,9,298,82,29,16,3,,8475,2005
106190570,106190570,190570,NORWALK COMMUNITY HOSPITAL,13222 BLOOMFIELD AVENUE,NORWALK,90650,,NO,78.2jjjj,,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,50,Basic,2104,2354,,,586,615,829,738,735,429,180,134,100,112,,237,285,2947,4,82,1,902,128,190,35,,,,4015,9,,33,0,0,,48,1885,219,1181,920,253,41,,6,110,,254,85,194,59,1206,199,4,282,460,,255,559,221,523,300,4,22,4,88,,5,70,3181,499,31,201,28,19,6,,4458,618,594,,,62,79,109,179,200,167,185,166,3,62,,160,112,640,1,10,,289,90,69,28,14,50,22,,785,154,,0,0,0,0,0,452,452,217,78,13,7,7,217,,170,77,81,50,76,19,15,12,,9,242,47,183,,,39,7,23,10,1,16,1,1075,7,,7,21,3,2,,,1212,2005
