oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,CONTROL_TYPE_DESC,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,RURAL_HOSPITAL_FLAG,TEACHING_HOSPITAL_FLAG,TRAUMA_CENTER_DESC,CONGRESSIONAL_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,SENATE_DISTRICT_DESC,LA_COUNTY_SPA_DESC,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,TYPE_CONTROL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Unknown,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Other_Care,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Childrens_or_Cancer_Center,Critical_Access_Hospital,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Births,Dx_Invalid,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_Uninsured,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Congenital_anomalies,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Fire_Accidents,a_EC_Natural_Environment,a_EC_Undetermined,a_EC_War,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,oshpd9,a_Dx_Invalid
106291053,291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,General Acute Care Hospital,10121 PINE AVE,TRUCKEE,96161,50-99,SMALL/RURAL,NA,,Rocklin -- District 4,District 1,District 1,,NORTH BLOOMFIELD/NORTH SAN JUAN/TRUCKEE,Rural,SMALL/RURAL,,District,Emergency - Basic,4277,5154,,1163,1252,1593,1115,1146,1092,982,598,342,148,,148,61,1078,4,215,304,7621,232,1,9,10,2,,1,10,23,,9093,5,3,25,17,1199,1486,729,5876,141,130,18,253,,335,84,354,160,3956,360,12,424,499,5,223,577,262,1779,,,2025,25,47,6,55,10,36,141,5130,1422,235,223,10,59,7,,9431,24,8754,653,423,493,,37,89,91,108,138,159,141,126,2,25,,6,7,102,10,9,782,,45,9,14,50,4,4,9,736,45,,0,0,0,0,0,85,331,4,381,115,12,5,106,213,35,31,26,249,24,16,20,4,23,88,15,48,,1,,152,4,49,3,6,53,564,36,9,17,14,2,,5,2,,916,3,841,72,2012,106291053,
106300032,300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,1201 WEST LA VETA AVENUE,ORANGE,92868,200-299,NA,NA,,Huntington Beach -- District 15,District 68,District 37,,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,,,Non-Profit,Emergency - Basic,21089,25317,3,28882,9622,31,,,,,,,7873,1,1960,592,24898,49,2155,371,16384,26,6,5,,,,11,,,,46360,,1,,,28416,6,4910,10120,2957,7,314,74,98,2519,369,1583,2647,10643,728,60,3088,1139,204,412,9257,1838,11428,1,,4931,108,106,6,42,15,47,287,36564,3681,88,233,34,253,14,,46409,265,31427,14717,2188,2753,,1288,26,,,,,,,1313,2314,,342,80,2767,251,9,1486,6,29,3,24,,,,10,4865,10,,0,0,0,0,0,3038,5,49,1802,47,,189,70,818,264,288,214,295,83,143,300,5,18,1183,161,586,,62,262,77,15,95,4,19,243,4398,45,5,1,4,16,,12,7,,4941,53,3578,1310,2012,106300032,
106300225,300225,ORANGE COAST MEMORIAL MEDICAL CENTER,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,9920 TALBERT AVENUE,FOUNTAIN VALLEY,92708,200-299,NA,NA,,Newport Beach -- District 48,District 72,District 34,,FOUNTAIN VALLEY/HUNTINGTON BEACH CENTRAL,Urban,,,Non-Profit,Emergency - Basic,12248,8647,,1629,1794,2876,2680,2791,2744,1982,1776,2275,348,,2423,484,4631,5,642,203,12507,420,,31,83,11,5,,12,110,,19965,249,8,1,,3719,5538,1231,8499,1908,602,93,698,5,1282,245,1447,271,4842,1282,53,1363,454,22,709,1497,645,5385,,,1734,87,218,7,97,20,274,192,15545,2066,105,421,46,75,8,,20895,546,19689,660,4182,3300,,42,332,465,803,1288,1221,1380,1935,16,,,1290,126,1231,157,54,4622,2,172,,195,901,51,,54,5015,1093,1,0,0,0,0,0,708,4220,34,1984,536,64,160,1375,1452,276,557,487,668,161,293,157,6,114,638,154,899,,6,15,379,47,447,5,17,490,5955,69,11,10,17,15,,7,13,,7482,629,6526,327,2012,106300225,
106301097,301097,ANAHEIM GENERAL HOSPITAL,ORANGE,Investor - Partnership,General Acute Care Hospital,3350 WEST BALL ROAD,ANAHEIM,92804,100-149,NA,NA,,Huntington Beach -- District 15,District 65,District 29,,ANAHEIM WEST,Urban,,,Investor,Emergency - Basic,4050,3112,,1190,1010,1131,1047,1104,929,351,128,104,168,,596,496,3209,18,20,1,2822,60,263,10,76,1,,9,,,,6737,6,,,,765,2248,,,4149,143,13,89,,538,119,518,530,1550,463,9,497,129,1,329,948,491,794,1,,504,18,6,4,86,,1,69,5582,743,14,84,12,36,3,,7162,3,6120,1039,664,679,,13,51,93,261,319,252,176,178,,,,202,110,302,,1,723,5,69,79,37,12,85,,53,587,421,,0,0,0,0,0,389,700,15,110,129,9,14,116,165,78,100,140,45,17,12,36,,285,185,68,73,,,,29,13,11,1,,4,1249,28,,1,4,,,2,1,,1343,3,1225,115,2012,106301097,
106301098,301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,ORANGE,Investor - Partnership,General Acute Care Hospital,1111 WEST LA PALMA AVENUE,ANAHEIM,92801,200-299,NA,NA,,Huntington Beach -- District 15,District 69,District 29,,ANAHEIM CENTRAL,Urban,,,Investor,Emergency - Basic,17762,13780,1,4338,3415,5075,4086,3667,3734,2420,1803,1956,1048,1,1576,1539,13261,17,5529,11,9610,767,599,55,45,26,,8,,135,4,29696,191,17,,,1848,4040,1414,19575,4666,1161,135,760,12,1884,472,1766,338,6820,2095,48,1597,627,75,769,3081,1217,8686,,,2341,59,518,11,315,39,195,245,23845,2901,147,663,61,165,38,,31543,306,25860,5377,4706,4091,,99,417,581,1071,1477,1502,1527,2104,19,,,837,349,3045,527,1,4034,4,330,219,192,888,47,113,91,5531,1384,2,0,0,0,0,0,1651,4076,110,1875,1085,115,238,1820,1558,545,622,576,642,162,256,198,12,115,906,278,727,9,8,10,433,38,528,12,28,530,7005,113,5,17,32,16,,14,26,,8797,304,7127,1366,2012,106301098,
106301132,301132,KAISER FND HOSP - ORANGE COUNTY - LAKEVIEW,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,441 LAKEVIEW AVENUE,ANAHEIM,92807,200-299,NA,NA,,California -- District 39,District 68,District 37,,ANAHEIM HILLS/CITY OF ORANGE EAST/VILLA PARK,Urban,,,Non-Profit,Emergency - Basic,37904,31175,3,6850,7192,9563,8333,8567,8912,7472,5576,4945,1672,,7215,2561,16239,145,4133,1035,37754,442,358,41,546,69,12,1,17,628,,66589,328,,,51,4731,14357,264,46996,2734,1451,244,2288,15,3861,946,4365,1168,15451,4344,133,3609,1581,149,2272,4290,2044,20867,,4,5077,170,783,28,294,25,666,560,52146,7041,369,1388,159,334,42,,69082,1678,61421,5983,5297,4945,,348,502,567,941,1446,1884,1857,2271,128,298,,1115,356,1775,221,35,6717,23,314,77,244,2360,62,,111,6109,964,1,0,0,0,0,0,426,5294,6,4412,104,86,267,1541,2030,384,705,1080,1041,218,357,233,19,158,1079,360,642,,18,24,531,40,927,9,24,754,7561,261,17,22,32,18,,32,14,,10242,273,9205,764,2012,106301132,
106301140,301140,CHAPMAN MEDICAL CENTER,ORANGE,Investor - Corporation,General Acute Care Hospital,2601 EAST CHAPMAN AVENUE,ORANGE,92869,100-149,NA,NA,,Palm Springs -- District 45,District 68,District 37,,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,,,Investor,Emergency - Basic,4305,3812,1,690,1051,1442,1243,1295,1092,556,319,344,86,,262,276,2568,13,240,43,4716,279,210,25,13,1,,,,16,1,7549,12,12,,,38,1495,918,4368,1299,125,25,179,1,397,103,469,98,2231,553,10,486,197,3,462,714,379,1686,,,675,24,54,7,68,13,47,125,5690,1066,62,206,31,33,17,,8118,27,7547,544,627,582,,45,126,111,167,225,169,130,236,,,,11,40,252,22,47,837,,33,72,36,130,23,6,1,753,154,1,0,0,0,0,0,96,441,233,325,114,3,11,119,204,62,70,91,89,25,15,55,,257,113,49,45,,1,,53,6,34,2,2,39,1020,28,2,4,4,2,,4,9,,1209,12,1129,68,2012,106301140,
106301175,301175,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,ORANGE,Investor - Corporation,General Acute Care Hospital,17100 EUCLID STREET,FOUNTAIN VALLEY,92708,200-299,NA,NA,,Newport Beach -- District 48,District 72,District 34,,FOUNTAIN VALLEY/HUNTINGTON BEACH CENTRAL,Urban,,,Investor,Emergency - Basic,17535,14186,,4494,3190,4404,3900,4334,4009,2621,1916,1738,1114,1,8869,659,11129,5,1742,209,9108,374,981,44,13,4,3,5,,234,,29839,130,94,,,1258,5622,2765,17812,4264,1143,144,871,9,1753,409,1936,601,6892,1690,67,1656,1177,70,1051,2866,1031,8355,,,2424,113,152,6,255,23,245,251,24371,2560,166,828,92,190,45,,31721,4236,23773,3712,5307,5042,,263,515,618,1103,1781,1686,1816,2066,179,322,,4060,171,2481,405,71,3158,3,161,242,283,1331,124,10,19,6391,1785,3,0,0,0,0,0,2560,4831,188,1379,1391,128,277,1970,1681,496,678,729,987,203,373,264,7,127,1258,322,787,3,12,47,466,85,662,14,43,767,8019,144,11,28,31,39,2,20,18,,10349,2632,6649,1068,2012,106301175,
106301188,301188,WESTERN MEDICAL CENTER ANAHEIM,ORANGE,Investor - Corporation,General Acute Care Hospital,1025 SOUTH ANAHEIM BLVD.,ANAHEIM,92805,150-199,NA,NA,,Huntington Beach -- District 15,District 69,District 34,,ANAHEIM CENTRAL,Urban,,,Investor,Emergency - Basic,6929,6565,,1932,1841,2902,2132,1882,1347,600,239,167,452,,252,339,6999,9,1153,259,4483,192,1148,26,2,4,,1,248,53,3,11517,26,247,2,25,367,2242,1734,5785,3366,1188,39,358,2,812,337,721,366,3075,482,29,803,587,39,1380,1102,445,1729,,,849,55,116,5,333,18,57,124,10093,1361,58,250,40,83,52,,13494,71,10395,3028,1273,1398,,115,530,525,507,461,231,163,133,6,,,85,68,1097,219,97,1104,1,63,155,23,34,44,3,142,1752,195,260,0,0,0,0,0,792,708,771,262,138,274,38,165,295,89,85,92,119,44,25,27,19,1154,128,57,54,,,6,67,15,61,13,11,50,2303,55,2,5,72,8,,4,5,,2671,22,2207,442,2012,106301188,
106301205,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,1 HOAG DRIVE,NEWPORT BEACH,92663,300-499,NA,NA,,Newport Beach -- District 48,District 74,District 37,,COSTA MESA,Urban,,,Non-Profit,Emergency - Basic,42518,37068,1,6416,6924,11631,10250,10591,10026,7899,6558,8183,1109,,5548,1968,10284,31,5052,300,56404,451,1074,158,672,72,36,17,154,634,68,74450,342,243,4,1212,12330,13854,1658,41230,10515,1152,264,2749,22,2999,1064,4502,1111,21528,3945,153,3368,2794,289,3980,4816,2899,21949,3,,8162,316,1057,24,532,39,621,729,56006,8920,477,1868,289,460,87,,79587,2277,74471,2839,7151,6838,,141,782,1024,1441,2080,2335,2478,3706,2,,,916,223,1069,607,73,11094,7,227,147,503,371,194,12,387,10195,1953,,0,0,0,0,0,715,7389,124,4440,1321,164,222,2468,2988,503,852,1672,1458,221,565,310,6,269,1439,425,416,1,9,1,676,99,1671,28,40,1210,9763,207,38,27,64,116,2,38,10,,13989,551,13041,397,2012,106301205,
106301209,301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Investor - Limited Liability Company,General Acute Care Hospital,17772 BEACH BOULEVARD,HUNTINGTON BEACH,92647,100-149,NA,NA,,Newport Beach -- District 48,District 72,District 34,,HUNTINGTON BEACH NORTH/SEAL BEACH EAST/WESTMINSTER,Urban,,,Investor,Emergency - Basic,6867,7033,,1234,1560,2874,2290,2219,1936,844,391,396,156,,645,384,2705,4,754,10,9398,194,1053,63,,,,,,139,,12442,9,,,,3623,1798,1477,3280,3722,117,17,184,3,703,124,591,206,3633,483,9,1314,1729,,900,990,647,2249,1,,1104,128,224,7,159,263,8,201,9851,1252,109,476,57,51,10,,13900,245,12756,899,1542,1612,,35,198,255,509,608,483,478,588,,,,267,58,370,153,,2303,3,256,207,66,171,155,11,65,1768,445,10,0,0,0,0,0,425,1618,29,458,624,18,44,472,472,158,198,345,290,56,37,157,,219,371,77,239,,1,,188,28,223,8,3,17,2338,190,7,13,59,6,2,5,67,,3154,157,2845,152,2012,106301209,
106301234,301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor - Limited Liability Company,General Acute Care Hospital,7901 WALKER STREET,LA PALMA,90623,100-149,NA,NA,,Norwalk -- District 38,District 65,District 29,,BUENA PARK/LA PALMA,Urban,,,Investor,Emergency - Basic,6157,5220,,1686,1432,1918,1641,1488,1199,670,537,484,322,,1723,1231,2859,4,554,50,4956,231,693,23,4,1,,,,61,,10315,33,16,,,3453,1638,635,3359,2292,396,25,191,,370,111,524,182,2828,865,6,579,784,10,436,940,432,2698,,,993,46,155,9,110,61,35,139,7846,1318,77,508,15,60,5,,11377,328,10433,616,1729,1335,,46,191,234,306,480,491,560,753,3,,,753,255,620,95,7,1332,2,212,106,79,127,114,5,69,1586,766,,0,0,0,0,0,678,1779,33,402,172,215,59,450,402,145,202,308,184,59,29,82,15,233,320,69,289,3,,,118,10,95,1,14,112,2652,19,4,5,8,7,,5,14,,3064,303,2523,238,2012,106301234,
106301248,301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor - Corporation,General Acute Care Hospital,3751 KATELLA AVENUE,LOS ALAMITOS,90720,150-199,NA,NA,,Gordon Grove -- District 47,District 72,District 34,,CYPRESS/LOS ALAMITOS/ROSSMOOR,Urban,,,Investor,Emergency - Basic,13982,10274,,2333,2324,2963,2618,2885,2843,2162,2294,3345,489,,1660,1077,4715,14,472,80,16238,424,533,54,87,6,1,87,,44,1,22560,371,88,,,662,7028,1601,12509,2456,622,102,883,5,997,266,1707,355,6398,1510,26,1154,282,21,673,1713,840,6702,,,2605,113,148,10,114,4,166,239,17318,2672,176,490,43,146,12,,24256,145,23547,564,3494,2681,,58,200,266,452,757,847,1280,2314,1,,,507,148,662,51,26,4777,4,133,76,222,1012,112,20,43,3243,1313,1,0,0,0,0,0,190,3869,530,1410,176,37,95,1380,1091,279,401,510,633,142,147,139,7,153,650,160,346,,4,1,463,28,555,6,13,350,4607,61,14,14,26,22,2,13,1,,6175,39,6042,94,2012,106301248,
106301258,301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor - Corporation,General Acute Care Hospital,2701 S. BRISTOL STREET,SANTA ANA,92704,150-199,NA,NA,,Huntington Beach -- District 15,District 69,District 34,,SANTA ANA SOUTH,Urban,,,Investor,Emergency - Basic,10441,8364,,4110,2544,3514,2877,2135,1464,676,397,301,787,,175,291,16717,1,202,12,1407,192,384,25,1,2,,,,191,,17861,56,93,,,67,4187,1469,9490,3592,1494,61,289,3,1204,303,1336,402,4051,679,35,1233,419,52,802,2403,726,3313,,,1350,50,163,11,167,3,75,185,14454,1792,87,293,28,132,15,,18805,40,8007,10758,1510,979,,114,353,351,316,342,303,324,381,1,4,,8,31,1972,22,104,352,,99,81,52,114,33,6,21,1669,412,2,0,0,0,0,0,1008,794,356,161,170,415,35,287,475,113,163,126,134,23,26,135,2,178,193,94,89,,,1,77,10,113,7,8,85,2125,18,2,,18,12,1,2,11,,2489,20,1118,1351,2012,106301258,
106301262,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,300-499,NA,NA,Level II,Palm Springs -- District 45,District 73,District 36,,LAKE FOREST EAST/MISSION VIEJO CENTRAL AND SOUTH,Urban,,,Non-Profit,Emergency - Basic,19161,14117,1,6,1417,6226,5201,5811,5372,3604,2617,3023,2,,959,680,5236,20,768,203,25413,318,261,73,193,23,,,40,153,69,32000,127,22,,,3346,7215,3333,15561,3824,1127,114,1490,9,1778,533,2119,287,7303,2713,85,1597,690,,1130,1418,1146,9740,,,2538,167,418,23,215,57,236,324,24603,3081,243,1151,52,135,36,,33279,864,29805,2610,5359,4982,,138,659,672,1105,1553,1669,1735,2809,1,,,440,136,1025,94,51,8589,6,213,79,345,1869,414,,179,6035,1195,12,0,0,0,0,0,883,5324,219,3002,913,88,128,2092,1507,415,543,795,1878,269,313,347,12,179,889,232,640,1,13,,961,77,885,53,42,660,6849,151,83,367,109,42,,27,35,,10341,339,9404,598,2012,106301262,
106301279,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,ORANGE,Public - University of California,General Acute Care Hospital,101 CITY DRIVE SOUTH,ORANGE,92868,300-499,NA,Teaching,Level I,Huntington Beach -- District 15,District 69,District 34,,GARDEN GROVE NORTH/STANTON,Urban,,Teaching,UC,Emergency - Comprehensive,18188,14981,,1735,2856,7419,5985,5212,4662,2500,1246,1072,482,,2740,1469,14322,40,401,32,14165,132,502,76,2,7,7,99,,338,9,30898,99,738,262,,9187,4172,5294,8192,6324,2872,152,724,11,1479,535,1869,323,6277,2894,176,1644,949,41,1681,1417,1157,8967,,1,1496,35,187,18,463,26,432,127,26619,1812,144,1548,115,99,47,1,33169,488,28242,4439,5290,5235,,818,1654,1513,1550,1727,1315,931,870,35,112,,1293,356,3963,263,25,4613,12,354,154,327,570,281,98,94,7825,785,37,0,0,0,0,0,3012,2785,316,2263,2149,944,114,1304,1015,395,404,741,2483,152,471,312,32,1282,353,184,308,2,15,14,692,35,609,230,59,698,6714,293,63,909,139,15,22,26,21,,10525,348,8531,1646,2012,106301279,
106301283,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,ORANGE,Investor - Limited Liability Company,General Acute Care Hospital,12601 GARDEN GROVE BLVD.,GARDEN GROVE,92843,150-199,NA,NA,,Huntington Beach -- District 15,District 69,District 34,,GARDEN GROVE NORTH/STANTON,Urban,,,Investor,Emergency - Basic,12341,10290,,3503,2752,4040,3372,3110,2385,1197,731,691,850,,2425,528,12353,14,904,8,6399,215,1017,67,,,,,,55,,21169,21,87,,,10174,2183,1981,3453,4840,1114,37,385,1,1190,261,1340,353,4834,1225,28,1341,859,32,1073,2285,1000,5272,1,,1445,65,177,4,275,14,95,213,17363,2059,118,639,22,126,16,,22631,917,16502,5212,2117,1732,,76,228,330,420,591,536,654,1002,11,1,,1379,68,1246,74,,1080,2,313,114,116,217,112,26,46,2081,820,4,0,0,0,0,0,1028,1849,14,473,485,131,79,610,657,247,323,359,282,69,78,110,2,37,478,74,301,2,3,7,231,12,204,4,22,83,3199,36,4,7,12,11,,9,15,,3849,918,2247,684,2012,106301283,
106301297,301297,PLACENTIA LINDA HOSPITAL,ORANGE,Investor - Corporation,General Acute Care Hospital,1301 NORTH ROSE DRIVE,PLACENTIA,92870,100-149,NA,NA,,California -- District 39,District 2,District 29,,BREA EAST/PLACENTIA CENTRAL AND NORTH/YORBA LINDA,Urban,,,Investor,Emergency - Basic,12517,9492,,2199,2837,3302,2779,2998,2697,1649,1397,1821,330,,806,651,5057,18,1807,135,13535,399,141,25,58,13,1,30,,99,1,21144,96,,2,,568,4475,1617,12733,2616,308,107,670,2,1222,362,1436,418,5988,1309,9,1566,622,2,677,2051,840,4419,1,,2064,83,215,6,184,68,112,269,15313,2883,129,521,39,116,7,,22009,161,20961,887,1517,1154,,40,148,164,302,357,403,471,786,,,,133,57,406,165,4,1904,2,124,63,80,241,27,5,2,1719,410,,0,0,0,0,0,224,1427,129,684,207,10,46,419,648,148,213,172,244,39,57,40,3,55,336,88,152,,1,,152,26,149,2,9,91,2158,32,3,10,23,4,,8,4,,2671,33,2553,85,2012,106301297,
106301317,301317,SADDLEBACK MEMORIAL MEDICAL CENTER,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,200-299,NA,NA,,Palm Springs -- District 45,District 73,District 36,,LAGUNA BEACH/LAGUNA WOODS,Urban,,,Non-Profit,Emergency - Basic,21782,16864,2,2883,3318,4946,4334,4571,4279,3424,3652,6826,415,,1437,700,5661,31,1173,442,29204,563,,111,846,64,26,,114,340,,36064,513,6,1,,4124,12412,3487,14009,4616,788,124,1544,4,1946,420,2038,596,11341,2118,80,1887,972,25,1742,2355,1487,9180,1,,4370,212,476,14,279,18,303,478,26044,4816,263,934,149,258,34,,38648,725,36409,1514,5531,4463,,92,340,417,722,1047,1358,1846,4169,3,,,428,152,864,222,14,8297,17,214,,298,2428,116,,53,5110,1770,5,0,0,0,0,0,286,6900,138,2032,638,64,160,2087,1649,384,575,1177,1058,134,262,270,10,128,1095,221,715,,3,2,837,64,695,12,17,581,7456,139,10,24,65,38,,37,19,,9994,296,9477,221,2012,106301317,
106301337,301337,MISSION HOSPITAL LAGUNA BEACH,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,31872 COAST HIGHWAY,LAGUNA BEACH,92651,150-199,NA,NA,,Newport Beach -- District 48,District 74,District 37,,ALISO VIEJO/LAGUNA HILLS/LAGUNA NIGUEL,Urban,,,Non-Profit,Emergency - Basic,4889,4627,,516,990,1307,1076,1450,1455,1080,674,897,71,,153,162,659,5,159,57,8321,65,162,16,20,4,1,,90,133,5,9003,12,5,,,647,2026,949,4595,1299,72,25,199,1,417,172,442,105,2906,656,6,456,348,4,801,539,518,1849,,,1042,28,100,5,88,8,49,131,6361,1364,58,184,30,44,24,,9516,88,9246,182,1695,1597,,137,600,323,492,530,350,281,579,,,,83,51,152,33,15,2956,2,66,191,36,271,223,,11,2304,187,3,0,0,0,0,0,144,1103,74,1599,372,10,18,215,340,117,99,139,238,41,42,42,,1640,153,45,153,,,,151,13,281,11,6,74,2488,67,4,8,155,3,1,10,20,,3292,25,3245,22,2012,106301337,
106301340,301340,ST. JOSEPH HOSPITAL - ORANGE,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,1100 WEST STEWART DRIVE,ORANGE,92868,300-499,NA,NA,,Huntington Beach -- District 15,District 68,District 37,,CITY OF ORANGE SOUTH/SANTA ANA NORTH/TUSTIN FOOTHILLS/TUSTIN WEST,Urban,,,Non-Profit,Emergency - Basic,29596,18275,6,,3852,9695,7746,7149,6438,4577,3761,4659,,,1617,1115,21434,6,995,151,22559,517,272,41,89,11,18,4,79,611,26,45875,334,,,,10371,10968,8539,14727,3272,2637,301,1739,6,2046,645,2640,492,8373,2812,83,3407,1151,,2200,2650,1702,14993,,,2931,98,465,22,190,103,36,245,39613,2983,131,864,96,69,31,,47877,672,39092,8113,5235,4655,,196,797,708,1100,1478,1490,1690,2431,,,,519,172,2619,128,1,6451,,131,129,300,1283,387,1,74,6253,1331,1,0,0,0,0,0,1072,3645,102,4314,757,110,140,1768,1441,403,576,1021,802,192,388,228,4,1427,846,202,334,,8,,409,25,940,10,22,322,7852,135,11,17,115,13,,12,7,,9890,331,8214,1345,2012,106301340,
106301342,301342,ST. JUDE MEDICAL CENTER,ORANGE,Nonprofit - Corporation,General Acute Care Hospital,101 EAST VALENCIA MESA DRIVE,FULLERTON,92835,300-499,NA,NA,,California -- District 39,District 65,District 29,,FULLERTON CENTRAL AND SOUTH,Urban,,,Non-Profit,Emergency - Basic,30862,23724,,5738,5174,7795,6480,7027,6662,4830,4093,5558,1229,,3974,1486,16073,20,1628,282,31123,1289,380,107,81,33,17,54,174,328,71,51686,365,1,,,10003,11276,4375,21795,7137,1146,149,2024,13,2843,779,3298,1038,11380,3628,56,3567,988,78,1674,4198,1992,15735,,,4573,177,321,27,445,80,106,520,41156,5027,312,1418,149,244,31,,54586,1691,47329,5566,4488,3917,,56,316,398,715,1183,1345,1600,2782,10,,,935,130,1360,170,124,5683,3,445,73,344,1309,248,6,105,4139,1735,1,0,0,0,0,0,704,4952,63,1987,699,52,126,2024,1352,394,488,968,882,154,284,163,11,40,954,226,274,2,3,8,599,65,853,5,59,530,6098,98,7,18,25,17,3,14,14,,8405,539,7339,527,2012,106301342,
