This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"134894","LOGAN",-95.7833,41.6333,302,"COOP","14908"
"135086","MANCHESTER #",-91.4500,42.4667,302,"COOP","14919"
"135123","MAPLETON NO",-95.7833,42.1667,347,"COOP","14921"
"135131","MAQUOKETA",-90.6667,42.0667,207,"COOP","14923"
"135198","MARSHALLTOWN",-92.9333,42.0667,265,"COOP","14930"
"135230","MASON CITY",-93.2000,43.1500,344,"COOP","14934"
"135769","MOUNT AYR 4",-94.3000,40.6833,339,"COOP","14968"
"135796","MOUNT PLEASA",-91.5500,40.9500,223,"COOP","14969"
"135837","MUSCATINE",-91.0667,41.4000,167,"COOP","14974"
"135952","NEW HAMPTON",-92.3167,43.0667,354,"COOP","14982"
"135992","NEWTON",-93.0500,41.7000,287,"COOP","14985"
"136103","NORTHWOOD",-93.2167,43.4500,369,"COOP","14990"
"136151","OAKLAND 4 WS",-95.4667,41.3000,351,"COOP","14994"
"136200","OELWEIN 2 S",-91.9167,42.6500,308,"COOP","15001"
"136243","ONAWA",-96.1000,42.0167,323,"COOP","15005"
"136305","OSAGE",-92.8000,43.2833,357,"COOP","15009"
"136316","OSCEOLA 3 WS",-93.8167,41.0167,338,"COOP","15010"
"136327","OSKALOOSA",-92.6500,41.3167,253,"COOP","15011"
"136566","PERRY 3 N",-94.1000,41.8833,294,"COOP","15029"
"136719","POCAHONTAS",-94.6667,42.7333,369,"COOP","15034"
"136766","POSTVILLE",-91.5667,43.0833,363,"COOP","15036"
"136800","PRIMGHAR",-95.6333,43.0833,463,"COOP","15037"
"136910","RATHBUN DAM",-92.9000,40.8167,294,"COOP","15042"
"136940","RED OAK",-95.2333,41.0000,317,"COOP","15044"
"137147","ROCK RAPIDS",-96.1667,43.4333,411,"COOP","15056"
"137161","ROCKWELL CIT",-94.6167,42.4000,369,"COOP","15058"
"137312","SAC CITY",-95.0000,42.4333,366,"COOP","15064"
"137386","SANBORN",-95.6833,43.1833,473,"COOP","15069"
"137594","SHELDON",-95.8500,43.1833,433,"COOP","15077"
"137613","SHENANDOAH",-95.3667,40.7500,308,"COOP","15081"
"137664","SIBLEY 5 NNE",-95.7167,43.4500,509,"COOP","15082"
"137669","SIDNEY",-95.6500,40.7500,344,"COOP","15083"
"137678","SIGOURNEY",-92.2000,41.3333,244,"COOP","15084"
"137700","SIOUX CENTER",-96.1500,43.0500,415,"COOP","15086"
"137726","SIOUX RAPIDS",-95.0500,42.8833,433,"COOP","15093"
"137844","SPENCER 1 N",-95.1500,43.1667,404,"COOP","15099"
"137979","STORM LAKE 2",-95.1833,42.6333,434,"COOP","15109"
"138026","SWEA CITY",-94.3167,43.3833,353,"COOP","15116"
"138266","TIPTON",-91.1167,41.7833,235,"COOP","15122"
"138296","TOLEDO",-92.5833,41.9833,271,"COOP","15124"
"138339","TRIPOLI",-92.2500,42.8167,320,"COOP","15128"
"138568","VINTON",-92.0000,42.1667,259,"COOP","15136"
"138688","WASHINGTON",-91.6833,41.2833,230,"COOP","15143"
"138755","WAUKON",-91.4833,43.2667,378,"COOP","15155"
"138806","WEBSTER CITY",-93.8000,42.4667,320,"COOP","15157"
"139067","WILLIAMSBURG",-92.0167,41.6667,259,"COOP","15168"
"139132","WINTERSET 2",-94.0333,41.3667,326,"COOP","15170"
"140010","ABILENE 2 W",-97.2500,38.9167,357,"COOP","15174"
"140201","ALTON 6 ESE",-98.8500,39.4333,494,"COOP","15193"
"140365","ASHLAND",-99.7667,37.2000,600,"COOP","15207"
"140405","ATCHISON",-95.1167,39.5667,288,"COOP","15211"
"140439","ATWOOD 2 SW",-101.0667,39.7833,872,"COOP","15218"
"140682","BELLEVILLE",-97.6333,39.8333,470,"COOP","15247"
"140693","BELOIT",-98.1000,39.4833,445,"COOP","15248"
"140800","BIG BOW 2 S",-101.5667,37.5333,966,"COOP","15254"
"140865","BISON",-99.2000,38.5167,613,"COOP","15260"
"141029","BREWSTER 4 W",-101.4500,39.3667,1048,"COOP","15271"
"141351","CASSODAY",-96.6333,38.0500,445,"COOP","15304"
"141383","CEDAR BLUFF",-99.7167,38.8000,649,"COOP","15308"
"141408","CENTRALIA",-96.1167,39.7167,402,"COOP","15315"
"141522","CIMARRON",-100.3500,37.8000,802,"COOP","15331"
"141559","CLAY CENTER",-97.1167,39.3833,372,"COOP","15334"
"141612","CLINTON LAKE",-95.3333,38.9333,298,"COOP","15342"
"141699","COLBY 1 SW",-101.0667,39.3833,966,"COOP","15351"
"141704","COLDWATER",-99.3333,37.2667,635,"COOP","15352"
"141740","COLUMBUS 1 S",-94.8500,37.1667,274,"COOP","15357"
"141858","COTTONWOOD F",-96.5500,38.3667,378,"COOP","15369"
"141867","COUNCIL GROV",-96.5167,38.6833,402,"COOP","15372"
"142401","EL DORADO",-96.8333,37.8167,396,"COOP","15411"
"142430","ELK CITY LAK",-95.8000,37.2833,242,"COOP","15426"
"142459","ELLSWORTH",-98.2333,38.7167,466,"COOP","15435"
"142548","EMPORIA 3 NW",-96.2000,38.4333,372,"COOP","15445"
"142622","EUREKA",-96.2833,37.8167,332,"COOP","15454"
"142686","FALL RIVER L",-96.0833,37.6500,311,"COOP","15458"
"142773","FLORENCE",-96.9333,38.2500,394,"COOP","15461"
"142835","FORT SCOTT",-94.7000,37.8500,258,"COOP","15465"
"142980","GARDEN CITY",-100.8167,37.9833,874,"COOP","15486"
"143008","GARNETT 1 E",-95.2333,38.2833,299,"COOP","15490"
"143074","GIRARD",-94.8333,37.5167,300,"COOP","15497"
"143100","GLEN ELDER L",-98.3167,39.5000,457,"COOP","15503"
"143218","GREAT BEND",-98.7667,38.3667,567,"COOP","15514"
"143239","GREENSBURG",-99.3000,37.6167,680,"COOP","15519"
"143527","HAYS 1 S",-99.3333,38.8667,613,"COOP","15541"
"143554","HEALY",-100.6167,38.6000,869,"COOP","15546"
"143594","HERINGTON",-96.9500,38.6667,407,"COOP","15547"
"143665","HILL CITY 1",-99.8333,39.3667,657,"COOP","15558"
"143686","HILLSDALE LA",-94.9000,38.6667,308,"COOP","15561"
"143759","HOLTON",-95.7667,39.4667,341,"COOP","15563"
"143810","HORTON",-95.5167,39.6667,314,"COOP","15564"
"143822","HOWARD 5 NE",-96.2000,37.5167,335,"COOP","15570"
"143837","HOXIE",-100.4500,39.3500,820,"COOP","15571"
"143847","HUDSON",-98.6500,38.1000,569,"COOP","15574"
"143855","HUGOTON",-101.3500,37.1833,948,"COOP","15575"
"143930","HUTCHINSON 1",-98.0333,37.9333,479,"COOP","15583"
"143954","INDEPENDENCE",-95.7000,37.2500,238,"COOP","15586"
"143984","IOLA 1 W",-95.4333,37.9167,291,"COOP","15589"
"144104","JOHN REDMOND",-95.7500,38.2500,333,"COOP","15603"
"144178","KANOPOLIS LA",-97.9500,38.6000,455,"COOP","15616"
"144313","KINGMAN",-98.1167,37.6333,461,"COOP","15625"
"144333","KINSLEY",-99.4167,37.9167,661,"COOP","15631"
"144464","LAKIN",-101.2500,37.9333,914,"COOP","15643"
"144530","LARNED",-99.1000,38.1833,630,"COOP","15646"
"144559","LAWRENCE",-95.2667,38.9667,299,"COOP","15652"
"144588","LEAVENWORTH",-94.9667,39.3667,262,"COOP","15660"
"144695","LIBERAL",-100.9167,37.0500,863,"COOP","15680"
"144712","LINCOLN 1 ES",-98.1167,39.0333,421,"COOP","15684"
"144857","LOVEWELL LAK",-98.0333,39.9000,488,"COOP","15702"
"144972","MANHATTAN",-96.5833,39.2000,325,"COOP","15716"
"144982","MANKATO",-98.2167,39.7833,532,"COOP","15721"
"145039","MARION LAKE",-97.0833,38.3833,411,"COOP","15723"
"145063","MARYSVILLE",-96.6500,39.8333,354,"COOP","15727"
"145127","MC DONALD",-101.3667,39.7833,1025,"COOP","15734"
"145152","MCPHERSON",-97.6667,38.3833,456,"COOP","15737"
"145171","MEADE",-100.3333,37.2833,755,"COOP","15740"
"145173","MEDICINE LOD",-98.5833,37.2833,457,"COOP","15742"
"145306","MILFORD LAKE",-96.8833,39.0833,369,"COOP","15755"
"145363","MINNEAPOLIS",-97.7000,39.1333,399,"COOP","15760"
"145528","MOUND CITY",-94.8167,38.1333,256,"COOP","15770"
"145536","MOUND VALLEY",-95.4500,37.1833,244,"COOP","15772"
"145692","NESS CITY",-99.9000,38.4500,686,"COOP","15783"
"145744","NEWTON 2 SW",-97.3833,38.0333,441,"COOP","15787"
"145852","NORTON DAM",-99.9333,39.8167,713,"COOP","15793"
"145856","NORTON 9 SSE",-99.8333,39.7000,719,"COOP","15796"
"145888","OAKLEY",-100.8500,39.1333,933,"COOP","15800"
"145906","OBERLIN",-100.5333,39.8333,796,"COOP","15802"
"145972","OLATHE 3 E",-94.7667,38.8833,322,"COOP","15808"
"146100","OSKALOOSA",-95.3167,39.2167,340,"COOP","15821"
"146128","OTTAWA",-95.2833,38.6167,274,"COOP","15824"
"146209","PAOLA",-94.8667,38.5833,262,"COOP","15837"
"146242","PARSONS 2 NW",-95.2833,37.3667,277,"COOP","15840"
"146333","PERRY LAKE",-95.4167,39.1167,293,"COOP","15848"
"146374","PHILLIPSBURG",-99.3167,39.7333,581,"COOP","15852"
"146435","PLAINVILLE",-99.3000,39.2333,656,"COOP","15857"
"146549","PRATT 4 W",-98.8072,37.6383,591,"COOP","15873"
"146637","QUINTER",-100.2333,39.0667,814,"COOP","15880"
"146808","RICHFIELD 1",-101.7667,37.2667,1039,"COOP","15895"
"147049","RUSSELL SPRI",-101.1833,38.9000,903,"COOP","15913"
"147093","SAINT FRANCI",-101.8000,39.7667,1025,"COOP","15923"
"147271","SCOTT CITY",-100.9000,38.4833,905,"COOP","15945"
"147305","SEDAN",-96.1833,37.1333,268,"COOP","15947"
"147397","SHARON SPRIN",-101.7500,38.9000,1052,"COOP","15955"
"147542","SMITH CENTER",-98.7833,39.7833,543,"COOP","15963"
"147796","STERLING",-98.2000,38.2167,499,"COOP","15971"
"147922","SUBLETTE",-100.8500,37.4833,883,"COOP","15978"
"148038","SYRACUSE",-101.7500,37.9833,994,"COOP","15982"
"148191","TORONTO LAKE",-95.9333,37.7500,274,"COOP","16008"
"148235","TRIBUNE 1 W",-101.7667,38.4667,1108,"COOP","16013"
"148250","TROY 2 E",-95.0500,39.7833,323,"COOP","16017"
"148259","TUTTLE CREEK",-96.6000,39.2500,322,"COOP","16020"
"148287","ULYSSES 1 SE",-101.3500,37.5667,922,"COOP","16024"
"148495","WAKEENEY",-99.8833,39.0167,747,"COOP","16036"
"148563","WAMEGO",-96.3167,39.2167,308,"COOP","16044"
"148578","WASHINGTON",-97.0500,39.8167,397,"COOP","16048"
"148648","WEBSTER DAM",-99.4167,39.4167,568,"COOP","16053"
"148670","WELLINGTON 2",-97.4000,37.2333,375,"COOP","16054"
"148914","WILMORE 16 S",-99.0667,37.1333,518,"COOP","16071"
"148946","WILSON LAKE",-98.4833,38.9667,461,"COOP","16075"
"148964","WINFIELD NO.",-96.9833,37.2333,347,"COOP","16077"
"149080","YATES CENTER",-95.7167,37.8667,320,"COOP","16087"
"150254","ASHLAND",-82.6167,38.4500,169,"COOP","16109"
"150381","BARBOURVILLE",-83.8833,36.8667,299,"COOP","16114"
"150397","BARDSTOWN 5",-85.3833,37.8167,238,"COOP","16120"
"150402","BARDWELL 2 E",-88.9667,36.8833,123,"COOP","16121"
"150422","BARREN RIVER",-86.1333,36.9000,189,"COOP","16122"
"150450","BAXTER",-83.3333,36.8500,355,"COOP","16124"
"150490","BEAVER DAM",-86.8667,37.4167,134,"COOP","16127"
"150619","BEREA COLLEG",-84.3000,37.5667,326,"COOP","16135"
"150630","BERNHEIM FOR",-85.6500,37.9167,168,"COOP","16137"
"150940","BRADFORDSVIL",-85.1500,37.4833,201,"COOP","16158"
"151256","CAMPBELLSVIL",-85.3667,37.3167,238,"COOP","16179"
"151345","CARROLLTON L",-85.1500,38.6500,137,"COOP","16185"
"151890","CRAB ORCHARD",-84.4333,37.4833,336,"COOP","16215"
"151998","CYNTHIANA",-84.3000,38.3833,213,"COOP","16228"
"152040","DANVILLE",-84.7667,37.6500,290,"COOP","16230"
"152214","DIX DAM",-84.7167,37.8000,265,"COOP","16237"
"152409","EASTERN KENT",-84.3333,37.7500,305,"COOP","16248"
"152512","ELIZABETHTOW",-85.8667,37.7167,213,"COOP","16255"
"152775","FALMOUTH",-84.3167,38.6833,168,"COOP","16266"
"152791","FARMERS 2 S",-83.5500,38.1167,207,"COOP","16267"
"153028","FRANKFORT LO",-84.8667,38.2333,153,"COOP","16279"
"153223","GILBERTSVILL",-88.2667,37.0167,110,"COOP","16290"
"153246","GLASGOW WKAY",-85.9167,37.0000,247,"COOP","16293"
"153295","GOLDEN POND",-88.0000,36.9000,122,"COOP","16296"
"153382","GRAY HAWK",-83.9500,37.4000,381,"COOP","16300"
"153391","GRAYSON 3 SW",-82.9667,38.2833,213,"COOP","16302"
"153430","GREENSBURG",-85.5000,37.2500,180,"COOP","16308"
"153604","HARDINSBURG",-86.4333,37.7667,223,"COOP","16315"
"153741","HEIDELBERG",-83.7667,37.5500,203,"COOP","16328"
"153762","HENDERSON 7",-87.6333,37.7500,131,"COOP","16330"
"153929","HODGENVILLE-",-85.7333,37.5333,240,"COOP","16342"
"153994","HOPKINSVILLE",-87.5000,36.8333,180,"COOP","16343"
"154208","JAMESTOWN",-85.0667,36.9667,302,"COOP","16355"
"154703","LEITCHFIELD",-86.3000,37.5167,189,"COOP","16379"
"154967","LOVELACEVILL",-88.8333,36.9667,113,"COOP","16412"
"155067","MADISONVILLE",-87.5167,37.3500,134,"COOP","16419"
"155097","MAMMOTH CAVE",-86.0833,37.1833,241,"COOP","16421"
"155243","MAYSVILLE SE",-83.7833,38.6833,157,"COOP","16437"
"155389","MIDDLESBORO",-83.7333,36.6000,358,"COOP","16446"
"155524","MONTICELLO 3",-84.8333,36.8667,298,"COOP","16455"
"155640","MOUNT STERLI",-83.9500,38.0667,308,"COOP","16463"
"155648","MOUNT VERNON",-84.3333,37.3500,354,"COOP","16464"
"155694","MURRAY",-88.3000,36.6000,161,"COOP","16470"
"155834","NOLIN RIVER",-86.2500,37.2833,186,"COOP","16476"
"156091","OWENSBORO 3",-87.1500,37.7667,123,"COOP","16488"
"156117","PADUCAH SEWA",-88.6000,37.1000,99,"COOP","16499"
"156136","PAINTSVILLE",-82.7833,37.8167,192,"COOP","16505"
"156580","PRINCETON 1",-87.8667,37.1167,151,"COOP","16533"
"156595","PROVIDENCE",-87.7667,37.4000,125,"COOP","16534"
"156882","ROCHESTER FE",-86.9000,37.2167,125,"COOP","16544"
"156988","ROUGH RIVER",-86.5000,37.6167,169,"COOP","16546"
"157049","RUSSELLVILLE",-86.8833,36.8500,174,"COOP","16548"
"157215","SCOTTSVILLE",-86.2167,36.7333,259,"COOP","16564"
"157324","SHELBYVILLE",-85.2000,38.2000,222,"COOP","16572"
"157510","SOMERSET 2 N",-84.6167,37.1167,320,"COOP","16582"
"157677","STEARNS 2 S",-84.4833,36.6667,372,"COOP","16592"
"157800","SUMMER SHADE",-85.7167,36.8833,262,"COOP","16596"
"158446","WARSAW MARKL",-84.9667,38.7667,142,"COOP","16625"
"158551","WEST LIBERTY",-83.2667,37.9167,253,"COOP","16631"
"158709","WILLIAMSBURG",-84.1500,36.7333,305,"COOP","16639"
"158714","WILLIAMSTOWN",-84.6167,38.6500,287,"COOP","16641"
"160098","ALEXANDRIA",-92.4667,31.3167,27,"COOP","16656"
"160205","AMITE",-90.5333,30.7000,29,"COOP","16660"
"160349","ASHLAND",-93.1167,32.1500,73,"COOP","16666"
"160537","BASTROP",-91.9000,32.7833,37,"COOP","16674"
"160945","BOGALUSA",-89.8667,30.7833,30,"COOP","16695"
"161232","BOYCE 3 WNW",-92.7167,31.3833,34,"COOP","16702"
"161246","BRUSLY 2 W",-91.2667,30.3833,6,"COOP","16705"
"161287","BUNKIE",-92.1667,30.9500,18,"COOP","16706"
"161292","BURAS",-89.5167,29.3333,2,"COOP","16707"
"161411","CALHOUN RESE",-92.3333,32.5167,55,"COOP","16715"
"161565","CARVILLE 2 S",-91.1167,30.2000,8,"COOP","16725"
"161899","CLINTON 5 SE",-90.9667,30.8000,61,"COOP","16738"
"162145","COUSHATTA 5",-93.3333,31.9667,37,"COOP","16754"
"162151","COVINGTON 4",-90.1167,30.5333,12,"COOP","16755"
"162212","CROWLEY 2 NE",-92.3667,30.2500,8,"COOP","16758"
"162361","DE QUINCY 4",-93.4333,30.5167,29,"COOP","16772"
"162367","DE RIDDER",-93.2833,30.8833,61,"COOP","16774"
"162534","DONALDSONVIL",-91.0333,30.0667,4,"COOP","16783"
"162800","ELIZABETH",-92.7833,30.8500,38,"COOP","16793"
"162981","EUNICE",-92.4333,30.4833,15,"COOP","16803"
"163313","FRANKLIN 3 N",-91.5500,29.8167,4,"COOP","16815"
"163327","FRANKLINTON",-90.1833,30.8167,44,"COOP","16820"
"163433","GALLIANO",-90.3000,29.4500,2,"COOP","16823"
"163800","GRAND COTEAU",-92.0333,30.4333,18,"COOP","16838"
"163979","HACKBERRY 8",-93.4167,29.8833,2,"COOP","16849"
"164030","HAMMOND 5 E",-90.3667,30.5000,11,"COOP","16852"
"164355","HOMER 3 SSW",-93.0667,32.7500,116,"COOP","16870"
"164407","HOUMA",-90.7333,29.5833,5,"COOP","16875"
"164674","JEANERETTE 5",-91.7167,29.9500,6,"COOP","16886"
"164696","JENA 4 WSW",-92.2000,31.6667,64,"COOP","16888"
"164700","JENNINGS",-92.6667,30.2000,8,"COOP","16889"
"164739","JONESVILLE L",-91.8500,31.4833,21,"COOP","16895"
"165021","LAFAYETTE",-92.0667,30.2167,8,"COOP","16911"
"165090","LAKE PROVIDE",-91.1667,32.8000,30,"COOP","16922"
"165266","LEESVILLE",-93.2667,31.1500,73,"COOP","16926"
"165296","LELAND BOWMA",-92.2167,29.7833,1,"COOP","16929"
"165527","LOGANSPORT 4",-93.9500,31.9833,64,"COOP","16937"
"165610","LOUISIANA NA",-89.9667,30.0500,-2,"COOP","16941"
"165620","LSU BEN HUR",-91.1667,30.3667,6,"COOP","16942"
"165624","LSU CITRUS R",-89.8333,29.5833,1,"COOP","16943"
"165892","MANY",-93.4833,31.5667,79,"COOP","16950"
"165908","MARION 7 SE",-92.1667,32.8167,46,"COOP","16952"
"166244","MINDEN",-93.2833,32.5833,56,"COOP","16964"
"166314","MONROE NLU",-92.0667,32.5333,21,"COOP","16974"
"166394","MORGAN CITY",-91.1833,29.6833,2,"COOP","16979"
"166582","NATCHITOCHES",-93.0833,31.7667,37,"COOP","16989"
"166657","NEW IBERIA",-91.7833,29.9833,8,"COOP","16993"
"166686","NEW ROADS 5",-91.3667,30.6833,14,"COOP","17012"
"166938","OBERLIN FIRE",-92.7833,30.6000,21,"COOP","17021"
"166978","OLLA",-92.2333,31.9000,47,"COOP","17027"
"167344","PLAIN DEALIN",-93.6833,32.9000,88,"COOP","17042"
"167738","RED RIVER RE",-93.6333,32.4167,47,"COOP","17069"
"167767","RESERVE 4 WN",-90.6167,30.0833,5,"COOP","17070"
"167932","ROCKEFELLER",-92.8167,29.7333,1,"COOP","17081"
"168046","ROSEPINE RES",-93.2833,30.9500,73,"COOP","17085"
"168067","RUSTON LA TE",-92.6500,32.5167,85,"COOP","17087"
"168108","ST BERNARD",-89.8333,29.8667,2,"COOP","17089"
"168163","ST JOSEPH 3",-91.2333,31.9500,19,"COOP","17093"
"168539","SLIDELL WSFO",-89.7667,30.2500,3,"COOP","17121"
"168923","TALLULAH",-91.2167,32.4000,26,"COOP","17143"
"169013","THIBODAUX 3",-90.7833,29.7667,5,"COOP","17148"
"169803","WINNFIELD 2",-92.6833,31.9333,49,"COOP","17177"
"169806","WINNSBORO 5",-91.7167,32.1000,23,"COOP","17179"
"170100","ACADIA NATIO",-68.2667,44.3500,143,"COOP","17188"
"170200","ALLAGASH",-69.0167,47.0833,182,"COOP","17190"
"170480","BELFAST",-69.0000,44.4000,9,"COOP","17209"
"170814","BRASSUA DAM",-69.8167,45.6667,323,"COOP","17218"
"170833","BRIDGEWATER",-67.8500,46.4167,152,"COOP","17219"
"170844","BRIDGTON 3 N",-70.7500,44.0667,158,"COOP","17221"
"171430","CHURCHILL DA",-69.2833,46.5000,285,"COOP","17234"
"171472","CLAYTON LAKE",-69.5333,46.6167,305,"COOP","17235"
"171833","DANFORTH",-67.8667,45.6667,116,"COOP","17245"
"171975","DOVER-FOXCRO",-69.2500,45.1833,140,"COOP","17251"
"172238","EAST HIRAM",-70.7500,43.8833,161,"COOP","17256"
"172426","EASTPORT",-67.0000,44.9167,26,"COOP","17259"
"172620","ELLSWORTH",-68.4333,44.5333,6,"COOP","17265"
"172700","EUSTIS",-70.4833,45.2167,384,"COOP","17268"
"172765","FARMINGTON",-70.1500,44.6833,128,"COOP","17273"
"172878","FORT KENT",-68.5833,47.2500,157,"COOP","17277"
"173046","GARDINER",-69.7833,44.2167,43,"COOP","17282"
"173261","GRAND LAKE S",-67.7833,45.1833,88,"COOP","17288"
"173944","HOULTON 5 N",-67.8333,46.2000,119,"COOP","17303"
"174086","JACKMAN",-70.2667,45.6333,360,"COOP","17305"
"174183","JONESBORO",-67.6500,44.6500,56,"COOP","17306"
"174193","KENNEBUNKPOR",-70.4667,43.3500,1,"COOP","17308"
"174566","LEWISTON",-70.2167,44.1000,55,"COOP","17319"
"174781","LONG FALLS D",-70.2000,45.2167,354,"COOP","17325"
"174927","MADISON",-69.8833,44.8000,79,"COOP","17328"
"175261","MIDDLE DAM",-70.9167,44.7833,445,"COOP","17333"
"175304","MILLINOCKET",-68.7000,45.6500,110,"COOP","17334"
"175675","NEWCASTLE",-69.5333,44.0500,58,"COOP","17348"
"176430","ORONO",-68.6667,44.9000,35,"COOP","17362"
"176599","PATTEN",-68.4500,46.0000,183,"COOP","17370"
"176881","PORT CLYDE",-69.2667,43.9167,9,"COOP","17377"
"176937","PRESQUE ISLE",-68.0000,46.6500,183,"COOP","17382"
"177037","RANGELEY",-70.6500,44.9667,467,"COOP","17384"
"177174","RIPOGENUS DA",-69.1833,45.8833,294,"COOP","17387"
"177325","RUMFORD 1 SS",-70.5333,44.5333,192,"COOP","17395"
"177479","SANFORD 2 NN",-70.7833,43.4667,85,"COOP","17403"
"178353","SPRINGFIELD",-68.1667,45.4000,134,"COOP","17416"
"178398","SQUA PAN DAM",-68.3333,46.5500,186,"COOP","17417"
"178965","VAN BUREN 2",-67.9333,47.1667,139,"COOP","17432"
"178974","VANCEBORO 2",-67.4333,45.5667,119,"COOP","17434"
"179151","WATERVILLE P",-69.6500,44.5500,27,"COOP","17439"
"179314","WEST BUXTON",-70.6167,43.7000,46,"COOP","17442"
"179593","WEST ROCKPOR",-69.1500,44.2000,116,"COOP","17450"
"179891","WOODLAND",-67.4000,45.1500,42,"COOP","17454"
"180193","ANNAPOLIS PO",-76.5000,38.9833,8,"COOP","17458"
"180335","ASSATEAGUE I",-75.1333,38.2333,2,"COOP","17459"
"180700","BELTSVILLE",-76.8833,39.0333,37,"COOP","17469"
"180732","BENSON POLIC",-76.3833,39.5000,111,"COOP","17478"
"181032","BOYDS 2 NW",-77.3333,39.2167,177,"COOP","17490"
"181385","CAMBRIDGE WA",-76.0667,38.5667,3,"COOP","17499"
"181530","CATOCTIN MOU",-77.4833,39.6500,491,"COOP","17500"
"181750","CHESTERTOWN",-76.0667,39.2167,12,"COOP","17509"
"181862","CLARKSVILLE",-76.9333,39.2500,111,"COOP","17511"
"181995","COLLEGE PARK",-76.9500,38.9833,27,"COOP","17515"
"182060","CONOWINGO DA",-76.1667,39.6500,12,"COOP","17518"
"182215","CRISFIELD SO",-75.8667,37.9833,2,"COOP","17525"
"182282","CUMBERLAND 2",-78.7500,39.6333,223,"COOP","17528"
"182325","DALECARLIA R",-77.1167,38.9333,46,"COOP","17531"
"182335","DAMASCUS 2 S",-77.2333,39.2667,220,"COOP","17533"
"182906","EMMITSBURG 2",-77.3000,39.6833,128,"COOP","17550"
"183348","FREDERICK PO",-77.4333,39.4167,116,"COOP","17562"
"183415","FROSTBURG 2",-78.9333,39.6667,662,"COOP","17573"
"183675","GLENN DALE B",-76.8000,38.9667,46,"COOP","17580"
"184030","HANCOCK",-78.1833,39.7000,130,"COOP","17592"
"185080","LA PLATA 1 W",-77.0000,38.5333,43,"COOP","17602"
"185111","LAUREL 3 W",-76.9000,39.1000,122,"COOP","17603"
"185832","MC HENRY 2 N",-79.3667,39.5833,817,"COOP","17620"
"185865","MECHANICSVIL",-76.6833,38.4500,30,"COOP","17622"
"185934","MILLERS 4 NE",-76.8000,39.7167,262,"COOP","17626"
"185985","MILLINGTON 1",-75.8667,39.2667,14,"COOP","17627"
"186620","OAKLAND 1 SE",-79.4000,39.4000,738,"COOP","17634"
"186770","OWINGS FERRY",-76.6667,38.6833,49,"COOP","17637"
"186915","PATUXENT RIV",-76.4167,38.3333,12,"COOP","17641"
"187330","PRINCESS ANN",-75.6833,38.2167,6,"COOP","17658"
"187705","ROCKVILLE 1",-77.1000,39.1000,134,"COOP","17668"
"187806","ROYAL OAK 2",-76.1833,38.7167,3,"COOP","17669"
"188000","SALISBURY",-75.5833,38.3667,3,"COOP","17670"
"188065","SAVAGE RIVER",-79.1333,39.5167,456,"COOP","17677"
"188380","SNOW HILL 4",-75.3833,38.2333,9,"COOP","17689"
"188877","TOWSON",-76.5667,39.3833,119,"COOP","17703"
"189030","UNIONVILLE",-77.1833,39.4500,131,"COOP","17706"
"189070","UPPER MARLBO",-76.7833,38.8667,30,"COOP","17709"
"189140","VIENNA",-75.8333,38.4833,3,"COOP","17711"
"189440","WESTMINSTER",-76.9667,39.5500,233,"COOP","17724"
"189750","WOODSTOCK",-76.8667,39.3333,140,"COOP","17732"
"190120","AMHERST",-72.5333,42.3833,46,"COOP","17735"
"190408","BARRE FALLS",-72.0333,42.4333,277,"COOP","17745"
"190535","BEDFORD",-71.2833,42.4833,49,"COOP","17747"
"190736","BLUE HILL",-71.1167,42.2167,192,"COOP","17758"
"190759","BORDEN BROOK",-72.9333,42.1333,339,"COOP","17760"
"190860","BROCKTON",-71.0000,42.0500,24,"COOP","17767"
"190998","BUFFUMVILLE",-71.9000,42.1167,152,"COOP","17770"
"191386","CHATHAM WSMO",-69.9667,41.6667,14,"COOP","17785"
"191774","CUMMINGTON H",-72.9333,42.4667,423,"COOP","17799"
"192026","DUNSTABLE",-71.5167,42.6667,64,"COOP","17808"
"192107","EAST BRIMFIE",-72.1333,42.1167,207,"COOP","17809"
"192451","EAST WAREHAM",-70.6667,41.7667,6,"COOP","17814"
"192501","EDGARTOWN",-70.5167,41.3833,6,"COOP","17816"
"193167","GRANVILLE",-72.9000,42.0667,375,"COOP","17832"
"193213","GREAT BARRIN",-73.4000,42.1833,223,"COOP","17835"
"193505","HAVERHILL",-71.0667,42.7667,6,"COOP","17848"
"193624","HINGHAM",-70.9167,42.2333,9,"COOP","17851"
"193821","HYANNIS",-70.3000,41.6667,15,"COOP","17861"
"193890","JAMAICA PLAI",-71.1239,42.3031,46,"COOP","17865"
"193985","KNIGHTVILLE",-72.8667,42.2833,192,"COOP","17869"
"194075","LANESBORO",-73.2333,42.5500,377,"COOP","17871"
"194105","LAWRENCE",-71.1667,42.7000,18,"COOP","17872"
"194502","MARBLEHEAD",-70.8667,42.5000,12,"COOP","17890"
"194580","MAYNARD",-71.4500,42.4333,66,"COOP","17893"
"194744","MIDDLETON",-71.0167,42.6000,27,"COOP","17898"
"195246","NEW BEDFORD",-70.9333,41.6333,21,"COOP","17914"
"195984","NORTON WEST",-71.1667,41.9928,29,"COOP","17929"
"196245","PEABODY",-70.9833,42.5333,52,"COOP","17932"
